Player,Team,G,MP,PTS,FGA,PTS_per_Play,TS_Pct,eFG_Pct,FT_Rate,Three_Pt_Rate,AST,AST_to_FGA_Ratio,AST_to_TO_Ratio,PPR,STL,BLK,PF,Player_Link,Team_Link,Season,League,DX_Player_ID,DX_Team_ID
Hector Manzano,Granada,27,12.3,3.9,3.5,0.83,0.49,0.44,0.32,0.46,0.56,0.16,0.88,-2.08,0.4,0.1,1.4,/profile/Hector-Manzano-36024/,/stats/acb/2003/Granada,2003,acb,Hector-Manzano-36024,Granada
Antonio Orenga,Caceres,24,12.2,4.9,4.0,0.89,0.52,0.46,0.41,0.05,0.50,0.13,0.71,-3.01,0.5,0.1,2.9,/profile/Antonio-Orenga-36057/,/stats/acb/2003/Caceres,2003,acb,Antonio-Orenga-36057,Caceres
Thierry Zig,Malaga,2,12.2,1.5,2.0,0.50,0.38,0.38,0.00,1.00,3.00,1.50,3.00,8.46,1.0,0.0,1.5,/profile/Thierry-Zig-36482/,/stats/acb/2003/Malaga,2003,acb,Thierry-Zig-36482,Malaga
Iker Iturbe,Estudiantes,30,12.1,5.0,3.7,1.06,0.62,0.56,0.25,0.57,0.87,0.24,1.44,-0.18,0.6,0.1,1.4,/profile/Iker-Iturbe-35501/,/stats/acb/2003/Estudiantes,2003,acb,Iker-Iturbe-35501,Estudiantes
Ricardo Guillen,Gran Canaria,16,12.1,4.1,3.1,0.88,0.58,0.54,0.33,0.27,0.50,0.16,0.47,-5.99,0.3,0.1,1.8,/profile/Ricardo-Guillen-36361/,/stats/acb/2003/Gran%20Canaria,2003,acb,Ricardo-Guillen-36361,Gran%20Canaria
Ricardo Gonzalez,Breogan,33,12.0,4.1,3.1,0.97,0.58,0.54,0.31,0.49,0.21,0.07,0.33,-4.14,0.8,0.1,2.9,/profile/Ricardo-Gonzalez-36360/,/stats/acb/2003/Breogan,2003,acb,Ricardo-Gonzalez-36360,Breogan
Manel Bosch,Lleida,30,11.7,4.0,2.6,1.14,0.67,0.66,0.32,0.53,0.33,0.13,0.67,-2.30,0.2,0.1,1.6,/profile/Manel-Bosch-36196/,/stats/acb/2003/Lleida,2003,acb,Manel-Bosch-36196,Lleida
Ivan Corrales,Vitoria,12,11.5,2.7,2.1,0.73,0.58,0.56,0.24,0.64,1.08,0.52,0.81,-5.33,0.9,0.1,2.2,/profile/Ivan-Corrales-36046/,/stats/acb/2003/Vitoria,2003,acb,Ivan-Corrales-36046,Vitoria
Danny Lewis,Breogan,9,11.2,3.8,3.6,0.79,0.47,0.42,0.31,0.34,0.89,0.25,1.33,-0.66,0.6,0.1,1.7,/profile/Danny-Lewis-36650/,/stats/acb/2003/Breogan,2003,acb,Danny-Lewis-36650,Breogan
Jordi Millera,Alicante,19,11.2,2.4,1.7,0.76,0.61,0.59,0.41,0.53,2.21,1.31,1.91,2.85,0.7,0.0,1.5,/profile/Jordi-Millera-36112/,/stats/acb/2003/Alicante,2003,acb,Jordi-Millera-36112,Alicante
Fran Murcia,Gran Canaria,8,10.9,6.5,4.4,1.09,0.63,0.56,0.43,0.60,0.88,0.20,1.40,-0.38,0.0,0.1,1.1,/profile/Fran-Murcia-35947/,/stats/acb/2003/Gran%20Canaria,2003,acb,Fran-Murcia-35947,Gran%20Canaria
J.R. Esmoris,Sevilla,32,10.8,3.1,2.9,0.74,0.47,0.43,0.32,0.39,0.31,0.11,0.38,-5.64,0.4,0.1,1.8,/profile/J.R.-Esmoris-36062/,/stats/acb/2003/Sevilla,2003,acb,J.R.-Esmoris-36062,Sevilla
Paco Martin,Fuenlabrada,23,10.8,1.8,2.3,0.59,0.37,0.32,0.13,0.79,0.35,0.15,0.62,-3.02,0.3,0.1,1.5,/profile/Paco-Martin-36306/,/stats/acb/2003/Fuenlabrada,2003,acb,Paco-Martin-36306,Fuenlabrada
John Williams,Alicante,1,10.6,0.0,1.0,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.33,-22.29,0.0,1.0,1.0,/profile/John-Williams-4900/,/stats/acb/2003/Alicante,2003,acb,John-Williams-4900,Alicante
Souley Drame,Joventut,29,10.6,3.0,2.2,1.01,0.59,0.55,0.33,0.31,0.17,0.08,0.42,-2.84,0.4,0.1,1.7,/profile/Souley-Drame-36444/,/stats/acb/2003/Joventut,2003,acb,Souley-Drame-36444,Joventut
Pablo Laso,Valladolid,17,10.4,1.2,1.1,0.62,0.50,0.44,0.28,0.67,1.12,1.06,1.58,0.38,0.6,0.0,1.4,/profile/Pablo-Laso-36304/,/stats/acb/2003/Valladolid,2003,acb,Pablo-Laso-36304,Valladolid
Alexis Montas,Gran Canaria,34,10.3,2.9,2.3,0.91,0.54,0.53,0.37,0.00,0.15,0.06,0.29,-3.87,0.2,0.4,1.3,/profile/Alexis-Montas-36572/,/stats/acb/2003/Gran%20Canaria,2003,acb,Alexis-Montas-36572,Gran%20Canaria
Paul Burke,Alicante,14,10.2,1.1,1.5,0.51,0.32,0.29,0.24,0.62,1.50,1.00,3.50,5.67,0.4,0.0,1.9,/profile/Paul-Burke-36996/,/stats/acb/2003/Alicante,2003,acb,Paul-Burke-36996,Alicante
Jordi Singla,Manresa,31,10.2,3.1,2.7,0.92,0.54,0.51,0.16,0.45,0.32,0.12,0.67,-2.63,0.2,0.2,1.3,/profile/Jordi-Singla-36842/,/stats/acb/2003/Manresa,2003,acb,Jordi-Singla-36842,Manresa
Alfonso Alzamora,Barcelona,42,9.8,2.3,2.0,0.81,0.50,0.48,0.40,0.11,0.38,0.20,0.73,-2.77,0.4,0.1,1.7,/profile/Alfonso-Alzamora-35710/,/stats/acb/2003/Barcelona,2003,acb,Alfonso-Alzamora-35710,Barcelona
Xavier Vallmajo,Girona,27,9.6,2.3,2.2,0.60,0.48,0.47,0.15,0.34,1.00,0.46,0.71,-7.82,0.4,0.0,0.7,/profile/Xavier-Vallmajo-36537/,/stats/acb/2003/Girona,2003,acb,Xavier-Vallmajo-36537,Girona
Jesus Fernandez,Fuenlabrada,32,9.5,2.9,2.4,0.82,0.51,0.49,0.35,0.26,0.19,0.08,0.29,-5.45,0.6,0.0,2.0,/profile/Jesus-Fernandez-36090/,/stats/acb/2003/Fuenlabrada,2003,acb,Jesus-Fernandez-36090,Fuenlabrada
Guillermo Rejon,Valladolid,25,9.4,3.1,2.6,0.83,0.50,0.48,0.42,0.00,0.56,0.22,1.00,-1.98,0.3,0.1,2.0,/profile/Guillermo-Rejon-36015/,/stats/acb/2003/Valladolid,2003,acb,Guillermo-Rejon-36015,Valladolid
J.L. Maluenda,Fuenlabrada,2,9.4,2.5,3.5,0.56,0.36,0.36,0.00,0.71,0.50,0.14,0.50,-6.92,0.5,0.5,2.0,/profile/J.L.-Maluenda-36805/,/stats/acb/2003/Fuenlabrada,2003,acb,J.L.-Maluenda-36805,Fuenlabrada
