Player,Team,G,MP,PTS,FG_2P,FG_2PA,FG_2P_Pct,FG_3P,FGA_3P,FG_3P_Pct,FT,FTA,FT_Pct,OREB,DREB,REB,AST,STL,BLK,TO,PF,Player_Link,Team_Link,Season,League,DX_Player_ID,DX_Team_ID
Marcos Baltanas,Malaga,1,1.5,139.4,27.9,27.9,100.0%,27.9,27.9,100.0%,0.0,27.9,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/profile/Marcos-Baltanas-36912/,/stats/acb/2003/Malaga,2003,acb,Marcos-Baltanas-36912,Malaga
Christophe Humbert,Breogan,1,1.8,66.1,22.0,22.0,100.0%,0.0,0.0,0.0%,22.0,44.1,50.0%,22.0,0.0,22.0,0.0,0.0,0.0,0.0,22.0,/profile/Christophe-Humbert-36621/,/stats/acb/2003/Breogan,2003,acb,Christophe-Humbert-36621,Breogan
Alberto Ruiz,Breogan,1,2.5,64.2,16.0,16.0,100.0%,0.0,16.0,0.0%,32.1,32.1,100.0%,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,/profile/Alberto-Ruiz-36560/,/stats/acb/2003/Breogan,2003,acb,Alberto-Ruiz-36560,Breogan
Sebas Vargas,Alicante,1,1.7,49.0,24.5,49.0,50.0%,0.0,0.0,0.0%,0.0,0.0,0.0%,24.5,0.0,24.5,0.0,0.0,0.0,0.0,0.0,/profile/Sebas-Vargas-37054/,/stats/acb/2003/Alicante,2003,acb,Sebas-Vargas-37054,Alicante
Juan Ignacio Elizagaray,Fuenlabrada,1,1.6,47.8,23.9,23.9,100.0%,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/profile/Juan-Ignacio-Elizagaray-36853/,/stats/acb/2003/Fuenlabrada,2003,acb,Juan-Ignacio-Elizagaray-36853,Fuenlabrada
Nacho Martin,Barcelona,1,3.3,37.0,0.0,12.3,0.0%,12.3,12.3,100.0%,0.0,0.0,0.0%,0.0,12.3,12.3,0.0,0.0,0.0,0.0,12.3,/profile/Nacho-Martin-36964/,/stats/acb/2003/Barcelona,2003,acb,Nacho-Martin-36964,Barcelona
Salva Camps,Gran Canaria,3,12.8,28.0,1.0,2.1,50.0%,5.2,9.3,55.6%,10.4,14.5,71.4%,0.0,1.0,1.0,2.1,0.0,0.0,3.1,7.3,/profile/Salva-Camps-36408/,/stats/acb/2003/Gran%20Canaria,2003,acb,Salva-Camps-36408,Gran%20Canaria
Jesus Castro,Granada,2,1.5,25.6,0.0,12.8,0.0%,0.0,12.8,0.0%,25.6,25.6,100.0%,0.0,12.8,12.8,0.0,0.0,0.0,0.0,12.8,/profile/Jesus-Castro-36829/,/stats/acb/2003/Granada,2003,acb,Jesus-Castro-36829,Granada
Corey Brewer,Estudiantes,39,22.1,24.5,3.7,7.9,46.5%,4.0,11.5,34.7%,5.2,6.7,77.4%,1.6,2.4,4.0,2.3,2.9,0.1,2.9,4.7,/profile/Corey-Brewer-39058/,/stats/acb/2003/Estudiantes,2003,acb,Corey-Brewer-39058,Estudiantes
Fran Murcia,Gran Canaria,8,10.9,23.6,2.7,6.4,42.9%,4.1,9.5,42.9%,5.9,6.8,86.7%,2.3,4.5,6.8,3.2,0.0,0.5,2.3,4.1,/profile/Fran-Murcia-35947/,/stats/acb/2003/Gran%20Canaria,2003,acb,Fran-Murcia-35947,Gran%20Canaria
Richard Scott,Fuenlabrada,33,30.8,23.6,9.5,16.8,56.5%,0.2,0.8,22.7%,4.0,5.9,67.5%,2.6,4.8,7.4,2.6,1.7,0.5,4.2,4.9,/profile/Richard-Scott-36364/,/stats/acb/2003/Fuenlabrada,2003,acb,Richard-Scott-36364,Fuenlabrada
Louis Bullock,Malaga,43,25.6,23.5,4.5,10.4,43.0%,2.9,7.7,37.6%,5.9,6.9,86.3%,0.7,2.6,3.3,3.4,1.3,0.3,3.3,4.1,/profile/Louis-Bullock-5223/,/stats/acb/2003/Malaga,2003,acb,Louis-Bullock-5223,Malaga
Walter Hermann,Fuenlabrada,30,37.9,22.9,6.4,12.3,51.7%,1.7,4.6,37.6%,5.0,6.4,78.1%,3.1,6.8,9.9,0.7,0.9,0.2,1.9,1.2,/profile/Walter-Hermann-5191/,/stats/acb/2003/Fuenlabrada,2003,acb,Walter-Hermann-5191,Fuenlabrada
Andres Nocioni,Vitoria,39,29.4,22.7,5.9,11.7,50.9%,2.0,5.3,36.6%,4.9,6.4,77.5%,2.3,6.7,9.0,2.0,1.1,1.2,3.1,4.4,/profile/Andres-Nocioni-3763/,/stats/acb/2003/Vitoria,2003,acb,Andres-Nocioni-3763,Vitoria
Luis Scola,Vitoria,33,29.8,22.6,9.7,17.3,56.3%,0.0,0.0,0.0%,3.2,5.6,57.4%,2.9,4.9,7.8,2.7,2.0,0.4,3.0,5.1,/profile/Luis-Scola-5184/,/stats/acb/2003/Vitoria,2003,acb,Luis-Scola-5184,Vitoria
Danya Abrams,Sevilla,24,30.5,22.5,8.3,16.2,51.5%,0.3,1.0,33.3%,4.9,6.5,74.6%,3.5,4.9,8.4,1.9,1.0,0.4,3.9,5.0,/profile/Danya-Abrams-35864/,/stats/acb/2003/Sevilla,2003,acb,Danya-Abrams-35864,Sevilla
Bud Eley,Gran Canaria,37,27.5,22.5,9.0,15.1,59.8%,0.1,0.2,50.0%,4.2,7.4,56.9%,3.6,8.0,11.5,1.5,1.5,1.8,3.4,5.7,/profile/Bud-Eley-5381/,/stats/acb/2003/Gran%20Canaria,2003,acb,Bud-Eley-5381,Gran%20Canaria
Larry Lewis,Gran Canaria,36,32.3,22.4,8.6,16.8,50.9%,0.2,0.7,30.0%,4.7,6.9,68.2%,2.9,6.4,9.3,2.2,2.0,0.6,3.2,3.4,/profile/Larry-Lewis-36873/,/stats/acb/2003/Gran%20Canaria,2003,acb,Larry-Lewis-36873,Gran%20Canaria
Deon Thomas,Caceres,15,27.3,22.1,8.0,14.5,55.0%,0.4,1.2,33.3%,5.0,7.0,71.2%,2.2,5.9,8.2,1.4,1.0,0.7,2.8,5.3,/profile/Deon-Thomas-5641/,/stats/acb/2003/Caceres,2003,acb,Deon-Thomas-5641,Caceres
Xavi Fernandez,Girona,24,12.7,21.9,4.4,6.1,71.7%,3.1,7.4,41.1%,4.0,5.2,76.9%,1.1,2.0,3.1,3.8,1.2,0.3,2.5,5.7,/profile/Xavi-Fernandez-36536/,/stats/acb/2003/Girona,2003,acb,Xavi-Fernandez-36536,Girona
Gabe Muoneke,Caceres,16,25.5,21.7,7.7,13.9,55.2%,0.4,2.3,16.7%,5.2,7.9,65.9%,2.2,3.7,6.0,2.9,1.3,0.3,3.4,4.9,/profile/Gabe-Muoneke-5457/,/stats/acb/2003/Caceres,2003,acb,Gabe-Muoneke-5457,Caceres
Norman Nolan,Valladolid,8,28.7,21.7,7.3,15.0,48.8%,1.4,3.3,42.1%,2.8,5.4,51.6%,2.6,5.1,7.7,0.7,1.6,0.3,1.0,4.4,/profile/Norman-Nolan-36295/,/stats/acb/2003/Valladolid,2003,acb,Norman-Nolan-36295,Valladolid
Reggie Slater,Sevilla,8,29.3,21.6,8.3,15.4,53.9%,0.0,0.2,0.0%,5.0,7.6,65.9%,2.9,5.4,8.3,2.2,0.9,0.7,3.6,4.5,/profile/Reggie-Slater-4362/,/stats/acb/2003/Sevilla,2003,acb,Reggie-Slater-4362,Sevilla
Velimir Perasovic,Alicante,37,33.3,21.4,3.9,8.7,45.3%,2.9,7.8,37.6%,4.8,5.9,81.1%,0.9,1.9,2.8,3.2,1.1,0.1,2.8,2.7,/profile/Velimir-Perasovic-36512/,/stats/acb/2003/Alicante,2003,acb,Velimir-Perasovic-36512,Alicante
Donatas Slanina,Sevilla,34,34.4,21.3,5.0,9.0,55.8%,2.5,5.1,48.6%,3.8,4.2,90.2%,0.6,1.7,2.2,2.1,1.2,0.0,2.1,3.1,/profile/Donatas-Slanina-5632/,/stats/acb/2003/Sevilla,2003,acb,Donatas-Slanina-5632,Sevilla
Maceo Baston,Joventut,16,29.8,21.2,8.3,13.3,62.7%,0.3,0.7,50.0%,3.6,5.5,66.2%,2.3,6.7,9.1,0.8,1.0,2.7,3.3,4.7,/profile/Maceo-Baston-1614/,/stats/acb/2003/Joventut,2003,acb,Maceo-Baston-1614,Joventut
Angel Santana,Alicante,3,3.2,21.1,4.2,8.4,50.0%,4.2,4.2,100.0%,0.0,0.0,0.0%,0.0,4.2,4.2,12.7,4.2,0.0,0.0,4.2,/profile/Angel-Santana-36580/,/stats/acb/2003/Alicante,2003,acb,Angel-Santana-36580,Alicante
Stephane Risacher,Malaga,44,21.0,21.1,5.2,9.0,57.7%,2.4,6.5,36.3%,3.6,4.6,77.7%,1.7,4.6,6.3,2.3,0.8,0.8,2.1,5.4,/profile/Stephane-Risacher-35610/,/stats/acb/2003/Malaga,2003,acb,Stephane-Risacher-35610,Malaga
Jerod Ward,Granada,16,28.6,20.8,4.4,11.4,38.3%,2.8,9.2,30.8%,3.5,4.6,75.9%,1.4,2.9,4.3,1.0,1.1,0.9,2.7,4.0,/profile/Jerod-Ward-36088/,/stats/acb/2003/Granada,2003,acb,Jerod-Ward-36088,Granada
Felipe Reyes,Estudiantes,40,29.7,20.8,8.0,15.1,53.3%,0.0,0.2,20.0%,4.6,7.7,59.2%,6.7,6.6,13.3,1.7,2.5,0.5,2.9,4.2,/profile/Felipe-Reyes-5342/,/stats/acb/2003/Estudiantes,2003,acb,Felipe-Reyes-5342,Estudiantes
Michael Wright,Granada,34,31.6,20.8,7.4,15.1,48.7%,0.0,0.2,20.0%,5.9,8.3,71.1%,4.1,5.3,9.4,0.4,1.3,0.7,3.6,3.3,/profile/Michael-Wright-5303/,/stats/acb/2003/Granada,2003,acb,Michael-Wright-5303,Granada
Raul Perez,Sevilla,34,20.8,20.7,3.2,6.7,47.5%,3.9,8.0,48.9%,2.5,2.7,91.7%,0.9,4.9,5.8,2.0,1.7,0.3,1.9,2.6,/profile/Raul-Perez-36354/,/stats/acb/2003/Sevilla,2003,acb,Raul-Perez-36354,Sevilla
Lou Roe,Alicante,35,33.9,20.5,7.8,14.1,55.7%,0.0,0.2,14.3%,4.8,7.0,68.0%,3.4,6.1,9.5,1.4,1.8,1.9,2.6,3.8,/profile/Lou-Roe-4150/,/stats/acb/2003/Alicante,2003,acb,Lou-Roe-4150,Alicante
Dejan Bodiroga,Barcelona,40,31.6,20.5,5.8,9.5,60.7%,1.2,3.0,39.4%,5.4,6.7,80.1%,0.7,4.5,5.2,3.1,0.8,0.2,2.5,3.3,/profile/Dejan-Bodiroga-5418/,/stats/acb/2003/Barcelona,2003,acb,Dejan-Bodiroga-5418,Barcelona
Carlos Cherry,Sevilla,2,13.8,20.4,1.5,2.9,50.0%,2.9,5.8,50.0%,8.8,8.8,100.0%,1.5,0.0,1.5,1.5,1.5,0.0,0.0,5.8,/profile/Carlos-Cherry-36611/,/stats/acb/2003/Sevilla,2003,acb,Carlos-Cherry-36611,Sevilla
Alberto Moncholi,Alicante,1,4.0,20.3,10.1,20.3,50.0%,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,/profile/Alberto-Moncholi-36559/,/stats/acb/2003/Alicante,2003,acb,Alberto-Moncholi-36559,Alicante
Juan Espil,Joventut,37,22.9,20.1,2.6,6.2,42.7%,3.5,9.9,35.9%,4.1,5.0,82.9%,0.2,3.0,3.2,2.7,1.2,0.0,2.4,4.4,/profile/Juan-Espil-36122/,/stats/acb/2003/Joventut,2003,acb,Juan-Espil-36122,Joventut
Juan Carlos Navarro,Barcelona,44,28.1,19.9,3.9,7.4,52.4%,2.5,6.7,37.7%,4.6,5.7,80.6%,0.6,2.4,3.0,3.1,1.4,0.0,2.0,3.1,/profile/Juan-Carlos-Navarro-5183/,/stats/acb/2003/Barcelona,2003,acb,Juan-Carlos-Navarro-5183,Barcelona
Andres Guibert,Valladolid,15,27.0,19.7,7.1,14.8,48.3%,0.0,0.0,0.0%,5.5,7.2,75.3%,2.7,5.9,8.5,2.3,1.0,0.8,3.4,4.4,/profile/Andres-Guibert-2663/,/stats/acb/2003/Valladolid,2003,acb,Andres-Guibert-2663,Valladolid
Oscar Yebra,Valladolid,34,32.4,19.7,4.5,8.9,50.2%,2.5,5.1,48.9%,3.3,4.2,78.4%,2.4,5.3,7.6,1.6,1.8,0.5,2.8,3.8,/profile/Oscar-Yebra-36300/,/stats/acb/2003/Valladolid,2003,acb,Oscar-Yebra-36300,Valladolid
Roger Grimau,Lleida,26,28.3,19.7,4.4,8.1,54.5%,1.5,4.5,34.1%,6.2,7.6,81.9%,1.0,3.7,4.7,4.0,2.1,0.5,4.0,4.6,/profile/Roger-Grimau-5630/,/stats/acb/2003/Lleida,2003,acb,Roger-Grimau-5630,Lleida
Derrick Alston,Real Madrid,34,28.0,19.6,8.4,14.9,56.4%,0.0,0.1,0.0%,2.9,4.9,59.0%,2.4,5.6,8.1,2.0,1.8,1.7,2.2,4.0,/profile/Derrick-Alston-1490/,/stats/acb/2003/Real%20Madrid,2003,acb,Derrick-Alston-1490,Real%20Madrid
Sarunas Jasikevicius,Barcelona,44,24.2,19.6,2.8,5.9,47.1%,3.4,7.1,47.9%,3.8,4.4,87.1%,0.5,1.7,2.2,5.4,1.2,0.1,3.8,4.5,/profile/Sarunas-Jasikevicius-5267/,/stats/acb/2003/Barcelona,2003,acb,Sarunas-Jasikevicius-5267,Barcelona
Andy Panko,Girona,9,35.8,19.5,5.3,11.1,47.7%,1.5,5.3,28.6%,4.4,5.5,79.5%,1.8,4.9,6.7,2.0,1.5,0.1,2.8,4.4,/profile/Andy-Panko-3863/,/stats/acb/2003/Girona,2003,acb,Andy-Panko-3863,Girona
Milan Gurovic,Malaga,40,22.6,19.3,3.3,7.7,43.5%,2.6,7.6,33.7%,5.0,6.3,79.6%,1.4,3.9,5.3,1.3,1.3,0.2,1.6,3.0,/profile/Milan-Gurovic-5347/,/stats/acb/2003/Malaga,2003,acb,Milan-Gurovic-5347,Malaga
Kevin Thompson,Caceres,19,31.8,19.2,8.2,14.4,57.0%,0.1,0.1,100.0%,2.7,5.0,53.2%,5.4,5.3,10.7,1.3,0.7,1.0,2.5,3.8,/profile/Kevin-Thompson-4597/,/stats/acb/2003/Caceres,2003,acb,Kevin-Thompson-4597,Caceres
Devin Davis,Breogan,33,31.8,19.2,7.0,13.7,50.7%,0.0,0.2,25.0%,5.2,6.5,80.0%,2.9,5.7,8.6,1.8,1.7,0.7,3.2,4.5,/profile/Devin-Davis-35886/,/stats/acb/2003/Breogan,2003,acb,Devin-Davis-35886,Breogan
Hurl Beechum,Caceres,34,30.8,19.2,2.7,5.6,48.3%,3.8,9.6,39.7%,2.2,2.8,78.9%,0.5,3.0,3.4,1.6,1.5,0.1,2.1,3.3,/profile/Hurl-Beechum-36787/,/stats/acb/2003/Caceres,2003,acb,Hurl-Beechum-36787,Caceres
Bernard Hopkins,Valencia,40,21.8,19.1,7.7,13.7,56.2%,0.0,0.2,0.0%,3.8,5.2,73.0%,3.4,4.5,7.9,1.6,2.4,0.4,2.2,4.8,/profile/Bernard-Hopkins-35763/,/stats/acb/2003/Valencia,2003,acb,Bernard-Hopkins-35763,Valencia
Alberto Herreros,Real Madrid,31,28.8,19.1,3.9,7.2,53.4%,2.3,6.0,39.1%,4.3,5.0,86.6%,0.8,2.8,3.5,1.7,1.7,0.3,1.5,3.0,/profile/Alberto-Herreros-35364/,/stats/acb/2003/Real%20Madrid,2003,acb,Alberto-Herreros-35364,Real%20Madrid
Paul Shirley,Joventut,11,19.5,19.0,8.2,14.5,56.4%,0.0,0.2,0.0%,2.6,5.2,50.0%,2.8,3.0,5.8,0.2,1.1,1.7,3.0,5.4,/profile/Paul-Shirley-4323/,/stats/acb/2003/Joventut,2003,acb,Paul-Shirley-4323,Joventut
Amal McCaskill,Valladolid,18,31.3,19.0,8.1,14.0,57.9%,0.0,0.1,0.0%,2.8,4.3,65.0%,2.6,6.7,9.2,1.8,0.7,1.4,3.0,3.8,/profile/Amal-Mccaskill-3486/,/stats/acb/2003/Valladolid,2003,acb,Amal-Mccaskill-3486,Valladolid
Harper Williams,Manresa,26,28.5,18.9,7.1,13.2,53.7%,0.3,1.4,19.2%,4.0,5.6,71.2%,2.1,5.5,7.6,2.7,2.2,2.5,2.5,5.3,/profile/Harper-Williams-35494/,/stats/acb/2003/Manresa,2003,acb,Harper-Williams-35494,Manresa
German Gabriel,Estudiantes,39,12.5,18.9,6.1,12.4,48.7%,0.8,4.0,20.4%,4.4,5.7,76.1%,3.0,5.6,8.6,0.9,0.8,0.9,2.1,4.4,/profile/German-Gabriel-35973/,/stats/acb/2003/Estudiantes,2003,acb,German-Gabriel-35973,Estudiantes
Fabricio Oberto,Valencia,45,27.4,18.9,8.2,13.2,62.0%,0.0,0.1,0.0%,2.5,4.7,52.5%,2.8,5.6,8.4,3.5,1.9,1.9,2.7,4.4,/profile/Fabricio-Oberto-5187/,/stats/acb/2003/Valencia,2003,acb,Fabricio-Oberto-5187,Valencia
David Doblas,Granada,21,8.5,18.8,7.4,12.0,61.8%,0.0,0.0,0.0%,3.9,6.1,64.3%,3.1,3.5,6.6,1.1,1.5,0.7,3.7,9.2,/profile/David-Doblas-36653/,/stats/acb/2003/Granada,2003,acb,David-Doblas-36653,Granada
Damir Mulaomerovic,Real Madrid,22,21.2,18.7,3.3,6.7,48.7%,2.8,8.1,34.7%,3.7,5.0,74.1%,0.4,2.3,2.7,4.8,1.6,0.0,3.9,4.5,/profile/Damir-Mulaomerovic-5585/,/stats/acb/2003/Real%20Madrid,2003,acb,Damir-Mulaomerovic-5585,Real%20Madrid
Andrae Patterson,Manresa,33,27.5,18.2,6.2,12.7,48.8%,1.3,3.5,35.8%,2.0,2.5,80.7%,3.1,5.3,8.3,1.2,1.6,2.1,3.0,4.8,/profile/Andrae-Patterson-3885/,/stats/acb/2003/Manresa,2003,acb,Andrae-Patterson-3885,Manresa
Sergio Ramos,Lleida,33,26.9,18.1,4.5,7.7,58.0%,1.7,4.9,33.9%,4.2,6.0,70.8%,1.4,4.6,5.9,1.4,1.6,0.4,2.3,3.7,/profile/Sergio-Ramos-36428/,/stats/acb/2003/Lleida,2003,acb,Sergio-Ramos-36428,Lleida
Francesc Solana,Fuenlabrada,34,36.1,18.1,3.7,6.7,55.2%,1.7,5.8,29.0%,5.7,6.6,85.6%,0.8,2.8,3.6,3.8,1.7,0.1,3.8,3.8,/profile/Francesc-Solana-35948/,/stats/acb/2003/Fuenlabrada,2003,acb,Francesc-Solana-35948,Fuenlabrada
Quique Moraga,Girona,32,14.0,18.1,6.6,11.1,59.4%,0.3,0.6,42.9%,4.1,5.2,77.6%,4.0,4.8,8.8,0.7,2.2,0.9,4.2,6.6,/profile/Quique-Moraga-36337/,/stats/acb/2003/Girona,2003,acb,Quique-Moraga-36337,Girona
A.J. Bramlett,Lleida,34,28.6,18.1,7.2,14.0,51.3%,0.0,0.2,0.0%,3.7,6.7,55.7%,3.3,4.9,8.2,1.8,1.2,0.8,2.6,4.7,/profile/A.j.-Bramlett-1777/,/stats/acb/2003/Lleida,2003,acb,A.j.-Bramlett-1777,Lleida
Salva Guardia,Granada,17,27.5,18.0,4.5,9.5,46.9%,1.8,4.6,38.2%,3.8,5.0,75.0%,4.6,5.7,10.3,2.1,1.0,0.8,3.2,3.4,/profile/Salva-Guardia-36409/,/stats/acb/2003/Granada,2003,acb,Salva-Guardia-36409,Granada
Roberto Duenas,Barcelona,44,21.8,17.8,7.2,12.5,57.4%,0.0,0.0,0.0%,3.5,5.3,66.4%,2.8,9.6,12.4,1.1,1.2,1.4,3.3,4.5,/profile/Roberto-Duenas-35590/,/stats/acb/2003/Barcelona,2003,acb,Roberto-Duenas-35590,Barcelona
Ruben Garces,Breogan,34,29.8,17.8,7.3,14.0,52.3%,0.0,0.0,0.0%,3.2,4.8,65.6%,4.0,7.6,11.6,0.6,1.3,1.7,2.9,3.9,/profile/Ruben-Garces-2507/,/stats/acb/2003/Breogan,2003,acb,Ruben-Garces-2507,Breogan
Darren Phillip,Girona,34,29.0,17.7,6.2,12.4,49.8%,0.2,0.5,50.0%,4.6,7.0,66.1%,3.9,5.9,9.7,1.2,1.6,0.8,3.2,3.9,/profile/Darren-Phillip-35869/,/stats/acb/2003/Girona,2003,acb,Darren-Phillip-35869,Girona
 ,Valencia,18,20.0,17.7,4.9,10.5,46.2%,0.7,3.5,19.4%,5.9,7.5,78.8%,0.7,2.5,3.2,1.9,2.2,0.0,2.7,4.3,/profile//,/stats/acb/2003/Valencia,2003,acb,,Valencia
Eric Struelens,Girona,34,29.6,17.6,6.1,11.2,54.1%,0.8,1.9,39.6%,3.1,3.8,83.0%,3.1,6.8,9.9,1.8,1.6,1.5,2.5,4.7,/profile/Eric-Struelens-35453/,/stats/acb/2003/Girona,2003,acb,Eric-Struelens-35453,Girona
Oriol Junyent,Alicante,37,25.6,17.6,6.4,12.6,51.0%,0.2,1.0,21.7%,4.1,5.3,77.4%,3.1,6.0,9.1,1.5,1.0,0.6,3.2,5.9,/profile/Oriol-Junyent-36298/,/stats/acb/2003/Alicante,2003,acb,Oriol-Junyent-36298,Alicante
Alex Mumbru,Real Madrid,30,24.6,17.6,3.0,6.2,48.7%,3.2,8.0,39.5%,2.0,3.1,64.9%,1.1,5.2,6.4,2.1,1.3,0.1,3.2,3.9,/profile/Alex-Mumbru-5544/,/stats/acb/2003/Real%20Madrid,2003,acb,Alex-Mumbru-5544,Real%20Madrid
J.A. Paraiso,Valencia,40,23.5,17.5,4.6,7.6,60.6%,1.6,4.5,34.6%,3.6,5.4,67.7%,2.0,3.4,5.3,1.4,1.3,0.6,2.2,3.7,/profile/J.A.-Paraiso-36058/,/stats/acb/2003/Valencia,2003,acb,J.A.-Paraiso-36058,Valencia
Veljko Mrsic,Girona,18,33.9,17.4,4.3,9.6,44.1%,1.0,3.9,25.4%,5.9,7.9,74.8%,2.1,3.5,5.6,3.3,1.3,0.2,2.7,2.2,/profile/Veljko-Mrsic-36513/,/stats/acb/2003/Girona,2003,acb,Veljko-Mrsic-36513,Girona
Pancho Jasen,Estudiantes,37,18.2,17.3,5.1,9.6,52.4%,1.6,5.1,31.0%,2.5,4.3,56.8%,2.4,4.2,6.6,3.2,3.4,1.0,3.1,5.3,/profile/Pancho-Jasen-5602/,/stats/acb/2003/Estudiantes,2003,acb,Pancho-Jasen-5602,Estudiantes
Asier Garcia,Valencia,36,8.0,17.3,4.0,8.4,47.5%,2.6,7.1,36.0%,1.7,2.3,75.0%,1.7,4.1,5.8,1.8,0.6,0.4,2.6,5.8,/profile/Asier-Garcia-35390/,/stats/acb/2003/Valencia,2003,acb,Asier-Garcia-35390,Valencia
Nacho Biota,Breogan,33,19.3,17.3,3.7,6.6,56.2%,2.4,6.4,37.6%,2.7,3.6,75.4%,0.8,1.8,2.6,0.8,1.1,0.3,2.9,5.0,/profile/Nacho-Biota-36260/,/stats/acb/2003/Breogan,2003,acb,Nacho-Biota-36260,Breogan
Hector Garcia,Alicante,36,20.3,17.0,3.0,6.2,47.8%,2.7,6.9,39.2%,3.0,3.6,81.8%,0.9,2.3,3.1,1.9,1.8,0.1,1.8,4.7,/profile/Hector-Garcia-36786/,/stats/acb/2003/Alicante,2003,acb,Hector-Garcia-36786,Alicante
Alberto Angulo,Lleida,28,21.8,17.0,6.0,12.3,49.2%,0.6,1.6,36.0%,3.2,4.3,76.1%,0.8,3.7,4.6,2.6,2.4,0.1,3.4,3.2,/profile/Alberto-Angulo-35363/,/stats/acb/2003/Lleida,2003,acb,Alberto-Angulo-35363,Lleida
Elmer Bennett,Vitoria,6,31.2,16.9,3.9,7.9,48.6%,2.1,6.6,32.3%,2.8,4.1,68.4%,1.5,2.8,4.3,6.2,1.3,0.4,2.6,3.0,/profile/Elmer-Bennett-1659/,/stats/acb/2003/Vitoria,2003,acb,Elmer-Bennett-1659,Vitoria
Pedro Robles,Valencia,29,9.4,16.9,3.8,8.1,46.3%,2.3,5.7,39.5%,2.6,3.5,73.9%,1.8,1.8,3.6,1.5,0.9,0.2,3.2,5.3,/profile/Pedro-Robles-35578/,/stats/acb/2003/Valencia,2003,acb,Pedro-Robles-35578,Valencia
Gregor Fucka,Barcelona,41,29.3,16.8,6.2,12.5,49.5%,0.6,1.7,33.3%,2.7,4.7,57.9%,2.6,6.5,9.1,0.9,1.3,1.2,2.8,4.3,/profile/Gregor-Fucka-5568/,/stats/acb/2003/Barcelona,2003,acb,Gregor-Fucka-5568,Barcelona
Antonio Bueno,Joventut,37,22.1,16.8,6.7,11.7,57.6%,0.0,0.1,0.0%,3.4,4.5,75.0%,3.3,4.6,7.9,0.6,1.3,1.0,2.6,5.0,/profile/Antonio-Bueno-35738/,/stats/acb/2003/Joventut,2003,acb,Antonio-Bueno-35738,Joventut
Hanno Mottola,Vitoria,9,20.4,16.6,2.8,6.8,41.9%,2.2,5.9,37.0%,4.4,4.8,90.9%,2.6,3.5,6.1,2.0,1.5,0.9,3.3,7.9,/profile/Hanno-Mottola-3675/,/stats/acb/2003/Vitoria,2003,acb,Hanno-Mottola-3675,Vitoria
Roger Esteller,Malaga,32,18.9,16.6,3.0,6.1,49.4%,2.9,7.2,40.0%,2.0,3.4,58.0%,1.6,3.3,4.9,2.3,0.6,0.1,2.4,4.2,/profile/Roger-Esteller-36383/,/stats/acb/2003/Malaga,2003,acb,Roger-Esteller-36383,Malaga
Tyrone Ellis,Girona,34,30.2,16.5,3.3,6.6,50.6%,2.2,6.8,32.6%,3.2,3.9,81.0%,0.7,1.1,1.8,2.1,1.3,0.3,2.8,4.3,/profile/Tyrone-Ellis-36499/,/stats/acb/2003/Girona,2003,acb,Tyrone-Ellis-36499,Girona
Iker Iturbe,Estudiantes,30,12.1,16.5,2.5,5.1,48.9%,2.8,6.9,41.3%,2.9,3.1,96.4%,2.2,3.5,5.7,2.8,1.9,0.3,2.0,4.5,/profile/Iker-Iturbe-35501/,/stats/acb/2003/Estudiantes,2003,acb,Iker-Iturbe-35501,Estudiantes
Bill Edwards,Girona,3,14.8,16.4,3.7,10.0,36.4%,1.8,5.5,33.3%,3.7,3.7,100.0%,0.9,3.7,4.6,0.9,0.9,0.9,0.9,4.6,/profile/Bill-Edwards-2324/,/stats/acb/2003/Girona,2003,acb,Bill-Edwards-2324,Girona
Johnny Rogers,Lleida,34,20.6,16.3,2.9,6.5,44.9%,2.5,6.1,41.4%,2.8,3.5,81.0%,1.6,4.5,6.1,0.7,0.7,0.2,1.5,4.7,/profile/Johnny-Rogers-4153/,/stats/acb/2003/Lleida,2003,acb,Johnny-Rogers-4153,Lleida
Laurent Foirest,Vitoria,33,25.1,16.3,3.2,7.1,45.6%,2.5,6.4,38.3%,2.4,3.0,79.4%,0.9,3.6,4.5,2.5,1.2,0.3,2.0,3.8,/profile/Laurent-Foirest-35519/,/stats/acb/2003/Vitoria,2003,acb,Laurent-Foirest-35519,Vitoria
Zan Tabak,Joventut,34,32.2,16.3,7.1,11.0,64.7%,0.0,0.1,0.0%,2.1,4.7,44.9%,3.1,6.7,9.8,2.7,0.8,0.9,3.3,4.4,/profile/Zan-Tabak-4537/,/stats/acb/2003/Joventut,2003,acb,Zan-Tabak-4537,Joventut
Albert Oliver,Manresa,34,27.5,16.3,3.1,6.3,49.7%,1.6,4.6,33.9%,5.3,6.5,81.0%,1.4,3.4,4.9,4.5,2.0,0.1,2.8,4.6,/profile/Albert-Oliver-5604/,/stats/acb/2003/Manresa,2003,acb,Albert-Oliver-5604,Manresa
