Player,Team,G,MP,PER,EFF,EFF_per_40,EWA,Poss_per_G,Tm_Poss_per_G,Pct_of_Tm_Poss,Pts_per_Poss,FGA_per_Poss,FTA_per_Poss,AST_per_Poss,TO_per_Poss,Player_Link,Team_Link,Season,League,DX_Player_ID,DX_Team_ID
Jermaine Guice,Le Havre,38,39.2,23.1,22.6,23.1,9.08,16.4,74.8,21.9%,1.22,0.69,0.48,0.34,0.17,/profile/Jermaine-Guice-36824/,/stats/french/2005/Le%20Havre,2005,french,Jermaine-Guice-36824,Le%20Havre
Ime Udoka,Vichy,9,38.6,22.5,24.2,25.1,2.01,22.5,77.2,29.2%,1.08,0.77,0.33,0.24,0.16,/profile/Ime-Udoka-4675/,/stats/french/2005/Vichy,2005,french,Ime-Udoka-4675,Vichy
Tariq Kirksay,Nancy,41,36.8,19.4,21.5,23.4,6.42,14.2,76.4,18.6%,1.01,0.73,0.29,0.32,0.22,/profile/Tariq-Kirksay-5221/,/stats/french/2005/Nancy,2005,french,Tariq-Kirksay-5221,Nancy
Laurent Sciarra,Gravelines,28,35.8,18.3,18.7,20.9,3.71,9.5,73.8,12.8%,1.14,0.67,0.37,0.78,0.21,/profile/Laurent-Sciarra-36159/,/stats/french/2005/Gravelines,2005,french,Laurent-Sciarra-36159,Gravelines
Jason Rowe,Hyeres-Toulon,34,35.6,22.7,20.1,22.6,7.14,18.3,72.5,25.2%,1.09,0.81,0.22,0.33,0.19,/profile/Jason-Rowe-36812/,/stats/french/2005/Hyeres-Toulon,2005,french,Jason-Rowe-36812,Hyeres-Toulon
Tony Stanley,Le Havre,38,35.3,17.8,15.3,17.3,4.68,14.3,74.8,19.1%,1.25,0.99,0.23,0.12,0.13,/profile/Tony-Stanley-37100/,/stats/french/2005/Le%20Havre,2005,french,Tony-Stanley-37100,Le%20Havre
Pat Durham,Le Havre,38,35.0,9.1,9.9,11.3,-1.14,11.8,74.8,15.7%,0.88,0.79,0.19,0.20,0.19,/profile/Pat-Durham-2300/,/stats/french/2005/Le%20Havre,2005,french,Pat-Durham-2300,Le%20Havre
Saddi Washington,Bourg,15,34.5,14.9,12.9,15.0,1.06,14.1,72.3,19.5%,1.12,0.89,0.22,0.10,0.13,/profile/Saddi-Washington-37040/,/stats/french/2005/Bourg,2005,french,Saddi-Washington-37040,Bourg
Mike Smith,Vichy,33,34.1,16.2,15.6,18.4,2.98,16.1,77.2,20.9%,1.04,0.84,0.18,0.14,0.19,/profile/Mike-Smith-4403/,/stats/french/2005/Vichy,2005,french,Mike-Smith-4403,Vichy
K'Zell Wesson,Gravelines,36,34.0,20.9,21.3,25.0,6.15,14.8,73.8,20.1%,1.10,0.77,0.33,0.19,0.21,/profile/K-Zell-Wesson-5583/,/stats/french/2005/Gravelines,2005,french,K-Zell-Wesson-5583,Gravelines
Rowan Barrett,Dijon,31,33.7,21.2,18.3,21.7,5.41,18.7,75.2,24.8%,1.15,0.83,0.26,0.16,0.15,/profile/Rowan-Barrett-36390/,/stats/french/2005/Dijon,2005,french,Rowan-Barrett-36390,Dijon
Eric Micoud,Dijon,32,33.7,11.8,11.1,13.2,0.52,8.8,75.2,11.8%,1.10,0.76,0.19,0.51,0.26,/profile/Eric-Micoud-36705/,/stats/french/2005/Dijon,2005,french,Eric-Micoud-36705,Dijon
Clint Harrison,Paris Basket Racing,36,33.3,18.2,14.9,17.9,4.43,14.1,70.2,20.1%,1.14,0.84,0.22,0.16,0.13,/profile/Clint-Harrison-36630/,/stats/french/2005/Paris%20Basket%20Racing,2005,french,Clint-Harrison-36630,Paris%20Basket%20Racing
Marques Green,Roanne,22,33.0,20.8,17.5,21.3,3.58,17.8,75.6,23.6%,0.96,0.79,0.14,0.38,0.22,/profile/Marques-Green-5469/,/stats/french/2005/Roanne,2005,french,Marques-Green-5469,Roanne
Terrell Lyday,Villeurbanne,38,32.8,21.5,18.3,22.4,6.62,15.3,74.7,20.5%,1.14,0.80,0.27,0.29,0.15,/profile/Terrell-Lyday-5563/,/stats/french/2005/Villeurbanne,2005,french,Terrell-Lyday-5563,Villeurbanne
Gary Alexander,Roanne,33,32.7,13.5,14.4,17.6,1.46,10.9,75.6,14.4%,0.96,0.70,0.23,0.20,0.31,/profile/Gary-Alexander-1476/,/stats/french/2005/Roanne,2005,french,Gary-Alexander-1476,Roanne
Cyril Akpomedah,Cholet,36,32.7,16.9,15.4,18.9,3.55,13.6,72.4,18.8%,1.01,0.80,0.28,0.13,0.13,/profile/Cyril-Akpomedah-37243/,/stats/french/2005/Cholet,2005,french,Cyril-Akpomedah-37243,Cholet
Tony Akins,Roanne,9,32.4,18.5,16.7,20.5,1.11,13.3,75.6,17.6%,1.05,0.75,0.18,0.47,0.18,/profile/Tony-Akins-5595/,/stats/french/2005/Roanne,2005,french,Tony-Akins-5595,Roanne
Rob Feaster,Reims,19,32.2,22.9,18.6,23.1,3.67,17.1,73.2,23.4%,1.23,0.92,0.19,0.17,0.16,/profile/Rob-Feaster-38144/,/stats/french/2005/Reims,2005,french,Rob-Feaster-38144,Reims
Mire Chatman,Pau-Orthez,35,32.1,21.1,17.7,22.0,5.72,15.1,74.6,20.2%,1.02,0.79,0.25,0.40,0.17,/profile/Mire-Chatman-5395/,/stats/french/2005/Pau-Orthez,2005,french,Mire-Chatman-5395,Pau-Orthez
Ryan Fletcher,Reims,15,32.0,17.7,15.4,19.3,1.64,17.5,73.2,23.9%,1.03,0.81,0.26,0.08,0.20,/profile/Ryan-Fletcher-37332/,/stats/french/2005/Reims,2005,french,Ryan-Fletcher-37332,Reims
Steeve Essart,Bourg,36,31.9,13.9,11.3,14.1,1.77,8.6,72.3,11.9%,1.03,0.73,0.35,0.62,0.21,/profile/Steeve-Essart-37629/,/stats/french/2005/Bourg,2005,french,Steeve-Essart-37629,Bourg
Laurent Bernard,Hyeres-Toulon,33,31.8,15.6,12.0,15.1,2.51,12.3,72.5,17.0%,1.14,0.81,0.39,0.16,0.15,/profile/Laurent-Bernard-36874/,/stats/french/2005/Hyeres-Toulon,2005,french,Laurent-Bernard-36874,Hyeres-Toulon
Demba Mbengue,Clermont,33,31.7,14.6,13.0,16.4,1.96,10.5,73.8,14.3%,1.04,0.91,0.26,0.14,0.20,/profile/Demba-Mbengue-37811/,/stats/french/2005/Clermont,2005,french,Demba-Mbengue-37811,Clermont
Laurent Pluvy,Le Havre,33,31.6,12.4,11.7,14.8,0.81,9.8,74.8,13.0%,0.90,0.74,0.23,0.56,0.24,/profile/Laurent-Pluvy-36878/,/stats/french/2005/Le%20Havre,2005,french,Laurent-Pluvy-36878,Le%20Havre
Anthony Stanford,Chalons-en-Champagne,20,31.5,12.6,11.8,15.0,0.57,8.4,74.5,11.3%,0.89,0.83,0.21,0.36,0.18,/profile/Anthony-Stanford-37733/,/stats/french/2005/Chalons-en-Champagne,2005,french,Anthony-Stanford-37733,Chalons-en-Champagne
Babacar Cisse,Vichy,30,31.3,15.3,14.1,18.0,2.08,14.3,77.2,18.5%,0.93,0.88,0.11,0.44,0.20,/profile/Babacar-Cisse-36591/,/stats/french/2005/Vichy,2005,french,Babacar-Cisse-36591,Vichy
Marc Brown,Reims,12,31.3,18.2,14.6,18.7,1.37,11.7,73.2,16.1%,1.09,0.95,0.12,0.55,0.11,/profile/Marc-Brown-38021/,/stats/french/2005/Reims,2005,french,Marc-Brown-38021,Reims
Marcus Wilson,Gravelines,24,31.2,17.4,13.0,16.6,2.47,13.7,73.8,18.6%,1.19,0.84,0.31,0.20,0.12,/profile/Marcus-Wilson-37474/,/stats/french/2005/Gravelines,2005,french,Marcus-Wilson-37474,Gravelines
Laurent Legname,Hyeres-Toulon,34,31.0,12.9,9.6,12.4,1.07,9.4,72.5,13.0%,1.16,0.90,0.20,0.29,0.16,/profile/Laurent-Legname-36876/,/stats/french/2005/Hyeres-Toulon,2005,french,Laurent-Legname-36876,Hyeres-Toulon
Jimmal Ball,Cholet,35,30.6,18.9,14.8,19.3,4.29,12.2,72.4,16.9%,1.09,0.89,0.28,0.37,0.15,/profile/Jimmal-Ball-37400/,/stats/french/2005/Cholet,2005,french,Jimmal-Ball-37400,Cholet
Jeff Greer,Strasbourg,39,30.5,14.6,11.9,15.7,2.24,11.5,75.0,15.4%,1.05,0.82,0.23,0.20,0.18,/profile/Jeff-Greer-5906/,/stats/french/2005/Strasbourg,2005,french,Jeff-Greer-5906,Strasbourg
LeRoy Hurd,Chalons-en-Champagne,7,30.4,7.3,8.3,10.9,-0.37,13.3,74.5,17.9%,0.75,0.87,0.18,0.13,0.17,/profile/LeRoy-Hurd-5615/,/stats/french/2005/Chalons-en-Champagne,2005,french,LeRoy-Hurd-5615,Chalons-en-Champagne
Bernard King,Villeurbanne,19,30.4,16.7,13.9,18.3,1.69,13.1,74.7,17.5%,1.05,0.81,0.25,0.38,0.18,/profile/Bernard-King-32428/,/stats/french/2005/Villeurbanne,2005,french,Bernard-King-32428,Villeurbanne
Thabo Sefolosha,Chalon,40,30.3,16.3,14.9,19.7,3.31,9.3,73.0,12.8%,1.00,0.78,0.25,0.25,0.19,/profile/Thabo-Sefolosha-280/,/stats/french/2005/Chalon,2005,french,Thabo-Sefolosha-280,Chalon
Darius Lane,Roanne,33,30.3,18.6,13.8,18.2,3.86,12.7,75.6,16.8%,1.25,0.98,0.22,0.11,0.11,/profile/Darius-Lane-34163/,/stats/french/2005/Roanne,2005,french,Darius-Lane-34163,Roanne
Mamoutou Diarra,Paris Basket Racing,24,30.2,13.0,9.9,13.1,0.80,9.7,70.2,13.8%,1.06,0.94,0.28,0.21,0.14,/profile/Mamoutou-Diarra-5586/,/stats/french/2005/Paris%20Basket%20Racing,2005,french,Mamoutou-Diarra-5586,Paris%20Basket%20Racing
Harold Doyal,Chalons-en-Champagne,34,30.0,14.6,12.5,16.7,1.94,11.3,74.5,15.2%,1.10,0.91,0.26,0.14,0.16,/profile/Harold-Doyal-37905/,/stats/french/2005/Chalons-en-Champagne,2005,french,Harold-Doyal-37905,Chalons-en-Champagne
Jean-Philippe Tailleman,Reims,32,30.0,13.0,10.3,13.8,1.05,12.1,73.2,16.5%,1.02,0.88,0.10,0.11,0.12,/profile/Jean-Philippe-Tailleman-37950/,/stats/french/2005/Reims,2005,french,Jean-Philippe-Tailleman-37950,Reims
Curtis Bobb,Bourg,21,29.8,14.4,11.0,14.8,1.10,12.0,72.3,16.6%,1.01,0.88,0.19,0.16,0.15,/profile/Curtis-Bobb-37785/,/stats/french/2005/Bourg,2005,french,Curtis-Bobb-37785,Bourg
Cedric Ferchaud,Cholet,36,29.3,14.2,11.0,15.1,1.79,9.3,72.4,12.8%,1.19,0.93,0.19,0.28,0.14,/profile/Cedric-Ferchaud-36613/,/stats/french/2005/Cholet,2005,french,Cedric-Ferchaud-36613,Cholet
Thomas Andrieux,Chalons-en-Champagne,33,29.3,12.3,9.3,12.8,0.73,12.2,74.5,16.3%,0.97,0.85,0.18,0.19,0.13,/profile/Thomas-Andrieux-37093/,/stats/french/2005/Chalons-en-Champagne,2005,french,Thomas-Andrieux-37093,Chalons-en-Champagne
David Melody,Clermont,33,29.2,12.8,9.5,13.0,0.96,10.3,73.8,13.9%,1.00,0.92,0.18,0.27,0.15,/profile/David-Melody-37806/,/stats/french/2005/Clermont,2005,french,David-Melody-37806,Clermont
Artur Drozdov,Pau-Orthez,33,29.2,17.5,13.7,18.7,3.22,9.0,74.6,12.0%,1.18,0.92,0.19,0.30,0.13,/profile/Artur-Drozdov-5118/,/stats/french/2005/Pau-Orthez,2005,french,Artur-Drozdov-5118,Pau-Orthez
John Best,Chalon,39,29.2,19.1,14.8,20.3,4.70,13.0,73.0,17.8%,1.20,0.78,0.30,0.13,0.18,/profile/John-Best-37403/,/stats/french/2005/Chalon,2005,french,John-Best-37403,Chalon
Kyle Milling,Hyeres-Toulon,35,29.1,9.6,9.6,13.2,-0.64,7.0,72.5,9.6%,0.95,0.72,0.30,0.18,0.26,/profile/Kyle-Milling-36156/,/stats/french/2005/Hyeres-Toulon,2005,french,Kyle-Milling-36156,Hyeres-Toulon
Boniface Ndong,Dijon,34,29.0,19.3,16.9,23.3,4.16,13.7,75.2,18.2%,1.07,0.84,0.28,0.10,0.18,/profile/Boniface-Ndong-5121/,/stats/french/2005/Dijon,2005,french,Boniface-Ndong-5121,Dijon
Luc-Arthur Vebobe,Paris Basket Racing,36,28.9,17.9,14.4,19.9,3.68,10.3,70.2,14.6%,1.08,0.81,0.41,0.14,0.17,/profile/Luc-Arthur-Vebobe-34815/,/stats/french/2005/Paris%20Basket%20Racing,2005,french,Luc-Arthur-Vebobe-34815,Paris%20Basket%20Racing
Charles Gosa,Clermont,26,28.8,16.5,12.3,17.1,2.12,11.6,73.8,15.8%,1.08,0.87,0.26,0.10,0.15,/profile/Charles-Gosa-37771/,/stats/french/2005/Clermont,2005,french,Charles-Gosa-37771,Clermont
Andrzej Pluta,Chalons-en-Champagne,34,28.8,11.5,9.3,12.9,0.34,13.8,74.5,18.5%,0.97,0.77,0.20,0.20,0.21,/profile/Andrzej-Pluta-37179/,/stats/french/2005/Chalons-en-Champagne,2005,french,Andrzej-Pluta-37179,Chalons-en-Champagne
Jelani Gardner,Chalons-en-Champagne,4,28.8,10.1,9.3,12.9,-0.04,11.5,74.5,15.4%,0.74,0.78,0.13,0.43,0.24,/profile/Jelani-Gardner-37393/,/stats/french/2005/Chalons-en-Champagne,2005,french,Jelani-Gardner-37393,Chalons-en-Champagne
Dainius Adomaitis,Gravelines,32,28.5,13.0,10.5,14.7,0.98,8.6,73.8,11.6%,1.16,0.79,0.26,0.16,0.16,/profile/Dainius-Adomaitis-35847/,/stats/french/2005/Gravelines,2005,french,Dainius-Adomaitis-35847,Gravelines
Ondrej Starosta,Chalons-en-Champagne,34,28.4,19.9,17.6,24.7,4.38,10.7,74.5,14.4%,1.13,0.70,0.35,0.10,0.24,/profile/Ondrej-Starosta-36986/,/stats/french/2005/Chalons-en-Champagne,2005,french,Ondrej-Starosta-36986,Chalons-en-Champagne
Dusan Nedic,Hyeres-Toulon,12,28.0,14.6,11.7,16.7,0.63,12.9,72.5,17.7%,1.00,0.95,0.16,0.12,0.16,/profile/Dusan-Nedic-36688/,/stats/french/2005/Hyeres-Toulon,2005,french,Dusan-Nedic-36688,Hyeres-Toulon
Rico Hill,Dijon,18,28.0,14.3,12.6,17.9,0.87,12.7,75.2,16.9%,0.91,0.85,0.14,0.22,0.18,/profile/Rico-Hill-35587/,/stats/french/2005/Dijon,2005,french,Rico-Hill-35587,Dijon
Rahshon Turner,Le Mans,36,28.0,19.2,15.9,22.7,4.21,12.8,73.1,17.5%,1.08,0.78,0.31,0.16,0.23,/profile/Rahshon-Turner-37009/,/stats/french/2005/Le%20Mans,2005,french,Rahshon-Turner-37009,Le%20Mans
Ricardo Greer,Strasbourg,39,27.9,16.4,13.1,18.7,3.04,10.2,75.0,13.5%,1.05,0.77,0.31,0.34,0.22,/profile/Ricardo-Greer-5370/,/stats/french/2005/Strasbourg,2005,french,Ricardo-Greer-5370,Strasbourg
John Linehan,Paris Basket Racing,31,27.5,15.3,10.9,15.8,1.92,8.5,70.2,12.0%,0.96,0.85,0.29,0.52,0.23,/profile/John-Linehan-34271/,/stats/french/2005/Paris%20Basket%20Racing,2005,french,John-Linehan-34271,Paris%20Basket%20Racing
Tomislav Ruzic,Villeurbanne,38,27.5,17.6,14.4,21.0,3.53,9.3,74.7,12.5%,1.20,0.93,0.22,0.14,0.13,/profile/Tomislav-Ruzic-35625/,/stats/french/2005/Villeurbanne,2005,french,Tomislav-Ruzic-35625,Villeurbanne
Dwayne Archbold,Clermont,7,27.3,8.1,6.3,9.2,-0.26,9.5,73.8,12.9%,0.85,0.90,0.09,0.15,0.24,/profile/Dwayne-Archbold-34159/,/stats/french/2005/Clermont,2005,french,Dwayne-Archbold-34159,Clermont
Shaun Fein,Reims,11,27.3,11.4,9.1,13.3,0.08,9.1,73.2,12.4%,1.03,0.82,0.08,0.30,0.28,/profile/Shaun-Fein-37620/,/stats/french/2005/Reims,2005,french,Shaun-Fein-37620,Reims
Danny Strong,Gravelines,11,27.1,17.7,12.8,18.9,1.02,12.3,73.8,16.7%,1.13,0.89,0.14,0.12,0.13,/profile/Danny-Strong-36651/,/stats/french/2005/Gravelines,2005,french,Danny-Strong-36651,Gravelines
Hollis Price,Le Mans,29,27.1,18.4,13.6,20.0,2.97,11.9,73.1,16.2%,1.07,0.80,0.21,0.34,0.20,/profile/Hollis-Price-5202/,/stats/french/2005/Le%20Mans,2005,french,Hollis-Price-5202,Le%20Mans
Deron Hayes,Nancy,41,26.9,11.9,8.4,12.5,0.61,6.9,76.4,9.0%,1.24,0.94,0.12,0.25,0.12,/profile/Deron-Hayes-36664/,/stats/french/2005/Nancy,2005,french,Deron-Hayes-36664,Nancy
Claude Marquis,Cholet,34,26.9,19.7,14.3,21.3,4.03,13.6,72.4,18.8%,1.14,0.77,0.38,0.06,0.21,/profile/Claude-Marquis-5480/,/stats/french/2005/Cholet,2005,french,Claude-Marquis-5480,Cholet
Floyd Miller,Le Havre,2,26.5,9.9,8.0,12.1,-0.02,12.3,74.8,16.4%,0.98,0.94,0.24,0.08,0.33,/profile/Floyd-Miller-36726/,/stats/french/2005/Le%20Havre,2005,french,Floyd-Miller-36726,Le%20Havre
Ian Lockhart,Hyeres-Toulon,21,26.5,19.3,15.4,23.3,2.34,9.3,72.5,12.8%,1.15,0.77,0.26,0.09,0.24,/profile/Ian-Lockhart-3339/,/stats/french/2005/Hyeres-Toulon,2005,french,Ian-Lockhart-3339,Hyeres-Toulon
Chauncey Leslie,Vichy,19,26.4,15.9,11.7,17.7,1.28,11.6,77.2,15.1%,1.00,0.81,0.24,0.24,0.19,/profile/Chauncey-Leslie-33168/,/stats/french/2005/Vichy,2005,french,Chauncey-Leslie-33168,Vichy
Dan McClintock,Nancy,40,26.3,19.8,15.0,22.8,4.68,12.1,76.4,15.9%,1.18,0.80,0.31,0.07,0.16,/profile/Dan-Mcclintock-3489/,/stats/french/2005/Nancy,2005,french,Dan-Mcclintock-3489,Nancy
Sharif Fajardo,Strasbourg,38,26.3,16.8,12.3,18.7,2.97,12.1,75.0,16.2%,1.12,0.84,0.34,0.08,0.16,/profile/Sharif-Fajardo-37619/,/stats/french/2005/Strasbourg,2005,french,Sharif-Fajardo-37619,Strasbourg
Peter Lisicky,Paris Basket Racing,6,26.0,14.0,9.3,14.4,0.24,5.4,70.2,7.8%,1.29,1.16,0.06,0.64,0.12,/profile/Peter-Lisicky-35582/,/stats/french/2005/Paris%20Basket%20Racing,2005,french,Peter-Lisicky-35582,Paris%20Basket%20Racing
Aymeric Jeanneau,Strasbourg,39,25.9,11.1,8.8,13.6,0.14,7.6,75.0,10.1%,0.90,0.61,0.33,0.57,0.29,/profile/Aymeric-Jeanneau-36589/,/stats/french/2005/Strasbourg,2005,french,Aymeric-Jeanneau-36589,Strasbourg
Huseyin Besok,Villeurbanne,37,25.9,19.0,15.9,24.5,3.92,11.6,74.7,15.6%,1.01,0.82,0.27,0.26,0.18,/profile/Huseyin-Besok-36029/,/stats/french/2005/Villeurbanne,2005,french,Huseyin-Besok-36029,Villeurbanne
Laurent Foirest,Pau-Orthez,22,25.9,16.1,11.4,17.6,1.50,9.5,74.6,12.7%,1.10,0.76,0.32,0.31,0.14,/profile/Laurent-Foirest-35519/,/stats/french/2005/Pau-Orthez,2005,french,Laurent-Foirest-35519,Pau-Orthez
Arthur Lee,Chalon,26,25.8,23.1,14.3,22.1,4.11,10.9,73.0,14.9%,1.28,0.74,0.37,0.19,0.11,/profile/Arthur-Lee-5691/,/stats/french/2005/Chalon,2005,french,Arthur-Lee-5691,Chalon
Branko Sindjelic,Bourg,36,25.7,13.7,10.6,16.5,1.32,11.1,72.3,15.4%,1.02,0.83,0.14,0.12,0.20,/profile/Branko-Sindjelic-37220/,/stats/french/2005/Bourg,2005,french,Branko-Sindjelic-37220,Bourg
Stanley Jackson,Chalon,40,25.6,15.3,11.7,18.3,2.28,8.9,73.0,12.2%,0.87,0.74,0.14,0.52,0.28,/profile/Stanley-Jackson-2949/,/stats/french/2005/Chalon,2005,french,Stanley-Jackson-2949,Chalon
Antoine Gillespie,Reims,21,25.6,10.9,7.9,12.3,0.03,10.1,73.2,13.9%,0.98,0.85,0.17,0.24,0.18,/profile/Antoine-Gillespie-37734/,/stats/french/2005/Reims,2005,french,Antoine-Gillespie-37734,Reims
Chris Garner,Paris Basket Racing,2,25.5,6.9,6.0,9.4,-0.10,4.7,70.2,6.7%,0.85,0.95,0.21,0.64,0.32,/profile/Chris-Garner-2518/,/stats/french/2005/Paris%20Basket%20Racing,2005,french,Chris-Garner-2518,Paris%20Basket%20Racing
Ido Kozikaro,Le Mans,2,25.0,10.3,8.0,12.8,-0.01,8.9,73.1,12.2%,0.96,0.84,0.39,0.06,0.22,/profile/Ido-Kozikaro-37360/,/stats/french/2005/Le%20Mans,2005,french,Ido-Kozikaro-37360,Le%20Mans
Jason Siemon,Reims,14,25.0,25.6,18.0,28.8,2.58,10.5,73.2,14.4%,1.28,0.84,0.32,0.11,0.15,/profile/Jason-Siemon-37386/,/stats/french/2005/Reims,2005,french,Jason-Siemon-37386,Reims
Fabien Dubos,Gravelines,33,24.9,18.0,13.0,20.9,2.95,9.0,73.8,12.1%,1.28,0.91,0.23,0.09,0.11,/profile/Fabien-Dubos-36713/,/stats/french/2005/Gravelines,2005,french,Fabien-Dubos-36713,Gravelines
Bill Phillips,Paris Basket Racing,31,24.8,17.3,11.4,18.4,2.49,7.1,70.2,10.1%,1.26,0.95,0.21,0.23,0.13,/profile/Bill-Phillips-34218/,/stats/french/2005/Paris%20Basket%20Racing,2005,french,Bill-Phillips-34218,Paris%20Basket%20Racing
Maxime Zianveni,Nancy,41,24.5,20.5,15.1,24.7,4.85,11.0,76.4,14.4%,1.13,0.84,0.24,0.11,0.19,/profile/Maxime-Zianveni-36935/,/stats/french/2005/Nancy,2005,french,Maxime-Zianveni-36935,Nancy
Meir Tapiro,Nancy,39,24.5,15.2,11.9,19.5,2.07,11.6,76.4,15.2%,0.84,0.82,0.08,0.49,0.22,/profile/Meir-Tapiro-38047/,/stats/french/2005/Nancy,2005,french,Meir-Tapiro-38047,Nancy
Stephane Pelle,Villeurbanne,38,24.5,20.3,14.9,24.4,4.39,10.5,74.7,14.0%,1.09,0.85,0.31,0.12,0.17,/profile/Stephane-Pelle-33485/,/stats/french/2005/Villeurbanne,2005,french,Stephane-Pelle-33485,Villeurbanne
Charles Mandic,Dijon,34,24.4,14.7,9.4,15.3,1.61,8.5,75.2,11.4%,1.17,0.84,0.31,0.22,0.12,/profile/Charles-Mandic-37773/,/stats/french/2005/Dijon,2005,french,Charles-Mandic-37773,Dijon
Amara Sy,Le Mans,35,24.3,15.3,10.6,17.5,1.89,9.6,73.1,13.2%,1.04,0.76,0.37,0.17,0.22,/profile/Amara-Sy-5559/,/stats/french/2005/Le%20Mans,2005,french,Amara-Sy-5559,Le%20Mans
Andre Owens,Gravelines,30,24.2,12.4,8.4,13.9,0.57,8.2,73.8,11.2%,1.00,0.80,0.27,0.27,0.17,/profile/Andre-Owens-28814/,/stats/french/2005/Gravelines,2005,french,Andre-Owens-28814,Gravelines
Davor Marcelic,Pau-Orthez,37,24.1,15.7,10.2,16.8,2.18,8.0,74.6,10.7%,1.24,0.95,0.16,0.25,0.15,/profile/Davor-Marcelic-35877/,/stats/french/2005/Pau-Orthez,2005,french,Davor-Marcelic-35877,Pau-Orthez
Ken Johnson,Bourg,36,24.1,19.3,13.3,22.1,3.68,9.9,72.3,13.7%,1.11,0.81,0.24,0.07,0.18,/profile/Ken-Johnson-3033/,/stats/french/2005/Bourg,2005,french,Ken-Johnson-3033,Bourg
Maurice Bailey,Nancy,41,24.1,12.0,7.7,12.8,0.57,9.2,76.4,12.0%,0.99,0.77,0.29,0.31,0.22,/profile/Maurice-Bailey-30820/,/stats/french/2005/Nancy,2005,french,Maurice-Bailey-30820,Nancy
Ali Bouziane,Paris Basket Racing,36,24.1,11.8,8.1,13.5,0.41,7.8,70.2,11.2%,0.95,0.71,0.24,0.47,0.30,/profile/Ali-Bouziane-36573/,/stats/french/2005/Paris%20Basket%20Racing,2005,french,Ali-Bouziane-36573,Paris%20Basket%20Racing
Andrew Hunter,Bourg,36,24.0,9.7,6.3,10.4,-0.49,7.6,72.3,10.5%,0.90,0.82,0.25,0.16,0.22,/profile/Andrew-Hunter-34222/,/stats/french/2005/Bourg,2005,french,Andrew-Hunter-34222,Bourg
John McCord,Strasbourg,38,23.9,22.1,14.4,24.1,5.11,9.4,75.0,12.5%,1.29,0.84,0.39,0.15,0.13,/profile/John-McCord-37955/,/stats/french/2005/Strasbourg,2005,french,John-McCord-37955,Strasbourg
Ludovic Chelle,Roanne,34,23.9,9.3,5.9,10.0,-0.62,9.2,75.6,12.2%,0.96,0.89,0.14,0.15,0.17,/profile/Ludovic-Chelle-36890/,/stats/french/2005/Roanne,2005,french,Ludovic-Chelle-36890,Roanne
Thierry Rupert,Pau-Orthez,20,23.8,17.9,12.7,21.3,1.68,8.5,74.6,11.4%,1.18,0.82,0.26,0.10,0.16,/profile/Thierry-Rupert-37092/,/stats/french/2005/Pau-Orthez,2005,french,Thierry-Rupert-37092,Pau-Orthez
Chris Pearson,Vichy,34,23.6,15.8,11.4,19.4,1.97,6.4,77.2,8.3%,1.23,0.89,0.23,0.08,0.21,/profile/Chris-Pearson-35005/,/stats/french/2005/Vichy,2005,french,Chris-Pearson-35005,Vichy
Willem Laure,Chalon,40,23.4,17.8,11.0,18.8,3.23,8.6,73.0,11.7%,1.26,0.83,0.33,0.10,0.12,/profile/Willem-Laure-37127/,/stats/french/2005/Chalon,2005,french,Willem-Laure-37127,Chalon
Vincent Masingue,Nancy,35,23.1,16.4,11.6,20.1,2.23,7.7,76.4,10.1%,1.15,0.74,0.35,0.16,0.23,/profile/Vincent-Masingue-37118/,/stats/french/2005/Nancy,2005,french,Vincent-Masingue-37118,Nancy
Pascal Perrier-David,Dijon,12,22.9,8.8,6.7,11.6,-0.28,5.8,75.2,7.8%,0.78,0.73,0.24,0.70,0.27,/profile/Pascal-Perrier-David-36992/,/stats/french/2005/Dijon,2005,french,Pascal-Perrier-David-36992,Dijon
Slobodan Savovic,Bourg,32,22.8,11.1,7.3,12.7,0.11,6.9,72.3,9.5%,1.00,0.88,0.30,0.28,0.20,/profile/Slobodan-Savovic-34348/,/stats/french/2005/Bourg,2005,french,Slobodan-Savovic-34348,Bourg
Jurica Ruzic,Le Mans,34,22.6,17.0,10.5,18.6,2.36,8.0,73.1,11.0%,1.23,1.02,0.11,0.15,0.09,/profile/Jurica-Ruzic-35517/,/stats/french/2005/Le%20Mans,2005,french,Jurica-Ruzic-35517,Le%20Mans
Martynas Andriukaitis,Vichy,30,22.3,13.3,8.7,15.7,0.83,9.6,77.2,12.5%,1.10,0.96,0.18,0.09,0.14,/profile/Martynas-Andriukaitis-35533/,/stats/french/2005/Vichy,2005,french,Martynas-Andriukaitis-35533,Vichy
Jerome Monnet,Dijon,33,22.1,18.3,11.7,21.2,2.71,7.3,75.2,9.7%,1.15,0.89,0.30,0.29,0.17,/profile/Jerome-Monnet-36826/,/stats/french/2005/Dijon,2005,french,Jerome-Monnet-36826,Dijon
Spencer Ross,Chalon,11,22.1,7.4,4.8,8.7,-0.41,7.8,73.0,10.6%,0.80,0.82,0.11,0.22,0.21,/profile/Spencer-Ross-38192/,/stats/french/2005/Chalon,2005,french,Spencer-Ross-38192,Chalon
Pape Badiane,Roanne,34,22.1,13.4,9.8,17.8,0.95,7.0,75.6,9.3%,0.94,0.87,0.25,0.17,0.18,/profile/Pape-Badiane-5416/,/stats/french/2005/Roanne,2005,french,Pape-Badiane-5416,Roanne
