Player,Team,G,MP,PTS,FGA,PTS_per_Play,TS_Pct,eFG_Pct,FT_Rate,Three_Pt_Rate,AST,AST_to_FGA_Ratio,AST_to_TO_Ratio,PPR,STL,BLK,PF,Player_Link,Team_Link,Season,League,DX_Player_ID,DX_Team_ID
Joseph Blair,Fenerbahce,18,37.1,15.7,10.9,1.04,0.60,0.58,0.45,0.01,1.28,0.12,0.74,-2.47,1.3,0.9,2.2,/profile/Joseph-Blair-5625/,/stats/euroleague/2003/Fenerbahce,2003,euroleague,Joseph-Blair-5625,Fenerbahce
Ed Cota,Zalgiris,14,35.9,12.1,10.6,0.83,0.52,0.48,0.25,0.16,6.50,0.61,2.33,4.32,1.2,0.1,1.6,/profile/Ed-Cota-5220/,/stats/euroleague/2003/Zalgiris,2003,euroleague,Ed-Cota-5220,Zalgiris
Mirsad Turkcan,Siena,21,35.7,14.6,9.6,1.01,0.62,0.58,0.49,0.27,2.14,0.22,0.87,-2.94,2.1,0.8,3.0,/profile/Mirsad-Turkcan-4656/,/stats/euroleague/2003/Siena,2003,euroleague,Mirsad-Turkcan-4656,Siena
Marcus Brown,Anadolu Efes,19,35.4,19.6,12.5,1.13,0.65,0.59,0.45,0.36,2.58,0.21,1.29,-0.81,1.3,0.1,2.4,/profile/Marcus-Brown-1831/,/stats/euroleague/2003/Anadolu%20Efes,2003,euroleague,Marcus-Brown-1831,Anadolu%20Efes
Michail Kakiouzis,AEK Athens,11,35.3,16.8,11.5,1.08,0.61,0.56,0.43,0.26,1.18,0.10,0.76,-2.22,1.6,0.3,2.6,/profile/Michail-Kakiouzis-5543/,/stats/euroleague/2003/AEK%20Athens,2003,euroleague,Michail-Kakiouzis-5543,AEK%20Athens
Melvin Booker,Fenerbahce,20,35.0,16.6,11.6,1.03,0.61,0.56,0.41,0.33,4.00,0.35,1.86,1.56,1.3,0.0,3.2,/profile/Melvin-Booker-1729/,/stats/euroleague/2003/Fenerbahce,2003,euroleague,Melvin-Booker-1729,Fenerbahce
Milos Vujanic,Partizan,14,34.3,25.8,15.7,1.06,0.62,0.51,0.73,0.47,3.21,0.20,1.15,-1.88,1.1,0.0,3.1,/profile/Milos-Vujanic-5434/,/stats/euroleague/2003/Partizan,2003,euroleague,Milos-Vujanic-5434,Partizan
Gianluca Basile,Fortitudo Bologna,19,33.6,13.8,12.0,0.89,0.53,0.50,0.19,0.51,3.42,0.29,1.44,-0.26,1.7,0.2,3.2,/profile/Gianluca-Basile-5549/,/stats/euroleague/2003/Fortitudo%20Bologna,2003,euroleague,Gianluca-Basile-5549,Fortitudo%20Bologna
Quadre-Michael Lollis,Alba Berlin,12,33.6,15.3,9.6,1.06,0.65,0.63,0.51,0.12,2.33,0.24,0.97,-2.44,0.9,0.3,3.5,/profile/Quadre-Michael-Lollis-36336/,/stats/euroleague/2003/Alba%20Berlin,2003,euroleague,Quadre-Michael-Lollis-36336,Alba%20Berlin
J.R. Holden,CSKA Moscow,22,33.4,15.5,13.4,0.89,0.52,0.49,0.27,0.54,4.41,0.33,2.06,2.43,1.7,0.0,2.0,/profile/J.R.-Holden-5269/,/stats/euroleague/2003/CSKA%20Moscow,2003,euroleague,J.R.-Holden-5269,CSKA%20Moscow
Vrbica Stefanov,Siena,19,33.3,12.0,9.4,1.03,0.59,0.56,0.17,0.31,3.63,0.39,2.46,2.86,1.5,0.1,2.2,/profile/Vrbica-Stefanov-35642/,/stats/euroleague/2003/Siena,2003,euroleague,Vrbica-Stefanov-35642,Siena
Kaspars Kambala,Anadolu Efes,20,33.0,17.1,12.5,1.01,0.59,0.58,0.38,0.00,0.45,0.04,0.22,-5.44,1.1,0.3,2.9,/profile/Kaspars-Kambala-36142/,/stats/euroleague/2003/Anadolu%20Efes,2003,euroleague,Kaspars-Kambala-36142,Anadolu%20Efes
Kornel David,Zalgiris,13,32.9,16.9,10.8,1.04,0.62,0.54,0.62,0.01,1.08,0.10,0.48,-4.59,0.9,0.8,3.1,/profile/Kornel-David-2148/,/stats/euroleague/2003/Zalgiris,2003,euroleague,Kornel-David-2148,Zalgiris
Dimos Dikoudis,AEK Athens,8,32.9,15.0,12.0,0.89,0.54,0.48,0.36,0.07,0.88,0.07,0.32,-6.82,0.9,0.3,3.9,/profile/Dimos-Dikoudis-5579/,/stats/euroleague/2003/AEK%20Athens,2003,euroleague,Dimos-Dikoudis-5579,AEK%20Athens
Derrick Dial,Virtus Bologna,17,32.8,13.9,11.6,0.91,0.53,0.52,0.31,0.36,2.12,0.18,1.09,-1.53,1.2,0.3,2.1,/profile/Derrick-Dial-2219/,/stats/euroleague/2003/Virtus%20Bologna,2003,euroleague,Derrick-Dial-2219,Virtus%20Bologna
Maurice Evans,Olympiakos,17,32.2,15.1,13.3,0.84,0.50,0.46,0.32,0.27,1.29,0.10,0.49,-5.71,1.1,0.2,3.6,/profile/Maurice-Evans-2381/,/stats/euroleague/2003/Olympiakos,2003,euroleague,Maurice-Evans-2381,Olympiakos
Demarco Johnson,Olympiakos,20,32.2,14.0,11.9,0.88,0.49,0.43,0.45,0.03,0.75,0.06,0.54,-2.88,1.2,0.4,3.2,/profile/Demarco-Johnson-2999/,/stats/euroleague/2003/Olympiakos,2003,euroleague,Demarco-Johnson-2999,Olympiakos
Alphonso Ford,Siena,22,32.1,17.9,14.0,0.96,0.57,0.53,0.27,0.28,2.27,0.16,0.85,-3.64,2.0,0.3,2.8,/profile/Alphonso-Ford-2438/,/stats/euroleague/2003/Siena,2003,euroleague,Alphonso-Ford-2438,Siena
Jerome Allen,Vitoria,12,32.0,11.6,8.4,0.95,0.56,0.48,0.53,0.37,3.50,0.42,2.21,2.26,1.3,0.1,1.3,/profile/Jerome-Allen-1481/,/stats/euroleague/2003/Vitoria,2003,euroleague,Jerome-Allen-1481,Vitoria
Carlos Delfino,Fortitudo Bologna,16,31.8,12.0,10.8,0.87,0.49,0.46,0.28,0.46,1.69,0.16,1.23,-0.77,1.7,0.3,2.9,/profile/Carlos-Delfino-2203/,/stats/euroleague/2003/Fortitudo%20Bologna,2003,euroleague,Carlos-Delfino-2203,Fortitudo%20Bologna
Dejan Milojevic,Buducnost,14,31.7,11.6,7.4,0.94,0.63,0.59,0.57,0.12,2.36,0.32,0.80,-4.16,1.8,0.2,3.4,/profile/Dejan-Milojevic-5398/,/stats/euroleague/2003/Buducnost,2003,euroleague,Dejan-Milojevic-5398,Buducnost
Marko Pesic,Alba Berlin,12,31.6,12.5,8.3,0.94,0.59,0.54,0.62,0.43,2.08,0.25,0.86,-3.09,0.8,0.2,3.3,/profile/Marko-Pesic-36215/,/stats/euroleague/2003/Alba%20Berlin,2003,euroleague,Marko-Pesic-36215,Alba%20Berlin
Dejan Bodiroga,Barcelona,22,31.5,16.1,9.2,1.14,0.67,0.59,0.70,0.18,2.41,0.26,1.39,-0.39,0.8,0.0,2.0,/profile/Dejan-Bodiroga-5418/,/stats/euroleague/2003/Barcelona,2003,euroleague,Dejan-Bodiroga-5418,Barcelona
Sean Colson,Wroclaw,5,30.8,14.4,13.2,0.88,0.49,0.45,0.24,0.48,3.20,0.24,2.00,1.80,0.6,0.0,2.6,/profile/Sean-Colson-2033/,/stats/euroleague/2003/Wroclaw,2003,euroleague,Sean-Colson-2033,Wroclaw
Victor Alexander,CSKA Moscow,15,30.7,16.6,14.0,0.97,0.54,0.52,0.22,0.06,1.13,0.08,0.74,-2.56,1.1,0.1,2.9,/profile/Victor-Alexander-1477/,/stats/euroleague/2003/CSKA%20Moscow,2003,euroleague,Victor-Alexander-1477,CSKA%20Moscow
Vlado Ilievski,Olimpija Ljubljana,20,30.6,11.5,8.8,1.03,0.60,0.58,0.22,0.48,2.45,0.28,1.75,0.77,1.4,0.2,2.6,/profile/Vlado-Ilievski-5536/,/stats/euroleague/2003/Olimpija%20Ljubljana,2003,euroleague,Vlado-Ilievski-5536,Olimpija%20Ljubljana
Andrew Betts,AEK Athens,14,30.5,11.9,8.2,0.93,0.57,0.53,0.62,0.00,0.43,0.05,0.21,-5.81,0.7,0.8,3.6,/profile/Andrew-Betts-5639/,/stats/euroleague/2003/AEK%20Athens,2003,euroleague,Andrew-Betts-5639,AEK%20Athens
Hanno Mottola,Vitoria,7,30.4,15.1,9.9,1.05,0.64,0.59,0.45,0.26,1.00,0.10,0.44,-5.13,0.7,0.3,3.1,/profile/Hanno-Mottola-3675/,/stats/euroleague/2003/Vitoria,2003,euroleague,Hanno-Mottola-3675,Vitoria
Arriel McDonald,Panathinaikos,18,30.2,10.6,7.7,0.95,0.59,0.55,0.34,0.34,3.28,0.42,1.59,0.45,1.9,0.2,2.9,/profile/Arriel-McDonald-5577/,/stats/euroleague/2003/Panathinaikos,2003,euroleague,Arriel-McDonald-5577,Panathinaikos
Nenad Krstic,Partizan,10,30.1,12.8,9.2,0.98,0.55,0.49,0.58,0.00,0.90,0.10,0.75,-2.00,1.2,0.6,4.1,/profile/Nenad-Krstic-3221/,/stats/euroleague/2003/Partizan,2003,euroleague,Nenad-Krstic-3221,Partizan
Tanoka Beard,Zalgiris,3,30.0,17.0,11.7,1.11,0.66,0.63,0.23,0.06,1.67,0.14,0.71,-4.07,1.7,0.3,2.3,/profile/Tanoka-Beard-5638/,/stats/euroleague/2003/Zalgiris,2003,euroleague,Tanoka-Beard-5638,Zalgiris
Saulius Stombergas,Zalgiris,14,30.0,13.6,9.8,1.01,0.61,0.55,0.32,0.39,1.29,0.13,0.60,-4.29,0.6,0.1,3.1,/profile/Saulius-Stombergas-35597/,/stats/euroleague/2003/Zalgiris,2003,euroleague,Saulius-Stombergas-35597,Zalgiris
Rod Sellers,Pau-Orthez,14,29.9,16.6,10.8,1.08,0.64,0.60,0.48,0.00,0.71,0.07,0.34,-5.17,0.5,0.5,3.5,/profile/Rod-Sellers-36380/,/stats/euroleague/2003/Pau-Orthez,2003,euroleague,Rod-Sellers-36380,Pau-Orthez
Andres Nocioni,Vitoria,19,29.0,16.8,11.9,1.01,0.61,0.59,0.33,0.31,1.32,0.11,0.48,-6.17,0.8,1.0,3.1,/profile/Andres-Nocioni-3763/,/stats/euroleague/2003/Vitoria,2003,euroleague,Andres-Nocioni-3763,Vitoria
Danny Lewis,Wroclaw,1,29.0,11.0,7.0,0.92,0.63,0.57,0.57,0.57,5.00,0.71,1.67,1.19,1.0,0.0,2.0,/profile/Danny-Lewis-36650/,/stats/euroleague/2003/Wroclaw,2003,euroleague,Danny-Lewis-36650,Wroclaw
Tyus Edney,Treviso,18,28.7,16.5,11.8,1.00,0.61,0.56,0.33,0.20,4.33,0.37,1.59,0.54,1.6,0.1,2.7,/profile/Tyus-Edney-2323/,/stats/euroleague/2003/Treviso,2003,euroleague,Tyus-Edney-2323,Treviso
John Brown,Buducnost,14,28.6,15.3,12.1,0.92,0.58,0.57,0.18,0.11,1.57,0.13,0.46,-8.08,1.1,0.4,3.1,/profile/John-Brown-19135/,/stats/euroleague/2003/Buducnost,2003,euroleague,John-Brown-19135,Buducnost
Haris Mujezinovic,Cibona Zagreb,19,28.6,10.9,9.1,0.84,0.50,0.47,0.45,0.29,0.89,0.10,0.46,-4.70,0.9,0.1,3.2,/profile/Haris-Mujezinovic-36021/,/stats/euroleague/2003/Cibona%20Zagreb,2003,euroleague,Haris-Mujezinovic-36021,Cibona%20Zagreb
Trajan Langdon,Treviso,21,28.6,14.8,10.7,1.12,0.66,0.65,0.13,0.41,1.71,0.16,0.92,-2.33,1.6,0.1,2.3,/profile/Trajan-Langdon-3256/,/stats/euroleague/2003/Treviso,2003,euroleague,Trajan-Langdon-3256,Treviso
Virginijus Praskevicius,Fenerbahce,20,28.6,10.7,8.6,0.98,0.58,0.56,0.19,0.40,1.65,0.19,1.06,-1.66,0.9,0.2,2.5,/profile/Virginijus-Praskevicius-36522/,/stats/euroleague/2003/Fenerbahce,2003,euroleague,Virginijus-Praskevicius-36522,Fenerbahce
Nikola Vujcic,Maccabi Tel Aviv,20,28.5,17.6,12.2,1.07,0.62,0.59,0.40,0.18,1.80,0.15,1.00,-2.08,1.4,0.8,2.8,/profile/Nikola-Vujcic-5230/,/stats/euroleague/2003/Maccabi%20Tel%20Aviv,2003,euroleague,Nikola-Vujcic-5230,Maccabi%20Tel%20Aviv
Dainius Adomaitis,Wroclaw,14,28.4,8.2,5.6,1.05,0.62,0.57,0.38,0.38,1.29,0.23,1.13,-1.05,0.9,0.1,2.5,/profile/Dainius-Adomaitis-35847/,/stats/euroleague/2003/Wroclaw,2003,euroleague,Dainius-Adomaitis-35847,Wroclaw
Charlie Bell,Virtus Bologna,11,28.2,13.5,11.5,0.86,0.51,0.47,0.32,0.42,1.45,0.13,0.62,-4.70,1.5,0.3,2.6,/profile/Charlie-Bell-1648/,/stats/euroleague/2003/Virtus%20Bologna,2003,euroleague,Charlie-Bell-1648,Virtus%20Bologna
Antonis Fotsis,Panathinaikos,20,28.2,14.5,9.8,1.09,0.65,0.60,0.31,0.38,1.10,0.11,0.58,-4.29,1.3,0.6,2.5,/profile/Antonis-Fotsis-2456/,/stats/euroleague/2003/Panathinaikos,2003,euroleague,Antonis-Fotsis-2456,Panathinaikos
Derrick Alston,Real Madrid,14,28.1,13.6,10.8,0.88,0.53,0.51,0.43,0.01,1.07,0.10,0.45,-5.75,0.9,0.9,3.1,/profile/Derrick-Alston-1490/,/stats/euroleague/2003/Real%20Madrid,2003,euroleague,Derrick-Alston-1490,Real%20Madrid
Dusan Kecman,Partizan,14,28.0,10.1,6.2,0.99,0.64,0.55,0.62,0.28,1.50,0.24,0.72,-3.85,1.4,0.4,3.9,/profile/Dusan-Kecman-5594/,/stats/euroleague/2003/Partizan,2003,euroleague,Dusan-Kecman-5594,Partizan
Stevin Smith,Villeurbanne,20,27.9,10.5,7.4,0.93,0.58,0.49,0.51,0.48,3.75,0.51,1.88,1.84,1.3,0.0,3.4,/profile/Stevin-Smith-4413/,/stats/euroleague/2003/Villeurbanne,2003,euroleague,Stevin-Smith-4413,Villeurbanne
Kerem Tunceri,Anadolu Efes,18,27.9,6.4,6.0,0.86,0.50,0.49,0.14,0.58,3.28,0.55,3.28,4.36,1.9,0.2,2.6,/profile/Kerem-Tunceri-5635/,/stats/euroleague/2003/Anadolu%20Efes,2003,euroleague,Kerem-Tunceri-5635,Anadolu%20Efes
Jorge Garbajosa,Treviso,22,27.9,12.3,7.7,1.02,0.59,0.50,0.77,0.38,1.23,0.16,0.90,-1.83,2.3,0.7,2.7,/profile/Jorge-Garbajosa-5182/,/stats/euroleague/2003/Treviso,2003,euroleague,Jorge-Garbajosa-5182,Treviso
Eric Murdock,Virtus Bologna,6,27.8,10.2,10.0,0.73,0.43,0.38,0.43,0.23,2.17,0.22,1.18,-1.33,1.8,0.0,2.3,/profile/Eric-Murdock-3687/,/stats/euroleague/2003/Virtus%20Bologna,2003,euroleague,Eric-Murdock-3687,Virtus%20Bologna
Fred House,Partizan,10,27.8,9.3,8.0,0.75,0.48,0.41,0.50,0.26,1.60,0.20,0.67,-4.82,3.0,0.1,3.9,/profile/Fred-House-5428/,/stats/euroleague/2003/Partizan,2003,euroleague,Fred-House-5428,Partizan
Antonio Granger,Anadolu Efes,20,27.8,11.5,9.0,1.02,0.59,0.58,0.19,0.51,1.25,0.14,0.89,-2.09,0.9,0.2,2.1,/profile/Antonio-Granger-5640/,/stats/euroleague/2003/Anadolu%20Efes,2003,euroleague,Antonio-Granger-5640,Anadolu%20Efes
Djuro Ostojic,Partizan,14,27.6,9.3,6.2,0.95,0.58,0.53,0.68,0.00,1.14,0.18,0.76,-2.69,0.9,0.4,3.9,/profile/Djuro-Ostojic-35896/,/stats/euroleague/2003/Partizan,2003,euroleague,Djuro-Ostojic-35896,Partizan
Marcus Goree,Maccabi Tel Aviv,20,27.5,10.0,8.4,0.92,0.53,0.52,0.31,0.17,0.35,0.04,0.30,-3.30,0.7,0.8,2.2,/profile/Marcus-Goree-5417/,/stats/euroleague/2003/Maccabi%20Tel%20Aviv,2003,euroleague,Marcus-Goree-5417,Maccabi%20Tel%20Aviv
DeJuan Collins,Alba Berlin,8,27.4,16.1,13.3,0.89,0.52,0.48,0.40,0.27,2.63,0.20,1.17,-1.74,1.5,0.5,4.3,/profile/DeJuan-Collins-5203/,/stats/euroleague/2003/Alba%20Berlin,2003,euroleague,DeJuan-Collins-5203,Alba%20Berlin
Roderick Blakney,AEK Athens,14,27.2,9.2,8.3,0.88,0.50,0.44,0.28,0.34,2.00,0.24,1.87,1.00,1.3,0.0,3.4,/profile/Roderick-Blakney-5479/,/stats/euroleague/2003/AEK%20Athens,2003,euroleague,Roderick-Blakney-5479,AEK%20Athens
Gregor Fucka,Barcelona,22,27.1,11.1,8.6,0.93,0.55,0.52,0.42,0.15,1.09,0.13,0.69,-3.23,0.6,0.5,2.4,/profile/Gregor-Fucka-5568/,/stats/euroleague/2003/Barcelona,2003,euroleague,Gregor-Fucka-5568,Barcelona
Dainius Salenga,Zalgiris,10,27.1,8.4,6.8,0.92,0.56,0.55,0.22,0.43,1.80,0.26,1.13,-1.48,1.0,0.4,1.8,/profile/Dainius-Salenga-5539/,/stats/euroleague/2003/Zalgiris,2003,euroleague,Dainius-Salenga-5539,Zalgiris
Matej Mamic,Cibona Zagreb,14,27.1,8.9,5.7,1.16,0.66,0.61,0.44,0.49,1.57,0.28,2.20,1.23,1.4,0.1,2.1,/profile/Matej-Mamic-35536/,/stats/euroleague/2003/Cibona%20Zagreb,2003,euroleague,Matej-Mamic-35536,Cibona%20Zagreb
Nikos Hatzivrettas,CSKA Moscow,22,27.0,12.0,8.1,1.10,0.62,0.56,0.42,0.52,1.77,0.22,1.63,0.34,1.0,0.1,2.6,/profile/Nikos-Hatzivrettas-35562/,/stats/euroleague/2003/CSKA%20Moscow,2003,euroleague,Nikos-Hatzivrettas-35562,CSKA%20Moscow
Marko Bulic,Villeurbanne,2,27.0,11.5,9.0,1.10,0.61,0.61,0.11,0.67,2.50,0.28,2.50,2.53,0.5,0.0,3.0,/profile/Marko-Bulic-36919/,/stats/euroleague/2003/Villeurbanne,2003,euroleague,Marko-Bulic-36919,Villeurbanne
Dominik Tomczyk,Wroclaw,13,27.0,11.2,7.9,1.11,0.62,0.58,0.32,0.38,1.08,0.14,1.27,-0.49,0.5,0.7,2.3,/profile/Dominik-Tomczyk-35900/,/stats/euroleague/2003/Wroclaw,2003,euroleague,Dominik-Tomczyk-35900,Wroclaw
Jovo Stanojevic,Alba Berlin,14,26.9,15.6,11.8,0.91,0.56,0.52,0.41,0.00,0.79,0.07,0.26,-9.02,1.1,0.4,3.7,/profile/Jovo-Stanojevic-36120/,/stats/euroleague/2003/Alba%20Berlin,2003,euroleague,Jovo-Stanojevic-36120,Alba%20Berlin
Damir Mulaomerovic,Real Madrid,5,26.8,12.2,9.2,0.91,0.59,0.53,0.26,0.43,2.40,0.26,0.80,-5.15,1.0,0.0,2.6,/profile/Damir-Mulaomerovic-5585/,/stats/euroleague/2003/Real%20Madrid,2003,euroleague,Damir-Mulaomerovic-5585,Real%20Madrid
Mindaugas Timinskas,Zalgiris,8,26.6,9.5,7.8,0.84,0.53,0.45,0.35,0.27,1.38,0.18,0.65,-4.54,0.9,0.5,3.5,/profile/Mindaugas-Timinskas-35546/,/stats/euroleague/2003/Zalgiris,2003,euroleague,Mindaugas-Timinskas-35546,Zalgiris
A.J. Guyton,Fortitudo Bologna,2,26.5,8.0,8.5,0.73,0.43,0.41,0.24,0.53,2.00,0.24,1.33,-0.62,0.5,0.0,1.5,/profile/A.j.-Guyton-2670/,/stats/euroleague/2003/Fortitudo%20Bologna,2003,euroleague,A.j.-Guyton-2670,Fortitudo%20Bologna
Sarunas Jasikevicius,Barcelona,21,26.4,13.4,9.3,0.99,0.62,0.54,0.37,0.61,3.19,0.34,1.34,-0.98,0.7,0.0,3.0,/profile/Sarunas-Jasikevicius-5267/,/stats/euroleague/2003/Barcelona,2003,euroleague,Sarunas-Jasikevicius-5267,Barcelona
Laurent Foirest,Vitoria,15,26.4,10.2,8.1,0.98,0.57,0.55,0.22,0.52,1.13,0.14,0.85,-2.11,0.8,0.2,2.5,/profile/Laurent-Foirest-35519/,/stats/euroleague/2003/Vitoria,2003,euroleague,Laurent-Foirest-35519,Vitoria
Mickael Pietrus,Pau-Orthez,13,26.2,9.5,8.1,0.90,0.52,0.50,0.30,0.59,1.62,0.20,1.40,-0.28,1.2,0.5,3.0,/profile/Mickael-Pietrus-3953/,/stats/euroleague/2003/Pau-Orthez,2003,euroleague,Mickael-Pietrus-3953,Pau-Orthez
Antoine Rigaudeau,Virtus Bologna,10,26.2,11.4,7.1,1.11,0.68,0.63,0.42,0.55,2.50,0.35,1.47,-0.12,1.6,0.1,3.3,/profile/Antoine-Rigaudeau-4095/,/stats/euroleague/2003/Virtus%20Bologna,2003,euroleague,Antoine-Rigaudeau-4095,Virtus%20Bologna
Leandro Palladino,Vitoria,17,26.2,8.1,6.6,1.02,0.56,0.54,0.19,0.61,0.88,0.13,1.50,0.00,0.9,0.1,1.6,/profile/Leandro-Palladino-36879/,/stats/euroleague/2003/Vitoria,2003,euroleague,Leandro-Palladino-36879,Vitoria
Zarko Cabarkapa,Buducnost,13,26.2,11.6,9.8,0.83,0.50,0.46,0.40,0.16,1.08,0.11,0.48,-5.62,0.5,0.8,2.8,/profile/Zarko-Cabarkapa-1901/,/stats/euroleague/2003/Buducnost,2003,euroleague,Zarko-Cabarkapa-1901,Buducnost
Juan Carlos Navarro,Barcelona,22,26.1,11.5,8.5,0.98,0.57,0.49,0.45,0.48,1.36,0.16,0.94,-2.12,0.6,0.0,1.7,/profile/Juan-Carlos-Navarro-5183/,/stats/euroleague/2003/Barcelona,2003,euroleague,Juan-Carlos-Navarro-5183,Barcelona
Art Long,Vitoria,1,26.0,10.0,6.0,1.43,0.83,0.83,0.00,0.00,2.00,0.33,2.00,1.24,1.0,1.0,2.0,/profile/Art-Long-3345/,/stats/euroleague/2003/Vitoria,2003,euroleague,Art-Long-3345,Vitoria
Gintaras Einikis,Zalgiris,14,26.0,13.0,10.8,1.09,0.58,0.56,0.11,0.24,0.57,0.05,1.00,-0.73,0.7,0.4,3.6,/profile/Gintaras-Einikis-35990/,/stats/euroleague/2003/Zalgiris,2003,euroleague,Gintaras-Einikis-35990,Zalgiris
Andrius Giedraitis,Wroclaw,14,25.9,13.1,6.9,1.26,0.74,0.68,0.65,0.30,1.79,0.26,1.47,-0.10,0.9,0.0,2.3,/profile/Andrius-Giedraitis-35733/,/stats/euroleague/2003/Wroclaw,2003,euroleague,Andrius-Giedraitis-35733,Wroclaw
Nikola Prkacin,Cibona Zagreb,20,25.8,11.2,7.4,0.86,0.59,0.53,0.69,0.05,2.40,0.33,0.76,-5.99,2.1,0.6,4.0,/profile/Nikola-Prkacin-5430/,/stats/euroleague/2003/Cibona%20Zagreb,2003,euroleague,Nikola-Prkacin-5430,Cibona%20Zagreb
Ademola Okulaja,Malaga,19,25.7,9.7,8.6,0.84,0.50,0.47,0.30,0.26,1.42,0.16,0.90,-2.54,1.2,0.1,1.5,/profile/Ademola-Okulaja-35676/,/stats/euroleague/2003/Malaga,2003,euroleague,Ademola-Okulaja-35676,Malaga
Giacomo Galanda,Fortitudo Bologna,19,25.6,9.9,7.8,0.91,0.58,0.55,0.24,0.45,1.21,0.16,0.56,-5.16,0.7,0.1,3.7,/profile/Giacomo-Galanda-35468/,/stats/euroleague/2003/Fortitudo%20Bologna,2003,euroleague,Giacomo-Galanda-35468,Fortitudo%20Bologna
Milan Tomic,Olympiakos,18,25.2,9.8,7.3,0.99,0.58,0.53,0.34,0.63,2.00,0.27,1.50,0.00,0.6,0.0,2.3,/profile/Milan-Tomic-35543/,/stats/euroleague/2003/Olympiakos,2003,euroleague,Milan-Tomic-35543,Olympiakos
Roberto Chiacig,Siena,22,25.2,10.3,7.5,0.88,0.54,0.52,0.63,0.00,0.55,0.07,0.29,-6.15,0.7,0.5,2.5,/profile/Roberto-Chiacig-36374/,/stats/euroleague/2003/Siena,2003,euroleague,Roberto-Chiacig-36374,Siena
Dragan Lukovski,Pau-Orthez,14,25.1,11.8,7.1,0.95,0.62,0.54,0.77,0.33,4.57,0.65,1.73,1.56,1.1,0.1,2.1,/profile/Dragan-Lukovski-35904/,/stats/euroleague/2003/Pau-Orthez,2003,euroleague,Dragan-Lukovski-35904,Pau-Orthez
Maciej Zielinski,Wroclaw,14,25.1,8.1,7.0,0.78,0.48,0.42,0.45,0.37,2.14,0.31,1.25,-1.18,0.9,0.4,1.9,/profile/Maciej-Zielinski-36193/,/stats/euroleague/2003/Wroclaw,2003,euroleague,Maciej-Zielinski-36193,Wroclaw
Ibrahim Kutluay,Panathinaikos,18,25.1,9.5,7.0,0.95,0.58,0.53,0.37,0.51,0.72,0.10,0.43,-4.90,0.8,0.0,2.7,/profile/Ibrahim-Kutluay-3234/,/stats/euroleague/2003/Panathinaikos,2003,euroleague,Ibrahim-Kutluay-3234,Panathinaikos
Nenad Markovic,Olympiakos,20,25.1,11.2,7.6,1.04,0.62,0.56,0.46,0.60,1.15,0.15,0.79,-2.81,0.9,0.2,3.2,/profile/Nenad-Markovic-35550/,/stats/euroleague/2003/Olympiakos,2003,euroleague,Nenad-Markovic-35550,Olympiakos
Florent Pietrus,Pau-Orthez,12,25.0,9.6,6.7,0.92,0.58,0.54,0.54,0.14,0.67,0.10,0.35,-5.71,1.2,0.8,2.9,/profile/Florent-Pietrus-5394/,/stats/euroleague/2003/Pau-Orthez,2003,euroleague,Florent-Pietrus-5394,Pau-Orthez
Nick Eppehimer,Treviso,1,25.0,13.0,9.0,1.08,0.72,0.72,0.00,0.67,0.00,0.00,0.00,-11.19,1.0,0.0,3.0,/profile/Nick-Eppehimer-33005/,/stats/euroleague/2003/Treviso,2003,euroleague,Nick-Eppehimer-33005,Treviso
Dusan Vukcevic,Siena,20,25.0,11.6,7.5,1.18,0.68,0.64,0.30,0.55,1.25,0.17,1.04,-1.47,1.6,0.2,2.0,/profile/Dusan-Vukcevic-5631/,/stats/euroleague/2003/Siena,2003,euroleague,Dusan-Vukcevic-5631,Siena
Rodrigo De La Fuente,Barcelona,20,25.0,7.1,4.7,1.08,0.65,0.60,0.34,0.36,1.00,0.21,1.00,-1.36,1.4,0.2,1.4,/profile/Rodrigo-De-La-Fuente-5546/,/stats/euroleague/2003/Barcelona,2003,euroleague,Rodrigo-De-La-Fuente-5546,Barcelona
Boris Diaw,Pau-Orthez,12,24.9,5.8,4.9,0.79,0.53,0.49,0.29,0.24,3.00,0.61,1.71,0.97,1.2,1.2,2.3,/profile/Boris-Diaw-2220/,/stats/euroleague/2003/Pau-Orthez,2003,euroleague,Boris-Diaw-2220,Pau-Orthez
Ignacio De Miguel,Olympiakos,20,24.9,8.2,4.9,0.99,0.60,0.49,0.92,0.01,0.95,0.19,0.86,-1.93,0.8,0.4,3.6,/profile/Ignacio-De-Miguel-35498/,/stats/euroleague/2003/Olympiakos,2003,euroleague,Ignacio-De-Miguel-35498,Olympiakos
Louis Bullock,Malaga,20,24.9,14.5,10.5,1.03,0.61,0.56,0.30,0.41,2.20,0.21,1.07,-2.43,1.1,0.1,1.8,/profile/Louis-Bullock-5223/,/stats/euroleague/2003/Malaga,2003,euroleague,Louis-Bullock-5223,Malaga
Luis Scola,Vitoria,16,24.7,15.1,11.4,0.97,0.58,0.55,0.34,0.00,1.25,0.11,0.56,-5.52,0.9,0.3,3.4,/profile/Luis-Scola-5184/,/stats/euroleague/2003/Vitoria,2003,euroleague,Luis-Scola-5184,Vitoria
