Player,Team,G,MP,PER,EFF,EFF_per_40,EWA,Poss_per_G,Tm_Poss_per_G,Pct_of_Tm_Poss,Pts_per_Poss,FGA_per_Poss,FTA_per_Poss,AST_per_Poss,TO_per_Poss,Player_Link,Team_Link,Season,League,DX_Player_ID,DX_Team_ID
Steven Smith,Rhodes,21,33.6,22.1,16.8,20.0,3.97,15.8,69.3,22.9%,1.15,0.74,0.38,0.08,0.15,/profile/Steven-Smith-387/,/stats/greek/2009/Rhodes,2009,greek,Steven-Smith-387,Rhodes
Sammy Mejia,AEL,20,33.1,13.7,10.3,12.4,0.95,14.7,70.3,21.0%,0.97,0.81,0.26,0.13,0.17,/profile/Sammy-Mejia-169/,/stats/greek/2009/AEL,2009,greek,Sammy-Mejia-169,AEL
Donnie McGrath,Egaleo,20,32.7,11.5,8.6,10.5,0.24,14.4,69.9,20.6%,0.94,0.70,0.23,0.15,0.24,/profile/Donnie-McGrath-27732/,/stats/greek/2009/Egaleo,2009,greek,Donnie-McGrath-27732,Egaleo
William Avery,Trikala,25,32.5,13.2,9.6,11.8,0.95,13.5,71.2,18.9%,1.04,0.82,0.28,0.25,0.19,/profile/William-Avery-1555/,/stats/greek/2009/Trikala,2009,greek,William-Avery-1555,Trikala
Torin Francis,AEL,21,32.4,22.2,18.1,22.4,3.86,14.7,70.3,21.0%,1.12,0.72,0.43,0.05,0.19,/profile/Torin-Francis-35/,/stats/greek/2009/AEL,2009,greek,Torin-Francis-35,AEL
Aaron Miles,Panionios,28,32.0,15.6,11.2,14.0,2.14,11.8,69.3,17.1%,0.92,0.79,0.33,0.30,0.17,/profile/Aaron-Miles-73/,/stats/greek/2009/Panionios,2009,greek,Aaron-Miles-73,Panionios
Anthony Grundy,Panellinios,28,31.8,19.2,14.4,18.1,3.72,14.3,74.2,19.3%,1.06,0.83,0.22,0.25,0.16,/profile/Anthony-Grundy-5435/,/stats/greek/2009/Panellinios,2009,greek,Anthony-Grundy-5435,Panellinios
Keydren Clark,Aris,35,31.6,18.0,11.8,15.0,3.93,13.0,66.8,19.5%,1.10,0.85,0.21,0.20,0.13,/profile/Keydren-Clark-570/,/stats/greek/2009/Aris,2009,greek,Keydren-Clark-570,Aris
Rolandas Alijevas,AEL,8,31.2,11.8,8.6,11.1,0.13,8.7,70.3,12.3%,1.07,0.89,0.25,0.35,0.22,/profile/Rolandas-Alijevas-37591/,/stats/greek/2009/AEL,2009,greek,Rolandas-Alijevas-37591,AEL
Mike King,Larissa,17,31.1,17.9,12.6,16.3,1.87,13.9,68.5,20.3%,1.09,0.82,0.31,0.14,0.15,/profile/Mike-King-5562/,/stats/greek/2009/Larissa,2009,greek,Mike-King-5562,Larissa
Lance Harris,Rhodes,28,30.4,17.3,12.0,15.7,2.76,11.5,69.3,16.6%,1.13,0.84,0.27,0.06,0.17,/profile/Lance-Harris-5581/,/stats/greek/2009/Rhodes,2009,greek,Lance-Harris-5581,Rhodes
Costas Vassiliadis,PAOK,15,30.3,22.0,14.6,19.2,2.54,13.3,71.5,18.5%,1.24,0.87,0.30,0.14,0.13,/profile/Costas-Vassiliadis-28/,/stats/greek/2009/PAOK,2009,greek,Costas-Vassiliadis-28,PAOK
Prodromos Nikolaidis,Trikala,25,30.2,15.5,10.0,13.3,1.76,12.2,71.2,17.1%,1.18,0.88,0.31,0.08,0.17,/profile/Prodromos-Nikolaidis-36335/,/stats/greek/2009/Trikala,2009,greek,Prodromos-Nikolaidis-36335,Trikala
Corey Belser,Larissa,16,30.1,17.4,11.7,15.5,1.57,8.0,68.5,11.7%,1.27,0.91,0.30,0.16,0.10,/profile/Corey-Belser-1035/,/stats/greek/2009/Larissa,2009,greek,Corey-Belser-1035,Larissa
Nestoras Komatos,AEL,17,29.8,12.4,8.9,11.9,0.40,10.0,70.3,14.3%,1.01,0.81,0.31,0.13,0.23,/profile/Nestoras-Komatos-35552/,/stats/greek/2009/AEL,2009,greek,Nestoras-Komatos-35552,AEL
Vladimir Micov,Panionios,6,29.5,14.8,10.7,14.5,0.35,6.8,69.3,9.8%,1.33,0.91,0.30,0.17,0.12,/profile/Vladimir-Micov-1258/,/stats/greek/2009/Panionios,2009,greek,Vladimir-Micov-1258,Panionios
Billy Thomas,Kavala,11,29.4,9.5,7.4,10.0,-0.21,9.8,69.1,14.3%,0.85,0.84,0.18,0.15,0.16,/profile/Billy-Thomas-4587/,/stats/greek/2009/Kavala,2009,greek,Billy-Thomas-4587,Kavala
Avraam Kallinikidis,Egaleo,26,29.2,15.2,11.4,15.6,1.66,7.8,69.9,11.2%,1.08,0.72,0.40,0.18,0.22,/profile/Avraam-Kallinikidis-38674/,/stats/greek/2009/Egaleo,2009,greek,Avraam-Kallinikidis-38674,Egaleo
Dimitrios Papanikolaou,AEK Athens,26,29.0,17.7,12.0,16.6,2.59,10.4,67.2,15.4%,1.12,0.87,0.27,0.26,0.13,/profile/Dimitrios-Papanikolaou-35439/,/stats/greek/2009/AEK%20Athens,2009,greek,Dimitrios-Papanikolaou-35439,AEK%20Athens
Kenny Gregory,PAOK,18,29.0,19.7,13.4,18.5,2.31,10.7,71.5,15.0%,1.25,0.96,0.10,0.10,0.11,/profile/Kenny-Gregory-5355/,/stats/greek/2009/PAOK,2009,greek,Kenny-Gregory-5355,PAOK
Billy Keys,Maroussi,35,28.9,14.7,10.0,13.9,1.93,9.4,69.1,13.5%,1.09,0.86,0.22,0.37,0.17,/profile/Billy-Keys-5580/,/stats/greek/2009/Maroussi,2009,greek,Billy-Keys-5580,Maroussi
Alain Digbeu,Kavala,13,28.4,5.8,6.1,8.6,-0.92,10.1,69.1,14.6%,0.74,0.54,0.29,0.23,0.35,/profile/Alain-Digbeu-35361/,/stats/greek/2009/Kavala,2009,greek,Alain-Digbeu-35361,Kavala
Sasa Vasiljevic,Rhodes,28,28.4,12.7,9.0,12.6,0.74,9.9,69.3,14.3%,1.00,0.66,0.28,0.31,0.26,/profile/Sasa-Vasiljevic-38168/,/stats/greek/2009/Rhodes,2009,greek,Sasa-Vasiljevic-38168,Rhodes
Darryl Thompson,AEK Athens,26,28.2,13.8,9.3,13.2,1.07,10.8,67.2,16.1%,0.96,0.72,0.22,0.29,0.24,/profile/Darryl-Thompson-39772/,/stats/greek/2009/AEK%20Athens,2009,greek,Darryl-Thompson-39772,AEK%20Athens
Spencer Nelson,Aris,35,27.8,19.9,14.3,20.5,4.41,8.8,66.8,13.2%,1.11,0.75,0.34,0.22,0.23,/profile/Spencer-Nelson-5410/,/stats/greek/2009/Aris,2009,greek,Spencer-Nelson-5410,Aris
Jarod Stevenson,Maroussi,35,27.5,18.0,11.5,16.8,3.46,9.0,69.1,13.0%,1.23,0.82,0.25,0.15,0.12,/profile/Jarod-Stevenson-5587/,/stats/greek/2009/Maroussi,2009,greek,Jarod-Stevenson-5587,Maroussi
Travon Bryant,AEK Athens,24,27.4,19.4,13.5,19.8,2.81,10.9,67.2,16.2%,1.09,0.89,0.32,0.10,0.17,/profile/Travon-Bryant-5584/,/stats/greek/2009/AEK%20Athens,2009,greek,Travon-Bryant-5584,AEK%20Athens
Giedrius Gustas,Kavala,13,27.2,10.3,7.0,10.3,-0.09,9.5,69.1,13.8%,0.94,0.74,0.19,0.29,0.23,/profile/Giedrius-Gustas-35470/,/stats/greek/2009/Kavala,2009,greek,Giedrius-Gustas-35470,Kavala
Pape-Philippe Amagou,Kavala,26,27.2,7.8,6.0,8.9,-1.07,8.9,69.1,12.9%,0.90,0.70,0.30,0.24,0.22,/profile/Pape-Philippe-Amagou-186/,/stats/greek/2009/Kavala,2009,greek,Pape-Philippe-Amagou-186,Kavala
Jurica Golemac,Panellinios,25,26.9,15.1,12.6,18.7,1.43,11.3,74.2,15.2%,0.96,0.67,0.30,0.25,0.29,/profile/Jurica-Golemac-5578/,/stats/greek/2009/Panellinios,2009,greek,Jurica-Golemac-5578,Panellinios
Jamel Thomas,Larissa,5,26.9,6.9,4.8,7.1,-0.26,9.7,68.5,14.2%,0.95,1.14,0.14,0.04,0.21,/profile/Jamel-Thomas-4577/,/stats/greek/2009/Larissa,2009,greek,Jamel-Thomas-4577,Larissa
Mamoutou Diarra,PAOK,21,26.9,13.5,9.1,13.6,0.76,9.3,71.5,13.0%,1.06,0.81,0.29,0.08,0.14,/profile/Mamoutou-Diarra-5586/,/stats/greek/2009/PAOK,2009,greek,Mamoutou-Diarra-5586,PAOK
K'Zell Wesson,PAOK,9,26.9,22.9,15.9,23.7,1.46,9.2,71.5,12.9%,1.17,0.84,0.43,0.20,0.17,/profile/K-Zell-Wesson-5583/,/stats/greek/2009/PAOK,2009,greek,K-Zell-Wesson-5583,PAOK
Josh Childress,Olympiakos,25,26.8,22.6,13.8,20.7,3.92,10.4,71.3,14.6%,1.30,0.88,0.35,0.08,0.11,/profile/Josh-Childress-1988/,/stats/greek/2009/Olympiakos,2009,greek,Josh-Childress-1988,Olympiakos
Kostas Charalampidis,Maroussi,36,26.7,15.8,9.6,14.4,2.37,9.2,69.1,13.3%,1.13,0.71,0.40,0.29,0.17,/profile/Kostas-Charalampidis-35416/,/stats/greek/2009/Maroussi,2009,greek,Kostas-Charalampidis-35416,Maroussi
Donell Taylor,Egaleo,20,26.6,16.3,10.1,15.2,1.46,13.4,69.9,19.2%,0.96,0.89,0.24,0.16,0.21,/profile/Donell-Taylor-325/,/stats/greek/2009/Egaleo,2009,greek,Donell-Taylor-325,Egaleo
Giannis Gagaloudis,Kavala,24,26.6,11.1,7.2,10.8,0.08,9.8,69.1,14.2%,0.92,0.75,0.29,0.24,0.20,/profile/Giannis-Gagaloudis-35982/,/stats/greek/2009/Kavala,2009,greek,Giannis-Gagaloudis-35982,Kavala
Nikolaos Papanikolopoulos,Rhodes,24,26.4,10.8,6.4,9.7,0.01,9.5,69.3,13.7%,0.97,0.83,0.28,0.18,0.11,/profile/Nikolaos-Papanikolopoulos-36258/,/stats/greek/2009/Rhodes,2009,greek,Nikolaos-Papanikolopoulos-36258,Rhodes
Leemire Goldwire,Egaleo,5,26.3,10.9,6.6,10.0,0.01,14.3,69.9,20.4%,0.86,0.73,0.32,0.15,0.21,/profile/Leemire-Goldwire-25621/,/stats/greek/2009/Egaleo,2009,greek,Leemire-Goldwire-25621,Egaleo
Will Daniels,Kavala,26,26.3,18.6,11.7,17.9,2.64,12.6,69.1,18.3%,1.06,0.81,0.34,0.07,0.16,/profile/Will-Daniels-1209/,/stats/greek/2009/Kavala,2009,greek,Will-Daniels-1209,Kavala
Britton Johnsen,PAOK,16,26.3,19.3,12.6,19.2,1.77,10.6,71.5,14.9%,1.12,0.80,0.40,0.11,0.18,/profile/Britton-Johnsen-2986/,/stats/greek/2009/PAOK,2009,greek,Britton-Johnsen-2986,PAOK
Brad Newley,Panellinios,28,26.0,15.8,11.1,17.0,1.81,9.5,74.2,12.7%,1.12,0.82,0.26,0.09,0.12,/profile/Brad-Newley-341/,/stats/greek/2009/Panellinios,2009,greek,Brad-Newley-341,Panellinios
Antanas Kavaliauskas,Kavala,25,26.0,21.1,13.6,20.9,3.33,9.0,69.1,13.0%,1.23,0.75,0.40,0.07,0.19,/profile/Antanas-Kavaliauskas-1260/,/stats/greek/2009/Kavala,2009,greek,Antanas-Kavaliauskas-1260,Kavala
Dimos Dikoudis,Panionios,18,25.9,17.5,10.7,16.5,1.56,10.1,69.3,14.5%,1.13,0.82,0.41,0.09,0.20,/profile/Dimos-Dikoudis-5579/,/stats/greek/2009/Panionios,2009,greek,Dimos-Dikoudis-5579,Panionios
Andrew Betts,Aris,21,25.9,20.1,12.5,19.3,2.50,8.7,66.8,13.0%,1.19,0.66,0.48,0.07,0.25,/profile/Andrew-Betts-5639/,/stats/greek/2009/Aris,2009,greek,Andrew-Betts-5639,Aris
Mark Dickel,Trikala,14,25.8,10.0,7.2,11.2,-0.14,7.9,71.2,11.1%,0.89,0.59,0.39,0.42,0.31,/profile/Mark-Dickel-38851/,/stats/greek/2009/Trikala,2009,greek,Mark-Dickel-38851,Trikala
Damir Mulaomerovic,PAOK,11,25.8,17.8,11.1,17.2,0.98,12.7,71.5,17.8%,0.98,0.67,0.39,0.29,0.19,/profile/Damir-Mulaomerovic-5585/,/stats/greek/2009/PAOK,2009,greek,Damir-Mulaomerovic-5585,PAOK
Torrell Martin,Kavala,8,25.7,11.0,8.8,13.6,0.02,12.3,69.1,17.8%,0.84,0.84,0.10,0.11,0.19,/profile/Torrell-Martin-494/,/stats/greek/2009/Kavala,2009,greek,Torrell-Martin-494,Kavala
Lonny Baxter,Panionios,22,25.7,23.0,13.6,21.2,3.43,9.8,69.3,14.1%,1.27,0.82,0.49,0.03,0.14,/profile/Lonny-Baxter-1626/,/stats/greek/2009/Panionios,2009,greek,Lonny-Baxter-1626,Panionios
Chris Massie,Trikala,11,25.5,25.8,16.9,26.5,2.08,8.9,71.2,12.4%,1.30,0.89,0.22,0.07,0.13,/profile/Chris-Massie-5656/,/stats/greek/2009/Trikala,2009,greek,Chris-Massie-5656,Trikala
Marios Batis,Larissa,25,25.2,13.1,9.1,14.5,0.73,10.6,68.5,15.4%,0.85,0.65,0.30,0.28,0.26,/profile/Marios-Batis-35532/,/stats/greek/2009/Larissa,2009,greek,Marios-Batis-35532,Larissa
Dejan Tomasevic,PAOK,26,25.2,20.0,13.6,21.6,3.01,8.8,71.5,12.3%,1.06,0.77,0.33,0.21,0.22,/profile/Dejan-Tomasevic-5591/,/stats/greek/2009/PAOK,2009,greek,Dejan-Tomasevic-5591,PAOK
Ivan Vukadinov,Kavala,2,24.9,26.5,14.0,22.5,0.39,10.2,69.1,14.7%,1.57,1.23,0.00,0.00,0.10,/profile/Ivan-Vukadinov-38404/,/stats/greek/2009/Kavala,2009,greek,Ivan-Vukadinov-38404,Kavala
Sean Marshall,Aris,16,24.9,16.9,8.8,14.2,1.20,10.8,66.8,16.2%,1.13,0.85,0.29,0.07,0.16,/profile/Sean-Marshall-1271/,/stats/greek/2009/Aris,2009,greek,Sean-Marshall-1271,Aris
Istvan Nemeth,AEK Athens,25,24.8,17.4,9.5,15.4,2.03,8.9,67.2,13.2%,1.22,0.83,0.17,0.14,0.14,/profile/Istvan-Nemeth-36797/,/stats/greek/2009/AEK%20Athens,2009,greek,Istvan-Nemeth-36797,AEK%20Athens
Giorgos Apostolidis,AEL,24,24.7,7.7,5.8,9.3,-0.91,8.4,70.3,12.0%,0.81,0.65,0.34,0.31,0.29,/profile/Giorgos-Apostolidis-35475/,/stats/greek/2009/AEL,2009,greek,Giorgos-Apostolidis-35475,AEL
Terrel Castle,Larissa,21,24.4,10.7,6.2,10.2,-0.04,8.2,68.5,12.0%,0.94,0.68,0.39,0.21,0.22,/profile/Terrel-Castle-37089/,/stats/greek/2009/Larissa,2009,greek,Terrel-Castle-37089,Larissa
Dimitrios Tsaldaris,Aris,34,24.2,14.2,7.6,12.6,1.40,8.7,66.8,13.1%,1.04,0.86,0.21,0.19,0.16,/profile/Dimitrios-Tsaldaris-5941/,/stats/greek/2009/Aris,2009,greek,Dimitrios-Tsaldaris-5941,Aris
Manolis Papamakarios,Panellinios,28,24.2,13.1,8.2,13.6,0.77,9.7,74.2,13.1%,0.97,0.81,0.20,0.23,0.17,/profile/Manolis-Papamakarios-35528/,/stats/greek/2009/Panellinios,2009,greek,Manolis-Papamakarios-35528,Panellinios
Loukas Mavrokefalidis,Maroussi,36,24.1,19.3,12.4,20.5,3.65,11.3,69.1,16.3%,1.04,0.81,0.29,0.11,0.18,/profile/Loukas-Mavrokefalidis-1057/,/stats/greek/2009/Maroussi,2009,greek,Loukas-Mavrokefalidis-1057,Maroussi
Vassilis Spanoulis,Panathinaikos,30,23.7,15.5,9.1,15.4,1.66,10.4,71.5,14.6%,0.98,0.68,0.32,0.27,0.22,/profile/Vassilis-Spanoulis-5209/,/stats/greek/2009/Panathinaikos,2009,greek,Vassilis-Spanoulis-5209,Panathinaikos
Kostas Kaimakoglou,Maroussi,33,23.4,19.7,12.2,20.9,3.42,8.4,69.1,12.1%,1.20,0.79,0.28,0.14,0.18,/profile/Kostas-Kaimakoglou-5798/,/stats/greek/2009/Maroussi,2009,greek,Kostas-Kaimakoglou-5798,Maroussi
Ioannis Kalambokis,Panionios,27,23.4,14.5,7.9,13.4,1.14,9.6,69.3,13.9%,1.04,0.66,0.39,0.08,0.18,/profile/Ioannis-Kalambokis-5386/,/stats/greek/2009/Panionios,2009,greek,Ioannis-Kalambokis-5386,Panionios
Blagota Sekulic,Aris,19,23.2,17.9,10.7,18.5,1.55,6.9,66.8,10.4%,1.08,0.79,0.36,0.05,0.21,/profile/Blagota-Sekulic-35394/,/stats/greek/2009/Aris,2009,greek,Blagota-Sekulic-35394,Aris
Periklis Dorkofikis,AEK Athens,25,23.2,12.6,7.4,12.8,0.53,6.6,67.2,9.8%,1.15,0.81,0.29,0.11,0.17,/profile/Periklis-Dorkofikis-35579/,/stats/greek/2009/AEK%20Athens,2009,greek,Periklis-Dorkofikis-35579,AEK%20Athens
Fotis Labropoulos,AEL,22,23.1,18.4,11.7,20.2,1.93,8.6,70.3,12.3%,1.07,0.75,0.27,0.14,0.23,/profile/Fotis-Labropoulos-39465/,/stats/greek/2009/AEL,2009,greek,Fotis-Labropoulos-39465,AEL
Andrae Patterson,Egaleo,13,22.9,9.9,6.5,11.4,-0.13,7.4,69.9,10.5%,0.96,0.89,0.26,0.07,0.19,/profile/Andrae-Patterson-3885/,/stats/greek/2009/Egaleo,2009,greek,Andrae-Patterson-3885,Egaleo
Alexis Kyritsis,PAOK,27,22.8,12.4,6.8,12.0,0.49,9.6,71.5,13.4%,1.01,0.75,0.47,0.15,0.26,/profile/Alexis-Kyritsis-5925/,/stats/greek/2009/PAOK,2009,greek,Alexis-Kyritsis-5925,PAOK
Dimitris Diamantidis,Panathinaikos,27,22.4,22.2,12.9,23.0,3.44,7.0,71.5,9.7%,1.18,0.70,0.25,0.56,0.23,/profile/Dimitris-Diamantidis-5113/,/stats/greek/2009/Panathinaikos,2009,greek,Dimitris-Diamantidis-5113,Panathinaikos
Bracey Wright,Aris,12,22.4,14.6,6.3,11.2,0.51,9.7,66.8,14.5%,1.07,0.85,0.36,0.13,0.14,/profile/Bracey-Wright-130/,/stats/greek/2009/Aris,2009,greek,Bracey-Wright-130,Aris
Georgios Kalaitzis,Panellinios,25,22.4,6.4,5.5,9.9,-1.23,6.4,74.2,8.6%,0.74,0.50,0.31,0.34,0.38,/profile/Georgios-Kalaitzis-35971/,/stats/greek/2009/Panellinios,2009,greek,Georgios-Kalaitzis-35971,Panellinios
Chris Bracey,Egaleo,11,22.3,14.3,7.8,14.0,0.43,7.1,69.9,10.2%,1.06,0.84,0.33,0.08,0.19,/profile/Chris-Bracey-38312/,/stats/greek/2009/Egaleo,2009,greek,Chris-Bracey-38312,Egaleo
Theodoros Papaloukas,Olympiakos,29,22.3,15.5,9.9,17.7,1.50,7.7,71.3,10.8%,0.88,0.61,0.18,0.62,0.34,/profile/Theodoros-Papaloukas-5112/,/stats/greek/2009/Olympiakos,2009,greek,Theodoros-Papaloukas-5112,Olympiakos
Sven Schultze,Larissa,26,21.9,17.6,8.8,16.1,1.93,8.9,68.5,13.1%,1.24,0.83,0.22,0.12,0.19,/profile/Sven-Schultze-5582/,/stats/greek/2009/Larissa,2009,greek,Sven-Schultze-5582,Larissa
Sotiris Karapostolou,Larissa,18,21.9,8.1,4.4,8.1,-0.54,7.5,68.5,11.0%,0.91,0.86,0.13,0.18,0.27,/profile/Sotiris-Karapostolou-38191/,/stats/greek/2009/Larissa,2009,greek,Sotiris-Karapostolou-38191,Larissa
Yotam Halperin,Olympiakos,34,21.6,19.9,10.0,18.6,3.32,6.0,71.3,8.5%,1.36,0.78,0.30,0.27,0.14,/profile/Yotam-Halperin-121/,/stats/greek/2009/Olympiakos,2009,greek,Yotam-Halperin-121,Olympiakos
Antonis Fotsis,Panathinaikos,35,21.3,17.4,10.0,18.7,2.45,5.8,71.5,8.2%,1.21,0.82,0.27,0.17,0.16,/profile/Antonis-Fotsis-2456/,/stats/greek/2009/Panathinaikos,2009,greek,Antonis-Fotsis-2456,Panathinaikos
Mike Batiste,Panathinaikos,34,21.2,27.9,14.7,27.7,6.14,9.5,71.5,13.3%,1.31,0.76,0.38,0.05,0.16,/profile/Mike-Batiste-1617/,/stats/greek/2009/Panathinaikos,2009,greek,Mike-Batiste-1617,Panathinaikos
Branko Cvetkovic,Panionios,21,21.1,12.8,6.6,12.5,0.44,8.2,69.3,11.8%,1.02,0.85,0.25,0.07,0.13,/profile/Branko-Cvetkovic-5588/,/stats/greek/2009/Panionios,2009,greek,Branko-Cvetkovic-5588,Panionios
Drew Nicholas,Panathinaikos,35,21.0,12.8,6.8,12.9,0.73,7.5,71.5,10.5%,0.99,0.86,0.08,0.20,0.14,/profile/Drew-Nicholas-5217/,/stats/greek/2009/Panathinaikos,2009,greek,Drew-Nicholas-5217,Panathinaikos
Ivan Radenovic,Panellinios,27,20.9,20.2,10.7,20.5,2.64,8.8,74.2,11.8%,1.21,0.81,0.41,0.08,0.16,/profile/Ivan-Radenovic-581/,/stats/greek/2009/Panellinios,2009,greek,Ivan-Radenovic-581,Panellinios
DeVon Hardin,Egaleo,11,20.9,14.4,8.7,16.7,0.41,7.1,69.9,10.2%,0.88,0.78,0.34,0.03,0.24,/profile/DeVon-Hardin-225/,/stats/greek/2009/Egaleo,2009,greek,DeVon-Hardin-225,Egaleo
Ivan Zoroski,Panionios,25,20.9,19.5,9.0,17.2,2.25,7.7,69.3,11.1%,1.27,0.90,0.28,0.17,0.19,/profile/Ivan-Zoroski-5547/,/stats/greek/2009/Panionios,2009,greek,Ivan-Zoroski-5547,Panionios
Lynn Greer,Olympiakos,34,20.8,15.5,7.9,15.2,1.65,8.3,71.3,11.7%,1.11,0.78,0.25,0.19,0.17,/profile/Lynn-Greer-5345/,/stats/greek/2009/Olympiakos,2009,greek,Lynn-Greer-5345,Olympiakos
Yiannis Bouroussis,Olympiakos,32,20.7,29.9,16.5,31.8,6.28,9.6,71.3,13.4%,1.24,0.80,0.32,0.10,0.16,/profile/Yiannis-Bouroussis-118/,/stats/greek/2009/Olympiakos,2009,greek,Yiannis-Bouroussis-118,Olympiakos
Dimitrios Charitopoulos,Trikala,24,20.5,19.8,10.5,20.5,2.21,6.5,71.2,9.1%,1.30,0.84,0.29,0.11,0.15,/profile/Dimitrios-Charitopoulos-36669/,/stats/greek/2009/Trikala,2009,greek,Dimitrios-Charitopoulos-36669,Trikala
Dimitris Bogdanos,Trikala,25,20.2,10.1,5.3,10.6,-0.19,7.7,71.2,10.9%,0.93,0.82,0.28,0.10,0.18,/profile/Dimitris-Bogdanos-36672/,/stats/greek/2009/Trikala,2009,greek,Dimitris-Bogdanos-36672,Trikala
Dragan Ceranic,Rhodes,24,20.0,14.9,8.4,16.8,0.98,7.1,69.3,10.2%,1.05,0.72,0.45,0.05,0.22,/profile/Dragan-Ceranic-35903/,/stats/greek/2009/Rhodes,2009,greek,Dragan-Ceranic-35903,Rhodes
Nikos Hatzis,AEK Athens,26,19.8,14.8,6.7,13.5,1.01,7.8,67.2,11.6%,1.05,0.72,0.33,0.19,0.19,/profile/Nikos-Hatzis-36290/,/stats/greek/2009/AEK%20Athens,2009,greek,Nikos-Hatzis-36290,AEK%20Athens
Raimonds Gabrans,Egaleo,22,19.8,8.1,4.4,8.8,-0.58,5.2,69.9,7.5%,0.89,0.70,0.37,0.32,0.23,/profile/Raimonds-Gabrans-38915/,/stats/greek/2009/Egaleo,2009,greek,Raimonds-Gabrans-38915,Egaleo
Guido Grunheid,Egaleo,15,19.7,15.5,8.2,16.6,0.69,6.5,69.9,9.3%,0.96,0.80,0.27,0.14,0.24,/profile/Guido-Grunheid-36780/,/stats/greek/2009/Egaleo,2009,greek,Guido-Grunheid-36780,Egaleo
Nikola Vujcic,Olympiakos,32,19.7,19.6,10.6,21.5,2.77,8.4,71.3,11.8%,1.04,0.76,0.25,0.29,0.21,/profile/Nikola-Vujcic-5230/,/stats/greek/2009/Olympiakos,2009,greek,Nikola-Vujcic-5230,Olympiakos
Antonios Asimakopoulos,Rhodes,28,19.6,13.1,7.1,14.5,0.62,5.3,69.3,7.6%,1.07,0.83,0.30,0.13,0.15,/profile/Antonios-Asimakopoulos-37188/,/stats/greek/2009/Rhodes,2009,greek,Antonios-Asimakopoulos-37188,Rhodes
Christos Harissis,PAOK,13,19.6,14.6,6.8,14.0,0.47,8.6,71.5,12.1%,0.94,0.70,0.35,0.27,0.19,/profile/Christos-Harissis-35807/,/stats/greek/2009/PAOK,2009,greek,Christos-Harissis-35807,PAOK
Stratos Perperoglou,Panathinaikos,32,19.5,16.1,7.9,16.3,1.64,5.5,71.5,7.7%,1.17,0.77,0.30,0.22,0.17,/profile/Stratos-Perperoglou-5467/,/stats/greek/2009/Panathinaikos,2009,greek,Stratos-Perperoglou-5467,Panathinaikos
Milos Teodosic,Olympiakos,32,19.4,15.2,7.9,16.3,1.36,6.0,71.3,8.5%,1.16,0.72,0.22,0.40,0.21,/profile/Milos-Teodosic-266/,/stats/greek/2009/Olympiakos,2009,greek,Milos-Teodosic-266,Olympiakos
Nikos Barlos,Aris,36,19.2,13.8,7.1,14.7,1.03,5.6,66.8,8.3%,1.07,0.87,0.23,0.12,0.15,/profile/Nikos-Barlos-37533/,/stats/greek/2009/Aris,2009,greek,Nikos-Barlos-37533,Aris
Pantelis Papaioakim,Larissa,26,19.2,12.7,7.1,14.9,0.48,5.7,68.5,8.3%,1.01,0.70,0.35,0.12,0.31,/profile/Pantelis-Papaioakim-36311/,/stats/greek/2009/Larissa,2009,greek,Pantelis-Papaioakim-36311,Larissa
Sarunas Jasikevicius,Panathinaikos,31,19.0,23.9,10.5,22.2,3.84,9.8,71.5,13.8%,1.15,0.72,0.23,0.27,0.22,/profile/Sarunas-Jasikevicius-5267/,/stats/greek/2009/Panathinaikos,2009,greek,Sarunas-Jasikevicius-5267,Panathinaikos
Giorgos Printezis,Olympiakos,30,18.8,22.7,10.8,23.0,3.34,7.6,71.3,10.6%,1.27,0.88,0.27,0.11,0.12,/profile/Giorgos-Printezis-1295/,/stats/greek/2009/Olympiakos,2009,greek,Giorgos-Printezis-1295,Olympiakos
Giannis Lappas,AEL,26,18.6,7.1,3.3,7.2,-0.91,5.2,70.3,7.3%,0.86,0.75,0.26,0.17,0.18,/profile/Giannis-Lappas-35985/,/stats/greek/2009/AEL,2009,greek,Giannis-Lappas-35985,AEL
Stephen Arigbabu,Larissa,22,18.5,10.1,5.6,12.2,-0.15,4.8,68.5,7.1%,1.00,0.76,0.37,0.11,0.26,/profile/Stephen-Arigbabu-37075/,/stats/greek/2009/Larissa,2009,greek,Stephen-Arigbabu-37075,Larissa
Andreas Glyniadakis,Maroussi,36,18.4,17.0,8.4,18.4,2.03,6.6,69.1,9.5%,1.12,0.72,0.47,0.04,0.18,/profile/Andreas-Glyniadakis-5451/,/stats/greek/2009/Maroussi,2009,greek,Andreas-Glyniadakis-5451,Maroussi
Nikos Angelopoulos,Egaleo,25,17.8,9.9,4.4,9.8,-0.20,4.3,69.9,6.1%,1.07,0.86,0.47,0.09,0.17,/profile/Nikos-Angelopoulos-37531/,/stats/greek/2009/Egaleo,2009,greek,Nikos-Angelopoulos-37531,Egaleo
Nikolay Padius,Maroussi,4,17.7,8.7,4.0,9.0,-0.07,6.9,69.1,9.9%,0.95,0.73,0.36,0.04,0.29,/profile/Nikolay-Padius-36289/,/stats/greek/2009/Maroussi,2009,greek,Nikolay-Padius-36289,Maroussi
