Player,Team,G,MP,PER,EFF,EFF_per_40,EWA,Poss_per_G,Tm_Poss_per_G,Pct_of_Tm_Poss,Pts_per_Poss,FGA_per_Poss,FTA_per_Poss,AST_per_Poss,TO_per_Poss,Player_Link,Team_Link,Season,League,DX_Player_ID,DX_Team_ID
Gerald Lee,Steaua Bucuresti,6,20.8,17.4,9.8,19.0,0.41,9.1,72.8,12.5%,1.24,0.93,0.35,0.05,0.15,/profile/Gerald-Lee-5059/,/stats/eurocup/2016/Steaua%20Bucuresti,2016,eurocup,Gerald-Lee-5059,Steaua%20Bucuresti
Bo McCalebb,Limoges,8,20.7,25.6,12.6,24.3,1.22,9.4,72.7,12.9%,1.28,0.79,0.28,0.31,0.16,/profile/Bo-McCalebb-525/,/stats/eurocup/2016/Limoges,2016,eurocup,Bo-McCalebb-525,Limoges
Milos Borisov,Szolnok,16,20.7,16.3,9.5,18.3,0.90,7.2,73.6,9.8%,1.11,0.90,0.21,0.16,0.10,/profile/Milos-Borisov-38058/,/stats/eurocup/2016/Szolnok,2016,eurocup,Milos-Borisov-38058,Szolnok
Rafael Martinez,Valencia,16,20.7,15.3,7.6,14.7,0.74,7.2,71.0,10.1%,1.16,0.86,0.20,0.35,0.14,/profile/Rafael-Martinez-5378/,/stats/eurocup/2016/Valencia,2016,eurocup,Rafael-Martinez-5378,Valencia
Rodney Green,Szolnok,4,20.7,8.5,6.5,12.6,-0.10,9.3,73.6,12.6%,0.67,0.70,0.24,0.30,0.19,/profile/Rodney-Green-1208/,/stats/eurocup/2016/Szolnok,2016,eurocup,Rodney-Green-1208,Szolnok
Arturas Milaknis,UNICS,16,20.6,9.3,5.0,9.7,-0.24,6.3,72.3,8.8%,1.10,0.94,0.06,0.13,0.09,/profile/Arturas-Milaknis-39032/,/stats/eurocup/2016/UNICS,2016,eurocup,Arturas-Milaknis-39032,UNICS
Vladimir Veremeenko,Reggio Emilia,14,20.6,16.0,10.3,20.0,0.74,6.0,74.2,8.1%,1.16,0.77,0.24,0.24,0.24,/profile/Vladimir-Veremeenko-47/,/stats/eurocup/2016/Reggio%20Emilia,2016,eurocup,Vladimir-Veremeenko-47,Reggio%20Emilia
Dawan Robinson,Olimpija Ljubljana,5,20.6,14.1,7.6,14.8,0.17,7.9,74.6,10.6%,0.96,0.89,0.10,0.33,0.13,/profile/Dawan-Robinson-27714/,/stats/eurocup/2016/Olimpija%20Ljubljana,2016,eurocup,Dawan-Robinson-27714,Olimpija%20Ljubljana
Paul Zipser,Bayern Muenchen,10,20.5,16.9,10.2,19.9,0.62,6.8,74.8,9.1%,1.18,0.84,0.21,0.19,0.18,/profile/Paul-Zipser-7127/,/stats/eurocup/2016/Bayern%20Muenchen,2016,eurocup,Paul-Zipser-7127,Bayern%20Muenchen
Aaron Craft,Szolnok,10,20.5,9.3,6.4,12.5,-0.15,6.3,73.6,8.6%,0.68,0.73,0.11,0.52,0.32,/profile/Aaron-Craft-6361/,/stats/eurocup/2016/Szolnok,2016,eurocup,Aaron-Craft-6361,Szolnok
