Player,Team,G,MP,PTS,FG_2P,FG_2PA,FG_2P_Pct,FG_3P,FGA_3P,FG_3P_Pct,FT,FTA,FT_Pct,OREB,DREB,REB,AST,STL,BLK,TO,PF,Player_Link,Team_Link,Season,League,DX_Player_ID,DX_Team_ID
Marcelo Nicola,Treviso,18,18.3,16.2,2.2,2.8,79.2%,3.1,8.3,37.5%,2.4,3.5,70.0%,0.5,5.0,5.4,4.0,2.2,0.1,2.7,5.7,/profile/Marcelo-Nicola-35531/,/stats/euroleague/2004/Treviso,2004,euroleague,Marcelo-Nicola-35531,Treviso
Quadre-Michael Lollis,AEK Athens,12,31.9,16.2,5.2,8.6,61.3%,0.7,2.1,35.0%,3.4,6.2,55.2%,3.9,8.7,12.5,1.8,1.1,0.5,3.0,4.4,/profile/Quadre-Michael-Lollis-36336/,/stats/euroleague/2004/AEK%20Athens,2004,euroleague,Quadre-Michael-Lollis-36336,AEK%20Athens
Karim Souchu,Villeurbanne,14,26.4,16.1,4.5,8.0,56.0%,1.8,6.7,27.0%,1.7,2.8,61.5%,0.9,3.0,3.8,1.4,1.0,0.1,1.8,2.8,/profile/Karim-Souchu-33309/,/stats/euroleague/2004/Villeurbanne,2004,euroleague,Karim-Souchu-33309,Villeurbanne
Massimo Bulleri,Treviso,13,22.9,16.1,3.3,5.9,56.5%,2.0,5.8,35.6%,3.3,4.5,74.3%,1.0,2.2,3.2,3.5,3.5,0.0,3.3,4.5,/profile/Massimo-Bulleri-5551/,/stats/euroleague/2004/Treviso,2004,euroleague,Massimo-Bulleri-5551,Treviso
Roberto Duenas,Barcelona,15,21.2,16.1,7.1,12.4,56.8%,0.0,0.0,0.0%,2.0,2.9,68.2%,4.8,8.0,12.8,1.8,0.7,0.9,3.3,5.2,/profile/Roberto-Duenas-35590/,/stats/euroleague/2004/Barcelona,2004,euroleague,Roberto-Duenas-35590,Barcelona
Rolandas Alijevas,Villeurbanne,6,7.8,16.1,5.9,11.9,50.0%,0.8,4.2,20.0%,1.7,5.9,28.6%,3.4,0.8,4.2,4.2,3.4,0.0,1.7,1.7,/profile/Rolandas-Alijevas-37591/,/stats/euroleague/2004/Villeurbanne,2004,euroleague,Rolandas-Alijevas-37591,Villeurbanne
Gianmarco Pozzecco,Fortitudo Bologna,22,20.1,16.0,3.2,5.2,61.0%,1.3,3.1,42.9%,5.7,6.5,87.7%,0.9,2.3,3.2,8.8,1.7,0.0,4.3,5.4,/profile/Gianmarco-Pozzecco-35980/,/stats/euroleague/2004/Fortitudo%20Bologna,2004,euroleague,Gianmarco-Pozzecco-35980,Fortitudo%20Bologna
Pedro Llompart,Valencia,4,14.9,16.0,2.0,3.3,60.0%,2.0,4.0,50.0%,6.0,6.7,90.0%,0.0,2.0,2.0,3.3,0.0,0.0,3.3,4.0,/profile/Pedro-Llompart-37558/,/stats/euroleague/2004/Valencia,2004,euroleague,Pedro-Llompart-37558,Valencia
Mario Bosnjak,Krka,1,20.3,16.0,8.0,10.0,80.0%,0.0,2.0,0.0%,0.0,2.0,0.0%,4.0,0.0,4.0,0.0,2.0,0.0,4.0,4.0,/profile/Mario-Bosnjak-37477/,/stats/euroleague/2004/Krka,2004,euroleague,Mario-Bosnjak-37477,Krka
Jurica Golemac,Cibona Zagreb,20,25.8,15.9,4.4,8.5,51.4%,1.1,3.0,35.9%,3.9,6.1,64.6%,2.4,5.2,7.6,3.9,1.1,0.5,3.7,5.7,/profile/Jurica-Golemac-5578/,/stats/euroleague/2004/Cibona%20Zagreb,2004,euroleague,Jurica-Golemac-5578,Cibona%20Zagreb
Alejandro Montecchia,Valencia,18,22.1,15.9,2.1,3.4,61.8%,3.0,7.7,39.0%,2.7,3.0,90.0%,0.5,4.3,4.8,4.6,1.6,0.0,2.8,5.1,/profile/Alejandro-Montecchia-35684/,/stats/euroleague/2004/Valencia,2004,euroleague,Alejandro-Montecchia-35684,Valencia
German Gabriel,Malaga,14,10.1,15.8,3.7,7.5,50.0%,1.4,2.6,55.6%,4.0,5.8,70.0%,4.3,6.3,10.7,1.4,1.4,0.6,3.2,7.5,/profile/German-Gabriel-35973/,/stats/euroleague/2004/Malaga,2004,euroleague,German-Gabriel-35973,Malaga
Gerald Brown,Partizan,14,32.5,15.8,4.5,9.1,49.0%,1.2,3.0,39.4%,3.4,4.1,82.6%,0.9,3.6,4.5,2.9,1.3,0.1,2.2,3.5,/profile/Gerald-Brown-1823/,/stats/euroleague/2004/Partizan,2004,euroleague,Gerald-Brown-1823,Partizan
Boris Gorenc,Olympiakos,20,22.3,15.8,4.7,8.2,58.0%,0.8,3.0,28.1%,3.8,5.5,69.5%,1.4,3.1,4.5,2.2,1.2,0.1,2.1,3.7,/profile/Boris-Gorenc-35773/,/stats/euroleague/2004/Olympiakos,2004,euroleague,Boris-Gorenc-35773,Olympiakos
Carlos Delfino,Fortitudo Bologna,21,30.9,15.7,3.9,8.6,45.8%,1.6,4.8,33.8%,3.0,3.8,77.8%,2.2,5.4,7.6,2.8,2.1,0.2,2.2,3.5,/profile/Carlos-Delfino-2203/,/stats/euroleague/2004/Fortitudo%20Bologna,2004,euroleague,Carlos-Delfino-2203,Fortitudo%20Bologna
Omer Onan,Anadolu Efes,11,8.2,15.7,1.8,4.9,36.4%,3.1,6.3,50.0%,2.7,5.4,50.0%,0.9,1.8,2.7,0.4,0.9,0.0,4.0,5.4,/profile/Omer-Onan-5628/,/stats/euroleague/2004/Anadolu%20Efes,2004,euroleague,Omer-Onan-5628,Anadolu%20Efes
Darren Phillip,Malaga,11,15.1,15.7,5.1,6.4,80.8%,0.2,0.7,33.3%,4.7,7.3,63.3%,4.7,3.7,8.3,2.9,1.5,0.7,2.0,3.9,/profile/Darren-Phillip-35869/,/stats/euroleague/2004/Malaga,2004,euroleague,Darren-Phillip-35869,Malaga
Roberts Stelmahers,Olimpija Ljubljana,16,30.5,15.6,2.7,6.1,43.8%,1.6,4.5,35.2%,5.5,6.5,84.4%,0.7,2.5,3.2,4.2,1.5,0.0,2.1,4.0,/profile/Roberts-Stelmahers-36379/,/stats/euroleague/2004/Olimpija%20Ljubljana,2004,euroleague,Roberts-Stelmahers-36379,Olimpija%20Ljubljana
Ainars Bagatskis,Zalgiris,12,24.0,15.6,1.2,3.6,34.6%,3.1,7.8,40.4%,3.7,4.1,90.0%,0.8,3.4,4.2,1.2,1.0,0.0,1.5,4.8,/profile/Ainars-Bagatskis-37152/,/stats/euroleague/2004/Zalgiris,2004,euroleague,Ainars-Bagatskis-37152,Zalgiris
Denis Marconato,Treviso,19,25.6,15.6,5.7,9.3,61.0%,0.0,0.0,0.0%,4.2,5.4,78.3%,3.7,8.1,11.8,1.1,1.2,1.9,1.6,4.0,/profile/Denis-Marconato-35434/,/stats/euroleague/2004/Treviso,2004,euroleague,Denis-Marconato-35434,Treviso
Joseph Blair,Fenerbahce,17,34.3,15.5,6.2,9.7,63.8%,0.0,0.2,0.0%,3.1,6.3,48.9%,3.0,8.4,11.5,1.7,1.5,1.1,2.6,3.0,/profile/Joseph-Blair-5625/,/stats/euroleague/2004/Fenerbahce,2004,euroleague,Joseph-Blair-5625,Fenerbahce
Mirsad Turkcan,CSKA Moscow,20,25.6,15.5,4.5,8.5,53.2%,0.9,3.8,24.5%,3.7,5.4,68.1%,5.4,10.8,16.3,1.6,1.2,0.5,2.1,2.7,/profile/Mirsad-Turkcan-4656/,/stats/euroleague/2004/CSKA%20Moscow,2004,euroleague,Mirsad-Turkcan-4656,CSKA%20Moscow
Christian Drejer,Barcelona,4,10.8,15.4,2.9,8.7,33.3%,2.9,5.8,50.0%,1.0,1.9,50.0%,3.9,1.9,5.8,1.9,1.0,0.0,2.9,8.7,/profile/Christian-Drejer-31510/,/stats/euroleague/2004/Barcelona,2004,euroleague,Christian-Drejer-31510,Barcelona
Larry Lewis,Malaga,13,28.9,15.4,4.8,10.3,46.3%,1.0,2.0,50.0%,2.9,3.7,79.4%,2.8,6.4,9.2,2.7,1.5,1.1,3.1,3.3,/profile/Larry-Lewis-36873/,/stats/euroleague/2004/Malaga,2004,euroleague,Larry-Lewis-36873,Malaga
Roger Grimau,Barcelona,9,18.1,15.4,4.4,5.1,85.0%,0.8,3.8,20.0%,4.4,4.6,94.4%,1.3,3.6,4.9,2.6,3.3,0.3,3.3,4.4,/profile/Roger-Grimau-5630/,/stats/euroleague/2004/Barcelona,2004,euroleague,Roger-Grimau-5630,Barcelona
Walter Hermann,Malaga,12,25.5,15.3,4.5,9.7,46.6%,1.2,4.7,25.7%,2.7,4.5,58.8%,2.8,5.9,8.7,1.1,0.5,0.4,2.4,2.8,/profile/Walter-Hermann-5191/,/stats/euroleague/2004/Malaga,2004,euroleague,Walter-Hermann-5191,Malaga
Nikola Prkacin,Anadolu Efes,16,20.7,15.3,5.7,11.0,52.2%,0.0,0.1,0.0%,3.8,5.6,67.4%,2.9,5.3,8.2,2.9,2.0,0.7,3.4,6.6,/profile/Nikola-Prkacin-5430/,/stats/euroleague/2004/Anadolu%20Efes,2004,euroleague,Nikola-Prkacin-5430,Anadolu%20Efes
Vlado Ilievski,Barcelona,20,27.2,15.2,2.3,5.5,41.7%,2.5,5.8,43.4%,3.0,3.9,76.5%,0.5,1.8,2.3,3.6,1.9,0.0,2.5,3.8,/profile/Vlado-Ilievski-5536/,/stats/euroleague/2004/Barcelona,2004,euroleague,Vlado-Ilievski-5536,Barcelona
Clarence Gilbert,Krka,11,27.7,15.0,1.6,4.4,36.4%,3.5,9.0,38.2%,1.5,2.3,64.7%,0.4,2.8,3.2,2.5,2.1,0.0,1.9,3.3,/profile/Clarence-Gilbert-34518/,/stats/euroleague/2004/Krka,2004,euroleague,Clarence-Gilbert-34518,Krka
Anderson Varejao,Barcelona,18,21.5,14.9,5.3,8.7,60.5%,0.3,1.7,18.8%,3.4,5.9,58.2%,3.3,6.4,9.8,1.1,2.0,1.3,2.7,4.7,/profile/Anderson-Varejao-4699/,/stats/euroleague/2004/Barcelona,2004,euroleague,Anderson-Varejao-4699,Barcelona
Dusan Vukcevic,Siena,22,14.4,14.7,2.6,5.7,45.7%,2.2,6.1,36.7%,2.7,3.0,91.7%,0.2,3.6,3.9,3.0,1.5,0.5,2.2,4.5,/profile/Dusan-Vukcevic-5631/,/stats/euroleague/2004/Siena,2004,euroleague,Dusan-Vukcevic-5631,Siena
Aloysius Anagonye,Olimpija Ljubljana,18,18.9,14.7,5.9,11.7,50.5%,0.1,0.5,25.0%,2.5,3.5,72.4%,4.8,5.7,10.5,1.1,1.6,1.3,2.4,7.0,/profile/Aloysius-Anagonye-5652/,/stats/euroleague/2004/Olimpija%20Ljubljana,2004,euroleague,Aloysius-Anagonye-5652,Olimpija%20Ljubljana
Tomas Van Den Spiegel,Fortitudo Bologna,18,20.0,14.6,5.3,9.2,58.3%,0.0,0.0,0.0%,3.9,7.1,55.4%,4.1,7.2,11.3,0.3,2.9,1.6,2.3,7.2,/profile/Tomas-Van-Den-Spiegel-5362/,/stats/euroleague/2004/Fortitudo%20Bologna,2004,euroleague,Tomas-Van-Den-Spiegel-5362,Fortitudo%20Bologna
Ed Cota,Zalgiris,20,36.3,14.5,4.2,8.2,51.3%,1.1,2.3,46.5%,2.8,3.7,75.4%,1.4,2.5,4.0,6.1,1.7,0.1,3.0,2.8,/profile/Ed-Cota-5220/,/stats/euroleague/2004/Zalgiris,2004,euroleague,Ed-Cota-5220,Zalgiris
Marcus Taylor,Villeurbanne,5,13.1,14.5,4.8,16.9,28.6%,1.2,4.8,25.0%,1.2,1.8,66.7%,3.6,1.2,4.8,4.8,0.6,0.0,1.8,6.0,/profile/Marcus-Taylor-5295/,/stats/euroleague/2004/Villeurbanne,2004,euroleague,Marcus-Taylor-5295,Villeurbanne
Marc Gasol,Barcelona,9,4.2,14.4,4.4,11.1,40.0%,0.0,0.0,0.0%,5.6,8.9,62.5%,4.4,1.1,5.6,0.0,0.0,2.2,3.3,4.4,/profile/Marc-Gasol-155/,/stats/euroleague/2004/Barcelona,2004,euroleague,Marc-Gasol-155,Barcelona
Arriel McDonald,Panathinaikos,20,30.5,14.4,3.4,6.7,50.5%,1.4,2.8,48.8%,3.5,4.9,72.2%,0.4,2.8,3.2,3.9,2.6,0.1,2.0,4.1,/profile/Arriel-McDonald-5577/,/stats/euroleague/2004/Panathinaikos,2004,euroleague,Arriel-McDonald-5577,Panathinaikos
Theodoros Papaloukas,CSKA Moscow,21,17.4,14.4,4.0,6.9,58.7%,0.5,3.2,17.2%,4.7,6.0,78.2%,1.1,2.7,3.8,6.1,3.5,0.2,2.2,5.2,/profile/Theodoros-Papaloukas-5112/,/stats/euroleague/2004/CSKA%20Moscow,2004,euroleague,Theodoros-Papaloukas-5112,CSKA%20Moscow
Szymon Szewczyk,Alba Berlin,12,14.1,14.3,4.4,8.1,54.3%,0.9,4.6,20.0%,2.8,4.4,63.2%,3.0,5.3,8.3,0.7,0.5,0.9,2.3,7.6,/profile/Szymon-Szewczyk-5921/,/stats/euroleague/2004/Alba%20Berlin,2004,euroleague,Szymon-Szewczyk-5921,Alba%20Berlin
Alexey Savrasenko,CSKA Moscow,17,11.8,14.3,5.6,8.6,65.1%,0.0,0.0,0.0%,3.2,8.0,40.0%,5.0,6.0,11.0,0.6,1.8,2.6,1.0,5.6,/profile/Alexey-Savrasenko-5123/,/stats/euroleague/2004/CSKA%20Moscow,2004,euroleague,Alexey-Savrasenko-5123,CSKA%20Moscow
Goran Nikolic,Anadolu Efes,19,22.8,14.3,6.4,10.7,59.1%,0.0,0.2,0.0%,1.6,2.5,63.0%,3.3,7.8,11.0,1.9,1.3,1.1,1.7,3.4,/profile/Goran-Nikolic-5593/,/stats/euroleague/2004/Anadolu%20Efes,2004,euroleague,Goran-Nikolic-5593,Anadolu%20Efes
Josip-Jerko Vrankovic,Cibona Zagreb,11,22.5,14.3,3.0,5.1,59.4%,2.4,4.8,50.0%,1.0,1.8,54.5%,1.1,4.8,5.9,1.9,0.8,0.3,1.4,3.7,/profile/Josip-Jerko-Vrankovic-37416/,/stats/euroleague/2004/Cibona%20Zagreb,2004,euroleague,Josip-Jerko-Vrankovic-37416,Cibona%20Zagreb
Dejan Tomasevic,Valencia,17,31.0,14.3,6.1,10.5,57.9%,0.0,0.1,0.0%,2.1,4.7,45.2%,4.6,6.5,11.1,5.0,2.7,0.3,3.5,2.7,/profile/Dejan-Tomasevic-5591/,/stats/euroleague/2004/Valencia,2004,euroleague,Dejan-Tomasevic-5591,Valencia
Sergei Monia,CSKA Moscow,21,16.5,14.2,3.2,5.6,57.1%,1.8,6.2,29.6%,2.3,3.1,74.1%,1.3,6.0,7.2,1.5,1.4,1.0,2.1,6.0,/profile/Sergei-Monia-5385/,/stats/euroleague/2004/CSKA%20Moscow,2004,euroleague,Sergei-Monia-5385,CSKA%20Moscow
Boris Gnjidic,Krka,10,17.1,14.2,2.4,5.4,43.5%,2.1,5.7,37.5%,3.1,3.8,81.3%,1.9,0.9,2.8,1.9,2.8,0.5,2.6,6.6,/profile/Boris-Gnjidic-35772/,/stats/euroleague/2004/Krka,2004,euroleague,Boris-Gnjidic-35772,Krka
Florent Pietrus,Pau-Orthez,19,29.0,14.2,4.4,8.3,52.6%,0.7,1.3,50.0%,3.5,4.8,72.7%,3.1,4.7,7.9,1.7,1.6,1.2,2.9,4.5,/profile/Florent-Pietrus-5394/,/stats/euroleague/2004/Pau-Orthez,2004,euroleague,Florent-Pietrus-5394,Pau-Orthez
Alexandr Bashminov,CSKA Moscow,10,9.8,14.2,6.1,10.1,60.0%,0.0,0.4,0.0%,2.0,4.1,50.0%,4.9,7.7,12.6,1.2,1.2,4.1,0.4,4.9,/profile/Alexandr-Bashminov-35703/,/stats/euroleague/2004/CSKA%20Moscow,2004,euroleague,Alexandr-Bashminov-35703,CSKA%20Moscow
Milan Tomic,Olympiakos,15,18.4,14.2,2.0,4.2,46.4%,2.4,9.7,25.0%,3.0,3.5,87.0%,0.3,2.7,3.0,2.6,0.6,0.0,2.0,4.4,/profile/Milan-Tomic-35543/,/stats/euroleague/2004/Olympiakos,2004,euroleague,Milan-Tomic-35543,Olympiakos
Doremus Bennerman,Roma,11,19.6,14.1,2.2,4.0,55.0%,2.4,5.6,42.9%,2.6,2.8,92.9%,0.4,1.4,1.8,2.2,0.8,0.0,3.0,3.6,/profile/Doremus-Bennerman-36682/,/stats/euroleague/2004/Roma,2004,euroleague,Doremus-Bennerman-36682,Roma
Marko Popovic,Valencia,12,15.7,14.1,1.5,4.4,33.3%,2.9,7.4,40.0%,2.3,2.9,78.6%,1.7,2.3,4.0,3.8,2.1,0.0,3.4,7.2,/profile/Marko-Popovic-5353/,/stats/euroleague/2004/Valencia,2004,euroleague,Marko-Popovic-5353,Valencia
Smiljan Pavic,Olimpija Ljubljana,19,13.0,14.1,4.3,10.6,40.6%,0.8,2.2,38.5%,3.0,5.0,60.0%,3.8,4.5,8.3,0.8,0.8,1.7,1.7,6.6,/profile/Smiljan-Pavic-36443/,/stats/euroleague/2004/Olimpija%20Ljubljana,2004,euroleague,Smiljan-Pavic-36443,Olimpija%20Ljubljana
Patrick Femerling,Barcelona,20,22.2,14.1,4.5,7.7,58.5%,0.0,0.0,0.0%,5.1,6.5,78.3%,3.0,5.3,8.3,1.5,1.1,2.0,2.7,4.4,/profile/Patrick-Femerling-35577/,/stats/euroleague/2004/Barcelona,2004,euroleague,Patrick-Femerling-35577,Barcelona
A.J. Guyton,Fortitudo Bologna,12,16.6,14.0,2.6,5.9,43.3%,2.4,6.5,36.4%,1.8,2.6,69.2%,0.8,2.2,2.9,1.8,2.0,0.0,1.6,4.3,/profile/A.j.-Guyton-2670/,/stats/euroleague/2004/Fortitudo%20Bologna,2004,euroleague,A.j.-Guyton-2670,Fortitudo%20Bologna
Shawnta Rogers,Villeurbanne,7,31.0,13.9,3.1,8.4,37.0%,2.0,6.2,32.4%,1.6,2.2,75.0%,0.9,2.9,3.8,5.1,2.2,0.0,1.5,3.6,/profile/Shawnta-Rogers-37060/,/stats/euroleague/2004/Villeurbanne,2004,euroleague,Shawnta-Rogers-37060,Villeurbanne
Guilherme Giovannoni,Treviso,19,19.3,13.8,2.8,5.2,54.0%,2.1,4.8,43.5%,2.0,2.3,86.4%,0.8,4.5,5.3,2.4,2.5,0.3,1.7,4.5,/profile/Guilherme-Giovannoni-36014/,/stats/euroleague/2004/Treviso,2004,euroleague,Guilherme-Giovannoni-36014,Treviso
Vrbica Stefanov,Siena,20,30.2,13.8,3.3,5.9,55.6%,2.0,3.9,51.7%,1.2,1.4,90.5%,0.7,1.5,2.2,3.9,1.9,0.0,1.0,2.9,/profile/Vrbica-Stefanov-35642/,/stats/euroleague/2004/Siena,2004,euroleague,Vrbica-Stefanov-35642,Siena
Marko Antonijevic,Krka,13,22.3,13.8,1.7,5.3,31.6%,2.2,5.7,39.0%,3.8,4.6,81.8%,0.4,1.8,2.2,4.6,2.7,0.0,3.6,5.3,/profile/Marko-Antonijevic-37481/,/stats/euroleague/2004/Krka,2004,euroleague,Marko-Antonijevic-37481,Krka
Vladimir Boisa,Olimpija Ljubljana,19,27.9,13.7,3.0,6.7,45.3%,1.7,4.9,34.9%,2.6,4.1,62.3%,1.6,2.8,4.4,1.4,0.9,0.4,1.9,6.0,/profile/Vladimir-Boisa-5910/,/stats/euroleague/2004/Olimpija%20Ljubljana,2004,euroleague,Vladimir-Boisa-5910,Olimpija%20Ljubljana
Artur Drozdov,Pau-Orthez,20,22.7,13.7,3.4,6.4,52.8%,1.9,4.2,44.7%,1.4,2.7,53.3%,1.8,3.4,5.2,2.5,0.9,0.7,1.9,2.9,/profile/Artur-Drozdov-5118/,/stats/euroleague/2004/Pau-Orthez,2004,euroleague,Artur-Drozdov-5118,Pau-Orthez
Stefano Mancinelli,Fortitudo Bologna,16,10.0,13.7,5.1,8.6,60.0%,0.2,2.9,8.3%,2.7,4.4,61.1%,2.9,4.2,7.1,1.0,2.7,1.5,1.5,5.6,/profile/Stefano-Mancinelli-116/,/stats/euroleague/2004/Fortitudo%20Bologna,2004,euroleague,Stefano-Mancinelli-116,Fortitudo%20Bologna
Christos Harissis,Olympiakos,20,23.1,13.7,2.2,4.7,46.2%,2.2,6.4,33.8%,2.9,3.6,80.0%,1.4,2.7,4.1,4.3,1.3,0.1,2.6,5.9,/profile/Christos-Harissis-35807/,/stats/euroleague/2004/Olympiakos,2004,euroleague,Christos-Harissis-35807,Olympiakos
Sacha Giffa,Villeurbanne,14,24.8,13.7,2.7,7.5,36.4%,1.5,3.5,41.9%,3.8,4.7,80.5%,2.5,4.7,7.2,2.5,0.5,0.5,2.9,5.0,/profile/Sacha-Giffa-37039/,/stats/euroleague/2004/Villeurbanne,2004,euroleague,Sacha-Giffa-37039,Villeurbanne
Victor Sada,Barcelona,4,9.2,13.6,5.7,9.1,62.5%,0.0,1.1,0.0%,2.3,2.3,100.0%,0.0,6.8,6.8,3.4,2.3,0.0,3.4,3.4,/profile/Victor-Sada-5554/,/stats/euroleague/2004/Barcelona,2004,euroleague,Victor-Sada-5554,Barcelona
Carlos Cabezas,Malaga,14,24.1,13.5,3.5,5.6,63.0%,1.2,4.6,26.3%,2.9,4.2,68.6%,0.7,2.3,3.0,2.4,1.3,0.0,1.9,3.4,/profile/Carlos-Cabezas-5357/,/stats/euroleague/2004/Malaga,2004,euroleague,Carlos-Cabezas-5357,Malaga
Dragan Tarlac,CSKA Moscow,19,16.0,13.5,4.3,7.7,55.9%,0.0,0.0,0.0%,4.9,7.2,67.3%,3.0,4.3,7.4,1.4,0.5,0.4,2.8,4.7,/profile/Dragan-Tarlac-4540/,/stats/euroleague/2004/CSKA%20Moscow,2004,euroleague,Dragan-Tarlac-4540,CSKA%20Moscow
Andre Owens,Villeurbanne,8,28.2,13.5,4.2,9.8,42.9%,0.9,3.2,27.8%,2.5,3.3,73.7%,0.9,4.6,5.4,4.7,2.1,0.2,3.5,3.7,/profile/Andre-Owens-28814/,/stats/euroleague/2004/Villeurbanne,2004,euroleague,Andre-Owens-28814,Villeurbanne
Darryl Middleton,Panathinaikos,20,22.7,13.5,5.3,8.9,59.2%,0.0,0.0,0.0%,2.9,3.5,84.2%,2.3,2.0,4.3,1.2,2.0,0.1,2.7,6.0,/profile/Darryl-Middleton-35426/,/stats/euroleague/2004/Panathinaikos,2004,euroleague,Darryl-Middleton-35426,Panathinaikos
Federico Kammerichs,Valencia,15,13.2,13.5,3.6,8.4,42.9%,0.8,4.2,19.0%,3.8,5.4,70.4%,4.2,5.6,9.8,2.4,0.8,1.0,2.0,3.2,/profile/Federico-Kammerichs-36720/,/stats/euroleague/2004/Valencia,2004,euroleague,Federico-Kammerichs-36720,Valencia
Johnny Branch,Roma,4,10.4,13.5,2.1,2.1,100.0%,2.1,5.2,40.0%,3.1,3.1,100.0%,0.0,2.1,2.1,3.1,1.0,0.0,3.1,7.2,/profile/Johnny-Branch-37405/,/stats/euroleague/2004/Roma,2004,euroleague,Johnny-Branch-37405,Roma
John Best,Alba Berlin,14,32.0,13.4,3.1,5.7,55.4%,1.8,4.7,38.9%,1.7,1.8,90.5%,1.6,3.6,5.2,2.1,1.6,0.0,2.0,4.2,/profile/John-Best-37403/,/stats/euroleague/2004/Alba%20Berlin,2004,euroleague,John-Best-37403,Alba%20Berlin
Tiago Splitter,Vitoria,16,11.2,13.4,5.5,8.8,61.9%,0.0,0.0,0.0%,2.5,4.0,63.2%,2.3,5.9,8.2,1.0,1.3,1.0,3.1,6.9,/profile/Tiago-Splitter-25/,/stats/euroleague/2004/Vitoria,2004,euroleague,Tiago-Splitter-25,Vitoria
Ryan Randle,Wroclaw,13,19.5,13.4,5.9,9.2,64.4%,0.0,0.2,0.0%,1.6,2.0,76.9%,3.6,5.0,8.6,0.9,1.7,0.9,1.7,6.5,/profile/Ryan-Randle-32987/,/stats/euroleague/2004/Wroclaw,2004,euroleague,Ryan-Randle-32987,Wroclaw
Saso Ozbolt,Olimpija Ljubljana,15,16.8,13.4,2.0,4.1,48.0%,2.1,5.6,38.2%,3.1,4.1,76.0%,0.5,2.1,2.6,2.4,1.6,0.0,2.6,4.2,/profile/Saso-Ozbolt-5882/,/stats/euroleague/2004/Olimpija%20Ljubljana,2004,euroleague,Saso-Ozbolt-5882,Olimpija%20Ljubljana
Uros Slokar,Treviso,15,13.1,13.4,3.3,6.4,51.5%,1.0,2.7,35.7%,3.9,5.6,69.0%,1.9,4.5,6.4,1.2,2.1,1.4,1.0,3.5,/profile/Uros-Slokar-46/,/stats/euroleague/2004/Treviso,2004,euroleague,Uros-Slokar-46,Treviso
J.A. Paraiso,Valencia,18,21.6,13.4,3.3,4.2,78.0%,1.3,3.5,38.2%,2.9,4.1,70.0%,1.4,3.7,5.1,1.2,0.5,0.0,1.5,2.6,/profile/J.A.-Paraiso-36058/,/stats/euroleague/2004/Valencia,2004,euroleague,J.A.-Paraiso-36058,Valencia
Dejan Koturovic,Vitoria,4,15.5,13.4,5.5,9.1,60.0%,0.0,0.0,0.0%,2.4,3.6,66.7%,1.8,3.6,5.5,0.0,0.6,2.4,5.5,6.1,/profile/Dejan-Koturovic-35879/,/stats/euroleague/2004/Vitoria,2004,euroleague,Dejan-Koturovic-35879,Vitoria
Nikolaos Zisis,AEK Athens,14,26.5,13.3,3.3,7.3,45.5%,1.5,4.9,31.8%,2.1,3.3,63.3%,1.1,2.9,4.0,3.2,1.2,0.0,0.9,4.4,/profile/Nikolaos-Zisis-117/,/stats/euroleague/2004/AEK%20Athens,2004,euroleague,Nikolaos-Zisis-117,AEK%20Athens
Paulius Jankunas,Zalgiris,16,13.6,13.3,5.4,10.1,53.6%,0.0,0.2,0.0%,2.5,4.0,63.6%,4.0,4.3,8.3,1.8,1.4,0.7,1.4,5.4,/profile/Paulius-Jankunas-142/,/stats/euroleague/2004/Zalgiris,2004,euroleague,Paulius-Jankunas-142,Zalgiris
Teoman Ozturk,Alba Berlin,11,6.7,13.3,4.3,8.0,53.3%,0.5,0.5,100.0%,3.2,4.3,75.0%,1.6,4.3,5.9,0.0,1.1,0.0,1.6,8.0,/profile/Teoman-Ozturk-36470/,/stats/euroleague/2004/Alba%20Berlin,2004,euroleague,Teoman-Ozturk-36470,Alba%20Berlin
Andrew Betts,Vitoria,15,19.3,13.3,5.0,9.0,55.1%,0.0,0.0,0.0%,3.4,6.1,55.3%,2.5,5.9,8.4,1.4,1.2,0.5,2.6,5.7,/profile/Andrew-Betts-5639/,/stats/euroleague/2004/Vitoria,2004,euroleague,Andrew-Betts-5639,Vitoria
Dalibor Bagaric,Olympiakos,20,21.8,13.3,5.6,9.5,59.0%,0.0,0.3,0.0%,2.0,3.8,52.5%,2.4,7.2,9.5,1.1,0.8,1.6,3.1,5.0,/profile/Dalibor-Bagaric-1561/,/stats/euroleague/2004/Olympiakos,2004,euroleague,Dalibor-Bagaric-1561,Olympiakos
Vule Avdalovic,Partizan,14,23.1,13.2,1.6,4.3,38.2%,1.9,4.9,38.5%,4.3,5.3,81.0%,0.5,1.9,2.4,2.9,1.6,0.3,2.9,6.7,/profile/Vule-Avdalovic-36529/,/stats/euroleague/2004/Partizan,2004,euroleague,Vule-Avdalovic-36529,Partizan
Johan Petro,Pau-Orthez,7,6.5,13.2,6.2,13.2,46.7%,0.0,0.9,0.0%,0.9,1.8,50.0%,2.6,5.3,7.9,0.0,2.6,0.9,0.9,10.6,/profile/Johan-Petro-45/,/stats/euroleague/2004/Pau-Orthez,2004,euroleague,Johan-Petro-45,Pau-Orthez
