Player,Team,G,MP,PER,EFF,EFF_per_40,EWA,Poss_per_G,Tm_Poss_per_G,Pct_of_Tm_Poss,Pts_per_Poss,FGA_per_Poss,FTA_per_Poss,AST_per_Poss,TO_per_Poss,Player_Link,Team_Link,Season,League,DX_Player_ID,DX_Team_ID
Walter Hermann,Fuenlabrada,30,37.9,22.6,21.9,23.1,6.65,18.3,77.1,23.7%,1.22,0.90,0.34,0.03,0.10,/profile/Walter-Hermann-5191/,/stats/acb/2003/Fuenlabrada,2003,acb,Walter-Hermann-5191,Fuenlabrada
Francesc Solana,Fuenlabrada,34,36.1,15.2,14.3,15.8,2.68,16.5,77.1,21.4%,1.02,0.70,0.37,0.22,0.21,/profile/Francesc-Solana-35948/,/stats/acb/2003/Fuenlabrada,2003,acb,Francesc-Solana-35948,Fuenlabrada
Andy Panko,Girona,9,35.8,15.6,14.4,16.1,0.77,16.8,73.8,22.8%,1.02,0.86,0.29,0.11,0.15,/profile/Andy-Panko-3863/,/stats/acb/2003/Girona,2003,acb,Andy-Panko-3863,Girona
Donatas Slanina,Sevilla,34,34.4,19.2,15.1,17.5,4.90,14.0,73.2,19.2%,1.29,0.86,0.26,0.13,0.13,/profile/Donatas-Slanina-5632/,/stats/acb/2003/Sevilla,2003,acb,Donatas-Slanina-5632,Sevilla
Lou Roe,Alicante,35,33.9,22.5,20.1,23.7,6.86,14.7,73.5,20.0%,1.17,0.82,0.40,0.08,0.15,/profile/Lou-Roe-4150/,/stats/acb/2003/Alicante,2003,acb,Lou-Roe-4150,Alicante
Veljko Mrsic,Girona,18,33.9,15.5,12.4,14.7,1.43,13.8,73.8,18.7%,1.05,0.82,0.48,0.20,0.16,/profile/Veljko-Mrsic-36513/,/stats/acb/2003/Girona,2003,acb,Veljko-Mrsic-36513,Girona
Mike Iuzzolino,Valladolid,14,33.6,10.7,9.4,11.1,-0.03,9.6,73.8,13.0%,1.04,0.78,0.14,0.25,0.19,/profile/Mike-Iuzzolino-2927/,/stats/acb/2003/Valladolid,2003,acb,Mike-Iuzzolino-2927,Valladolid
Velimir Perasovic,Alicante,37,33.3,16.1,12.5,15.0,3.25,15.5,73.5,21.1%,1.14,0.87,0.31,0.17,0.15,/profile/Velimir-Perasovic-36512/,/stats/acb/2003/Alicante,2003,acb,Velimir-Perasovic-36512,Alicante
Jerome Allen,Vitoria,19,33.0,15.8,13.0,15.7,1.56,12.2,75.0,16.3%,1.03,0.76,0.34,0.30,0.14,/profile/Jerome-Allen-1481/,/stats/acb/2003/Vitoria,2003,acb,Jerome-Allen-1481,Vitoria
Sidney Johnson,Girona,33,33.0,9.3,8.1,9.8,-0.81,8.1,73.8,11.0%,0.90,0.66,0.43,0.35,0.23,/profile/Sidney-Johnson-36433/,/stats/acb/2003/Girona,2003,acb,Sidney-Johnson-36433,Girona
Bernardo Hernandez,Fuenlabrada,34,32.9,7.9,7.6,9.2,-1.64,8.8,77.1,11.4%,0.81,0.84,0.18,0.43,0.22,/profile/Bernardo-Hernandez-36599/,/stats/acb/2003/Fuenlabrada,2003,acb,Bernardo-Hernandez-36599,Fuenlabrada
Anthony Bonner,Valladolid,26,32.6,12.2,11.5,14.1,0.59,14.1,73.8,19.1%,0.84,0.88,0.19,0.13,0.16,/profile/Anthony-Bonner-1725/,/stats/acb/2003/Valladolid,2003,acb,Anthony-Bonner-1725,Valladolid
Oscar Yebra,Valladolid,34,32.4,20.0,16.6,20.5,5.01,13.3,73.8,18.0%,1.20,0.85,0.26,0.10,0.17,/profile/Oscar-Yebra-36300/,/stats/acb/2003/Valladolid,2003,acb,Oscar-Yebra-36300,Valladolid
Larry Lewis,Gran Canaria,36,32.3,21.6,18.3,22.7,6.23,17.0,74.6,22.8%,1.07,0.84,0.33,0.11,0.15,/profile/Larry-Lewis-36873/,/stats/acb/2003/Gran%20Canaria,2003,acb,Larry-Lewis-36873,Gran%20Canaria
Zan Tabak,Joventut,34,32.2,17.5,16.6,20.7,3.65,12.0,75.1,16.0%,1.09,0.74,0.31,0.18,0.22,/profile/Zan-Tabak-4537/,/stats/acb/2003/Joventut,2003,acb,Zan-Tabak-4537,Joventut
Devin Davis,Breogan,33,31.8,19.6,16.3,20.5,4.57,14.0,75.1,18.6%,1.09,0.79,0.37,0.10,0.18,/profile/Devin-Davis-35886/,/stats/acb/2003/Breogan,2003,acb,Devin-Davis-35886,Breogan
Kevin Thompson,Caceres,19,31.8,20.6,17.7,22.3,2.93,12.7,75.8,16.7%,1.23,0.92,0.32,0.08,0.16,/profile/Kevin-Thompson-4597/,/stats/acb/2003/Caceres,2003,acb,Kevin-Thompson-4597,Caceres
Dejan Bodiroga,Barcelona,40,31.6,19.9,15.9,20.2,5.69,13.6,73.9,18.4%,1.18,0.72,0.39,0.18,0.15,/profile/Dejan-Bodiroga-5418/,/stats/acb/2003/Barcelona,2003,acb,Dejan-Bodiroga-5418,Barcelona
Michael Wright,Granada,34,31.6,18.5,15.0,19.0,4.10,15.1,75.8,20.0%,1.10,0.81,0.44,0.02,0.19,/profile/Michael-Wright-5303/,/stats/acb/2003/Granada,2003,acb,Michael-Wright-5303,Granada
Amal McCaskill,Valladolid,18,31.3,19.4,16.9,21.6,2.42,13.5,73.8,18.2%,1.10,0.82,0.25,0.11,0.17,/profile/Amal-Mccaskill-3486/,/stats/acb/2003/Valladolid,2003,acb,Amal-Mccaskill-3486,Valladolid
Elmer Bennett,Vitoria,6,31.2,16.5,13.0,16.6,0.53,12.3,75.0,16.4%,1.07,0.92,0.26,0.39,0.16,/profile/Elmer-Bennett-1659/,/stats/acb/2003/Vitoria,2003,acb,Elmer-Bennett-1659,Vitoria
Carlos Jimenez,Estudiantes,40,31.2,18.6,15.6,20.0,4.82,10.4,75.8,13.7%,1.16,0.79,0.41,0.21,0.15,/profile/Carlos-Jimenez-5429/,/stats/acb/2003/Estudiantes,2003,acb,Carlos-Jimenez-5429,Estudiantes
Hurl Beechum,Caceres,34,30.8,15.1,11.4,14.7,2.25,13.7,75.8,18.1%,1.10,0.88,0.16,0.09,0.12,/profile/Hurl-Beechum-36787/,/stats/acb/2003/Caceres,2003,acb,Hurl-Beechum-36787,Caceres
Roman Montanez,Valladolid,34,30.8,11.3,8.9,11.5,0.26,11.6,73.8,15.7%,0.98,0.75,0.24,0.14,0.20,/profile/Roman-Montanez-36386/,/stats/acb/2003/Valladolid,2003,acb,Roman-Montanez-36386,Valladolid
Richard Scott,Fuenlabrada,33,30.8,20.8,17.1,22.2,5.06,17.0,77.1,22.1%,1.10,0.82,0.27,0.12,0.19,/profile/Richard-Scott-36364/,/stats/acb/2003/Fuenlabrada,2003,acb,Richard-Scott-36364,Fuenlabrada
Matt Santangelo,Sevilla,34,30.7,11.3,9.1,11.9,0.24,11.3,73.2,15.4%,0.90,0.82,0.15,0.33,0.17,/profile/Matt-Santangelo-35537/,/stats/acb/2003/Sevilla,2003,acb,Matt-Santangelo-35537,Sevilla
Danya Abrams,Sevilla,24,30.5,19.1,15.3,20.1,3.02,15.3,73.2,20.9%,1.11,0.85,0.32,0.10,0.19,/profile/Danya-Abrams-35864/,/stats/acb/2003/Sevilla,2003,acb,Danya-Abrams-35864,Sevilla
Pablo Prigioni,Alicante,37,30.4,16.7,13.1,17.2,3.27,9.4,73.5,12.8%,1.06,0.81,0.20,0.47,0.20,/profile/Pablo-Prigioni-5413/,/stats/acb/2003/Alicante,2003,acb,Pablo-Prigioni-5413,Alicante
Tyrone Ellis,Girona,34,30.2,11.3,7.9,10.4,0.23,11.1,73.8,15.1%,1.10,0.89,0.26,0.14,0.19,/profile/Tyrone-Ellis-36499/,/stats/acb/2003/Girona,2003,acb,Tyrone-Ellis-36499,Girona
Ferran Lopez,Caceres,33,30.0,9.5,8.1,10.7,-0.64,10.6,75.8,13.9%,0.84,0.80,0.26,0.36,0.22,/profile/Ferran-Lopez-35942/,/stats/acb/2003/Caceres,2003,acb,Ferran-Lopez-35942,Caceres
Maceo Baston,Joventut,16,29.8,21.9,18.2,24.4,2.63,13.5,75.1,18.0%,1.17,0.77,0.30,0.05,0.18,/profile/Maceo-Baston-1614/,/stats/acb/2003/Joventut,2003,acb,Maceo-Baston-1614,Joventut
Ruben Garces,Breogan,34,29.8,19.6,16.1,21.6,4.45,12.4,75.1,16.5%,1.07,0.84,0.29,0.04,0.18,/profile/Ruben-Garces-2507/,/stats/acb/2003/Breogan,2003,acb,Ruben-Garces-2507,Breogan
Luis Scola,Vitoria,33,29.8,21.9,16.7,22.5,5.42,14.6,75.0,19.5%,1.15,0.88,0.28,0.14,0.15,/profile/Luis-Scola-5184/,/stats/acb/2003/Vitoria,2003,acb,Luis-Scola-5184,Vitoria
Felipe Reyes,Estudiantes,40,29.7,24.8,19.2,25.8,8.25,13.1,75.8,17.3%,1.19,0.88,0.45,0.10,0.16,/profile/Felipe-Reyes-5342/,/stats/acb/2003/Estudiantes,2003,acb,Felipe-Reyes-5342,Estudiantes
Eric Struelens,Girona,34,29.6,20.2,16.7,22.6,4.71,11.2,73.8,15.2%,1.14,0.86,0.25,0.12,0.16,/profile/Eric-Struelens-35453/,/stats/acb/2003/Girona,2003,acb,Eric-Struelens-35453,Girona
Andres Nocioni,Vitoria,39,29.4,20.8,16.5,22.4,5.70,15.1,75.0,20.1%,1.10,0.83,0.31,0.10,0.15,/profile/Andres-Nocioni-3763/,/stats/acb/2003/Vitoria,2003,acb,Andres-Nocioni-3763,Vitoria
David Wood,Fuenlabrada,34,29.3,11.5,10.1,13.8,0.33,7.2,77.1,9.3%,1.20,0.96,0.17,0.09,0.09,/profile/David-Wood-4971/,/stats/acb/2003/Fuenlabrada,2003,acb,David-Wood-4971,Fuenlabrada
Gregor Fucka,Barcelona,41,29.3,15.0,12.4,16.9,2.51,12.2,73.9,16.5%,1.00,0.85,0.28,0.05,0.17,/profile/Gregor-Fucka-5568/,/stats/acb/2003/Barcelona,2003,acb,Gregor-Fucka-5568,Barcelona
Reggie Slater,Sevilla,8,29.3,19.2,14.6,20.0,0.97,14.3,73.2,19.5%,1.09,0.79,0.38,0.11,0.18,/profile/Reggie-Slater-4362/,/stats/acb/2003/Sevilla,2003,acb,Reggie-Slater-4362,Sevilla
Ryan Mendez,Granada,4,29.2,14.3,10.3,14.1,0.20,7.7,75.8,10.2%,1.39,1.03,0.10,0.16,0.10,/profile/Ryan-Mendez-37032/,/stats/acb/2003/Granada,2003,acb,Ryan-Mendez-37032,Granada
Darren Phillip,Girona,34,29.0,17.9,13.6,18.8,3.46,11.7,73.8,15.8%,1.08,0.79,0.43,0.08,0.19,/profile/Darren-Phillip-35869/,/stats/acb/2003/Girona,2003,acb,Darren-Phillip-35869,Girona
Carles Marco,Joventut,37,29.0,16.3,13.2,18.2,2.94,10.2,75.1,13.6%,1.02,0.77,0.19,0.55,0.23,/profile/Carles-Marco-35788/,/stats/acb/2003/Joventut,2003,acb,Carles-Marco-35788,Joventut
Alberto Herreros,Real Madrid,31,28.8,18.4,12.3,17.1,3.35,11.1,74.4,14.9%,1.23,0.85,0.33,0.11,0.10,/profile/Alberto-Herreros-35364/,/stats/acb/2003/Real%20Madrid,2003,acb,Alberto-Herreros-35364,Real%20Madrid
Norman Nolan,Valladolid,8,28.7,19.8,13.4,18.7,1.03,13.1,73.8,17.7%,1.19,1.01,0.30,0.04,0.06,/profile/Norman-Nolan-36295/,/stats/acb/2003/Valladolid,2003,acb,Norman-Nolan-36295,Valladolid
A.J. Bramlett,Lleida,34,28.6,17.1,13.0,18.1,3.04,12.2,76.5,15.9%,1.09,0.86,0.40,0.11,0.15,/profile/A.j.-Bramlett-1777/,/stats/acb/2003/Lleida,2003,acb,A.j.-Bramlett-1777,Lleida
Dejan Tomasevic,Valencia,39,28.6,18.3,14.9,20.9,4.13,11.5,73.2,15.7%,0.98,0.73,0.38,0.38,0.25,/profile/Dejan-Tomasevic-5591/,/stats/acb/2003/Valencia,2003,acb,Dejan-Tomasevic-5591,Valencia
Jerod Ward,Granada,16,28.6,12.0,7.9,11.1,0.28,15.3,75.8,20.2%,0.99,0.98,0.22,0.05,0.13,/profile/Jerod-Ward-36088/,/stats/acb/2003/Granada,2003,acb,Jerod-Ward-36088,Granada
Harper Williams,Manresa,26,28.5,21.3,16.2,22.7,3.86,12.5,75.9,16.5%,1.08,0.83,0.32,0.16,0.14,/profile/Harper-Williams-35494/,/stats/acb/2003/Manresa,2003,acb,Harper-Williams-35494,Manresa
Roger Grimau,Lleida,26,28.3,18.6,13.8,19.5,2.84,13.5,76.5,17.7%,1.06,0.68,0.41,0.21,0.21,/profile/Roger-Grimau-5630/,/stats/acb/2003/Lleida,2003,acb,Roger-Grimau-5630,Lleida
Juan Carlos Navarro,Barcelona,44,28.1,17.8,11.5,16.4,4.32,11.8,73.9,16.0%,1.17,0.83,0.34,0.18,0.12,/profile/Juan-Carlos-Navarro-5183/,/stats/acb/2003/Barcelona,2003,acb,Juan-Carlos-Navarro-5183,Barcelona
Ferran Lavina,Manresa,34,28.0,13.1,9.0,12.9,1.06,10.7,75.9,14.1%,1.03,0.78,0.33,0.20,0.20,/profile/Ferran-Lavina-36724/,/stats/acb/2003/Manresa,2003,acb,Ferran-Lavina-36724,Manresa
Javi Rodriguez,Breogan,34,28.0,18.2,12.7,18.2,3.50,10.7,75.1,14.3%,1.02,0.52,0.58,0.35,0.26,/profile/Javi-Rodriguez-36078/,/stats/acb/2003/Breogan,2003,acb,Javi-Rodriguez-36078,Breogan
Derrick Alston,Real Madrid,34,28.0,21.6,15.7,22.5,5.10,12.0,74.4,16.2%,1.14,0.87,0.29,0.12,0.13,/profile/Derrick-Alston-1490/,/stats/acb/2003/Real%20Madrid,2003,acb,Derrick-Alston-1490,Real%20Madrid
Paco Vazquez,Joventut,37,27.8,12.0,8.7,12.5,0.62,9.9,75.1,13.2%,1.10,0.78,0.24,0.14,0.18,/profile/Paco-Vazquez-36307/,/stats/acb/2003/Joventut,2003,acb,Paco-Vazquez-36307,Joventut
Giorgos Sigalas,Granada,24,27.7,10.5,8.6,12.5,-0.11,11.2,75.8,14.7%,0.84,0.80,0.29,0.21,0.18,/profile/Giorgos-Sigalas-35486/,/stats/acb/2003/Granada,2003,acb,Giorgos-Sigalas-35486,Granada
Andrae Patterson,Manresa,33,27.5,17.4,13.3,19.3,2.98,11.8,75.9,15.5%,1.07,0.95,0.15,0.07,0.17,/profile/Andrae-Patterson-3885/,/stats/acb/2003/Manresa,2003,acb,Andrae-Patterson-3885,Manresa
Albert Oliver,Manresa,34,27.5,16.9,12.1,17.6,2.84,10.2,75.9,13.5%,1.10,0.74,0.44,0.30,0.19,/profile/Albert-Oliver-5604/,/stats/acb/2003/Manresa,2003,acb,Albert-Oliver-5604,Manresa
Salva Guardia,Granada,17,27.5,18.4,13.9,20.3,1.77,11.1,75.8,14.7%,1.13,0.89,0.32,0.13,0.20,/profile/Salva-Guardia-36409/,/stats/acb/2003/Granada,2003,acb,Salva-Guardia-36409,Granada
Bud Eley,Gran Canaria,37,27.5,23.7,18.1,26.3,6.51,13.6,74.6,18.3%,1.14,0.77,0.37,0.08,0.17,/profile/Bud-Eley-5381/,/stats/acb/2003/Gran%20Canaria,2003,acb,Bud-Eley-5381,Gran%20Canaria
Francisco Elson,Sevilla,34,27.4,18.4,15.1,22.1,3.51,8.7,73.2,11.9%,1.12,0.79,0.31,0.11,0.19,/profile/Francisco-Elson-2356/,/stats/acb/2003/Sevilla,2003,acb,Francisco-Elson-2356,Sevilla
Fabricio Oberto,Valencia,45,27.4,22.2,16.4,23.9,6.98,10.9,73.2,14.8%,1.17,0.83,0.29,0.21,0.17,/profile/Fabricio-Oberto-5187/,/stats/acb/2003/Valencia,2003,acb,Fabricio-Oberto-5187,Valencia
Deon Thomas,Caceres,15,27.3,19.6,14.7,21.6,1.80,13.5,75.8,17.9%,1.13,0.80,0.36,0.07,0.14,/profile/Deon-Thomas-5641/,/stats/acb/2003/Caceres,2003,acb,Deon-Thomas-5641,Caceres
Andres Guibert,Valladolid,15,27.0,18.0,13.1,19.5,1.45,12.7,73.8,17.2%,1.04,0.78,0.38,0.12,0.18,/profile/Andres-Guibert-2663/,/stats/acb/2003/Valladolid,2003,acb,Andres-Guibert-2663,Valladolid
Sergio Ramos,Lleida,33,26.9,17.0,11.7,17.4,2.73,11.1,76.5,14.6%,1.13,0.78,0.37,0.08,0.14,/profile/Sergio-Ramos-36428/,/stats/acb/2003/Lleida,2003,acb,Sergio-Ramos-36428,Lleida
Cesar Sanmartin,Breogan,34,26.7,13.6,8.9,13.3,1.26,8.8,75.1,11.7%,1.10,0.92,0.23,0.13,0.20,/profile/Cesar-Sanmartin-35794/,/stats/acb/2003/Breogan,2003,acb,Cesar-Sanmartin-35794,Breogan
Carlos Cazorla,Sevilla,33,26.2,11.5,9.4,14.3,0.30,6.1,73.2,8.4%,0.98,0.76,0.26,0.32,0.20,/profile/Carlos-Cazorla-35790/,/stats/acb/2003/Sevilla,2003,acb,Carlos-Cazorla-35790,Sevilla
Nacho Ordin,Granada,34,26.0,12.6,8.4,13.0,0.80,8.9,75.8,11.8%,1.08,0.88,0.21,0.25,0.18,/profile/Nacho-Ordin-36261/,/stats/acb/2003/Granada,2003,acb,Nacho-Ordin-36261,Granada
Louis Bullock,Malaga,43,25.6,18.0,10.6,16.5,3.96,13.7,72.2,19.0%,1.07,0.82,0.31,0.15,0.15,/profile/Louis-Bullock-5223/,/stats/acb/2003/Malaga,2003,acb,Louis-Bullock-5223,Malaga
Oriol Junyent,Alicante,37,25.6,15.1,11.7,18.4,2.04,10.5,73.5,14.4%,1.05,0.81,0.32,0.09,0.19,/profile/Oriol-Junyent-36298/,/stats/acb/2003/Alicante,2003,acb,Oriol-Junyent-36298,Alicante
Gabe Muoneke,Caceres,16,25.5,17.8,11.7,18.3,1.43,12.9,75.8,17.0%,1.10,0.82,0.40,0.15,0.17,/profile/Gabe-Muoneke-5457/,/stats/acb/2003/Caceres,2003,acb,Gabe-Muoneke-5457,Caceres
Casey Schmidt,Manresa,25,25.5,13.4,8.5,13.3,0.82,9.1,75.9,12.0%,1.14,0.89,0.14,0.06,0.12,/profile/Casey-Schmidt-35400/,/stats/acb/2003/Manresa,2003,acb,Casey-Schmidt-35400,Manresa
Michael Ruffin,Lleida,34,25.1,14.8,11.4,18.2,1.71,6.8,76.5,8.9%,0.93,0.71,0.50,0.13,0.25,/profile/Michael-Ruffin-4193/,/stats/acb/2003/Lleida,2003,acb,Michael-Ruffin-4193,Lleida
Laurent Foirest,Vitoria,33,25.1,13.8,9.0,14.3,1.21,9.6,75.0,12.8%,1.06,0.88,0.20,0.16,0.13,/profile/Laurent-Foirest-35519/,/stats/acb/2003/Vitoria,2003,acb,Laurent-Foirest-35519,Vitoria
Nikola Radulovic,Joventut,36,25.0,14.6,10.7,17.1,1.71,9.2,75.1,12.2%,1.03,0.82,0.23,0.11,0.19,/profile/Nikola-Radulovic-36287/,/stats/acb/2003/Joventut,2003,acb,Nikola-Radulovic-36287,Joventut
Mario Stojic,Alicante,30,24.9,12.7,8.0,12.9,0.71,7.2,73.5,9.8%,1.08,0.80,0.30,0.25,0.13,/profile/Mario-Stojic-5380/,/stats/acb/2003/Alicante,2003,acb,Mario-Stojic-5380,Alicante
Gonzalo Martinez,Gran Canaria,37,24.8,12.5,8.1,13.0,0.75,8.8,74.6,11.8%,0.97,0.83,0.18,0.43,0.18,/profile/Gonzalo-Martinez-35489/,/stats/acb/2003/Gran%20Canaria,2003,acb,Gonzalo-Martinez-35489,Gran%20Canaria
Rodrigo De La Fuente,Barcelona,38,24.7,11.6,7.9,12.7,0.37,6.7,73.9,9.0%,1.07,0.93,0.22,0.16,0.12,/profile/Rodrigo-De-La-Fuente-5546/,/stats/acb/2003/Barcelona,2003,acb,Rodrigo-De-La-Fuente-5546,Barcelona
Alex Mumbru,Real Madrid,30,24.6,13.8,9.3,15.1,1.10,10.6,74.4,14.3%,1.01,0.82,0.18,0.12,0.18,/profile/Alex-Mumbru-5544/,/stats/acb/2003/Real%20Madrid,2003,acb,Alex-Mumbru-5544,Real%20Madrid
Todd Fuller,Manresa,7,24.4,9.7,7.6,12.4,-0.09,9.4,75.9,12.4%,0.91,0.82,0.23,0.00,0.21,/profile/Todd-Fuller-2490/,/stats/acb/2003/Manresa,2003,acb,Todd-Fuller-2490,Manresa
Stephane Dumas,Valladolid,16,24.4,15.7,10.0,16.4,0.94,7.3,73.8,9.9%,1.12,0.86,0.21,0.42,0.21,/profile/Stephane-Dumas-36455/,/stats/acb/2003/Valladolid,2003,acb,Stephane-Dumas-36455,Valladolid
Nikola Loncar,Estudiantes,41,24.3,11.4,6.8,11.2,0.30,8.4,75.8,11.1%,1.07,0.88,0.15,0.12,0.13,/profile/Nikola-Loncar-36286/,/stats/acb/2003/Estudiantes,2003,acb,Nikola-Loncar-36286,Estudiantes
Sarunas Jasikevicius,Barcelona,44,24.2,17.1,10.4,17.2,3.35,10.4,73.9,14.0%,1.13,0.75,0.25,0.31,0.22,/profile/Sarunas-Jasikevicius-5267/,/stats/acb/2003/Barcelona,2003,acb,Sarunas-Jasikevicius-5267,Barcelona
Jay Larranaga,Gran Canaria,37,24.0,13.2,8.3,13.8,1.03,7.9,74.6,10.6%,1.14,0.90,0.13,0.15,0.16,/profile/Jay-Larranaga-36815/,/stats/acb/2003/Gran%20Canaria,2003,acb,Jay-Larranaga-36815,Gran%20Canaria
Alessandro Abbio,Valencia,18,23.8,12.6,7.4,12.4,0.37,7.2,73.2,9.9%,1.10,0.87,0.33,0.26,0.12,/profile/Alessandro-Abbio-35365/,/stats/acb/2003/Valencia,2003,acb,Alessandro-Abbio-35365,Valencia
Michael Hawkins,Real Madrid,8,23.6,11.6,8.0,13.5,0.07,6.2,74.4,8.3%,1.07,0.85,0.12,0.36,0.16,/profile/Michael-Hawkins-2766/,/stats/acb/2003/Real%20Madrid,2003,acb,Michael-Hawkins-2766,Real%20Madrid
Leandro Palladino,Vitoria,35,23.5,11.4,6.5,11.0,0.22,6.8,75.0,9.0%,1.13,0.98,0.14,0.11,0.08,/profile/Leandro-Palladino-36879/,/stats/acb/2003/Vitoria,2003,acb,Leandro-Palladino-36879,Vitoria
J.A. Paraiso,Valencia,40,23.5,16.0,9.4,16.0,2.41,8.3,73.2,11.3%,1.22,0.84,0.37,0.10,0.15,/profile/J.A.-Paraiso-36058/,/stats/acb/2003/Valencia,2003,acb,J.A.-Paraiso-36058,Valencia
Joseph Gomis,Breogan,34,23.4,11.9,6.6,11.2,0.41,8.9,75.1,11.9%,1.05,0.88,0.22,0.16,0.18,/profile/Joseph-Gomis-5376/,/stats/acb/2003/Breogan,2003,acb,Joseph-Gomis-5376,Breogan
Rashard Griffith,Vitoria,28,23.0,14.6,10.0,17.3,1.20,6.8,75.0,9.0%,1.05,0.79,0.34,0.13,0.21,/profile/Rashard-Griffith-35584/,/stats/acb/2003/Vitoria,2003,acb,Rashard-Griffith-35584,Vitoria
Jabari Smith,Granada,7,23.0,12.4,7.9,13.7,0.13,8.7,75.8,11.5%,0.95,0.95,0.38,0.10,0.15,/profile/Jabari-Smith-4391/,/stats/acb/2003/Granada,2003,acb,Jabari-Smith-4391,Granada
Anderson Varejao,Barcelona,4,23.0,16.0,10.8,18.7,0.24,8.3,73.9,11.3%,0.99,0.63,0.39,0.03,0.30,/profile/Anderson-Varejao-4699/,/stats/acb/2003/Barcelona,2003,acb,Anderson-Varejao-4699,Barcelona
Juan Espil,Joventut,37,22.9,14.3,8.1,14.1,1.48,11.4,75.1,15.2%,1.00,0.80,0.25,0.13,0.12,/profile/Juan-Espil-36122/,/stats/acb/2003/Joventut,2003,acb,Juan-Espil-36122,Joventut
Adam Keefe,Estudiantes,33,22.7,15.1,9.9,17.4,1.58,5.9,75.8,7.8%,1.11,0.88,0.25,0.13,0.19,/profile/Adam-Keefe-3112/,/stats/acb/2003/Estudiantes,2003,acb,Adam-Keefe-3112,Estudiantes
Ademola Okulaja,Malaga,42,22.7,16.5,9.9,17.4,2.71,8.3,72.2,11.5%,1.04,0.92,0.27,0.12,0.18,/profile/Ademola-Okulaja-35676/,/stats/acb/2003/Malaga,2003,acb,Ademola-Okulaja-35676,Malaga
Milan Gurovic,Malaga,40,22.6,16.3,8.4,14.8,2.44,9.4,72.2,13.0%,1.13,0.89,0.36,0.08,0.09,/profile/Milan-Gurovic-5347/,/stats/acb/2003/Malaga,2003,acb,Milan-Gurovic-5347,Malaga
Daniel Garcia,Caceres,32,22.3,15.8,10.0,18.0,1.76,8.2,75.8,10.8%,1.08,0.91,0.18,0.17,0.16,/profile/Daniel-Garcia-35424/,/stats/acb/2003/Caceres,2003,acb,Daniel-Garcia-35424,Caceres
Antonio Bueno,Joventut,37,22.1,16.9,10.4,18.8,2.46,7.8,75.1,10.4%,1.19,0.83,0.32,0.04,0.18,/profile/Antonio-Bueno-35738/,/stats/acb/2003/Joventut,2003,acb,Antonio-Bueno-35738,Joventut
Todd Fuller,Joventut,3,22.1,1.7,3.0,5.4,-0.30,5.9,75.1,7.8%,0.62,0.74,0.11,0.00,0.34,/profile/Todd-Fuller-2490/,/stats/acb/2003/Joventut,2003,acb,Todd-Fuller-2490,Joventut
Corey Brewer,Estudiantes,39,22.1,20.0,9.9,17.9,3.92,11.4,75.8,15.1%,1.20,0.95,0.33,0.11,0.14,/profile/Corey-Brewer-39058/,/stats/acb/2003/Estudiantes,2003,acb,Corey-Brewer-39058,Estudiantes
Ricardo Guillen,Granada,11,22.0,15.4,10.3,18.6,0.55,8.0,75.8,10.6%,1.02,0.85,0.29,0.07,0.12,/profile/Ricardo-Guillen-36361/,/stats/acb/2003/Granada,2003,acb,Ricardo-Guillen-36361,Granada
Jorge Racca,Breogan,34,22.0,12.9,6.2,11.3,0.77,5.9,75.1,7.9%,1.31,0.98,0.27,0.05,0.07,/profile/Jorge-Racca-35511/,/stats/acb/2003/Breogan,2003,acb,Jorge-Racca-35511,Breogan
Ruben Wolkowyski,Vitoria,19,21.9,14.5,8.9,16.3,0.76,6.9,75.0,9.2%,1.09,0.85,0.32,0.13,0.22,/profile/Ruben-Wolkowyski-4968/,/stats/acb/2003/Vitoria,2003,acb,Ruben-Wolkowyski-4968,Vitoria
Jason Klein,Gran Canaria,37,21.9,11.1,6.1,11.2,0.12,6.2,74.6,8.4%,1.20,1.04,0.07,0.10,0.09,/profile/Jason-Klein-36074/,/stats/acb/2003/Gran%20Canaria,2003,acb,Jason-Klein-36074,Gran%20Canaria
Alberto Angulo,Lleida,28,21.8,14.8,8.5,15.5,1.20,10.1,76.5,13.1%,0.95,0.77,0.24,0.15,0.19,/profile/Alberto-Angulo-35363/,/stats/acb/2003/Lleida,2003,acb,Alberto-Angulo-35363,Lleida
Roberto Duenas,Barcelona,44,21.8,19.3,12.7,23.3,4.07,9.1,73.9,12.3%,1.05,0.74,0.31,0.07,0.20,/profile/Roberto-Duenas-35590/,/stats/acb/2003/Barcelona,2003,acb,Roberto-Duenas-35590,Barcelona
Bernard Hopkins,Valencia,40,21.8,20.5,11.6,21.2,4.18,8.3,73.2,11.4%,1.23,0.89,0.33,0.10,0.14,/profile/Bernard-Hopkins-35763/,/stats/acb/2003/Valencia,2003,acb,Bernard-Hopkins-35763,Valencia
Ignacio Azofra,Estudiantes,41,21.8,9.9,6.8,12.5,-0.43,7.0,75.8,9.3%,0.86,0.82,0.18,0.51,0.25,/profile/Ignacio-Azofra-35499/,/stats/acb/2003/Estudiantes,2003,acb,Ignacio-Azofra-35499,Estudiantes
Moustapha Sonko,Malaga,40,21.5,13.3,7.6,14.1,1.06,7.1,72.2,9.8%,1.05,0.74,0.37,0.23,0.20,/profile/Moustapha-Sonko-36253/,/stats/acb/2003/Malaga,2003,acb,Moustapha-Sonko-36253,Malaga
