Player,Team,G,MP,PTS,FGA,PTS_per_Play,TS_Pct,eFG_Pct,FT_Rate,Three_Pt_Rate,AST,AST_to_FGA_Ratio,AST_to_TO_Ratio,PPR,STL,BLK,PF,Player_Link,Team_Link,Season,League,DX_Player_ID,DX_Team_ID
Jermaine Guice,Le Havre,38,39.2,20.1,11.4,1.10,0.68,0.59,0.69,0.47,5.55,0.49,1.94,2.11,2.6,0.1,2.5,/profile/Jermaine-Guice-36824/,/stats/french/2005/Le%20Havre,2005,french,Jermaine-Guice-36824,Le%20Havre
Ime Udoka,Vichy,9,38.6,24.2,17.2,0.98,0.59,0.57,0.43,0.41,5.33,0.31,1.45,-0.28,1.2,0.3,3.1,/profile/Ime-Udoka-4675/,/stats/french/2005/Vichy,2005,french,Ime-Udoka-4675,Vichy
Tariq Kirksay,Nancy,41,36.8,14.3,10.4,0.91,0.58,0.54,0.39,0.23,4.54,0.44,1.43,-0.39,2.6,0.6,2.5,/profile/Tariq-Kirksay-5221/,/stats/french/2005/Nancy,2005,french,Tariq-Kirksay-5221,Nancy
Laurent Sciarra,Gravelines,28,35.8,10.8,6.4,1.07,0.68,0.60,0.56,0.56,7.36,1.16,3.68,8.13,1.6,0.0,2.9,/profile/Laurent-Sciarra-36159/,/stats/french/2005/Gravelines,2005,french,Laurent-Sciarra-36159,Gravelines
Jason Rowe,Hyeres-Toulon,34,35.6,19.9,14.9,0.98,0.60,0.56,0.27,0.44,6.00,0.40,1.76,1.66,2.4,0.0,2.2,/profile/Jason-Rowe-36812/,/stats/french/2005/Hyeres-Toulon,2005,french,Jason-Rowe-36812,Hyeres-Toulon
Tony Stanley,Le Havre,38,35.3,17.8,14.2,1.01,0.57,0.55,0.24,0.60,1.76,0.12,0.96,-1.87,2.2,0.1,3.0,/profile/Tony-Stanley-37100/,/stats/french/2005/Le%20Havre,2005,french,Tony-Stanley-37100,Le%20Havre
Pat Durham,Le Havre,38,35.0,10.4,9.3,0.83,0.51,0.47,0.24,0.73,2.34,0.25,1.07,-1.77,1.1,0.5,2.6,/profile/Pat-Durham-2300/,/stats/french/2005/Le%20Havre,2005,french,Pat-Durham-2300,Le%20Havre
Saddi Washington,Bourg,15,34.5,15.7,12.5,0.99,0.57,0.52,0.24,0.43,1.47,0.12,0.79,-2.63,1.1,0.2,2.7,/profile/Saddi-Washington-37040/,/stats/french/2005/Bourg,2005,french,Saddi-Washington-37040,Bourg
Mike Smith,Vichy,33,34.1,16.8,13.5,0.94,0.57,0.54,0.21,0.67,2.33,0.17,0.77,-4.18,1.4,0.8,2.2,/profile/Mike-Smith-4403/,/stats/french/2005/Vichy,2005,french,Mike-Smith-4403,Vichy
K'Zell Wesson,Gravelines,36,34.0,16.3,11.4,0.96,0.60,0.58,0.43,0.11,2.89,0.25,0.93,-3.49,0.8,0.8,3.1,/profile/K-Zell-Wesson-5583/,/stats/french/2005/Gravelines,2005,french,K-Zell-Wesson-5583,Gravelines
Rowan Barrett,Dijon,31,33.7,21.5,15.5,1.04,0.61,0.56,0.31,0.38,3.06,0.20,1.10,-2.17,1.1,0.3,3.2,/profile/Rowan-Barrett-36390/,/stats/french/2005/Dijon,2005,french,Rowan-Barrett-36390,Dijon
Eric Micoud,Dijon,32,33.7,9.8,6.7,0.99,0.65,0.61,0.26,0.78,4.50,0.67,1.97,2.13,0.7,0.0,2.1,/profile/Eric-Micoud-36705/,/stats/french/2005/Dijon,2005,french,Eric-Micoud-36705,Dijon
Clint Harrison,Paris Basket Racing,36,33.3,16.1,11.8,1.05,0.61,0.57,0.27,0.50,2.25,0.19,1.21,-1.15,1.7,0.1,3.0,/profile/Clint-Harrison-36630/,/stats/french/2005/Paris%20Basket%20Racing,2005,french,Clint-Harrison-36630,Paris%20Basket%20Racing
Marques Green,Roanne,22,33.0,17.0,14.1,0.88,0.56,0.53,0.18,0.52,6.86,0.49,1.76,1.96,3.5,0.1,2.3,/profile/Marques-Green-5469/,/stats/french/2005/Roanne,2005,french,Marques-Green-5469,Roanne
Terrell Lyday,Villeurbanne,38,32.8,17.5,12.3,1.05,0.62,0.58,0.33,0.42,4.47,0.36,1.93,2.02,1.7,0.3,2.7,/profile/Terrell-Lyday-5563/,/stats/french/2005/Villeurbanne,2005,french,Terrell-Lyday-5563,Villeurbanne
Gary Alexander,Roanne,33,32.7,10.5,7.6,0.86,0.60,0.59,0.33,0.01,2.15,0.28,0.64,-5.70,1.3,0.6,2.8,/profile/Gary-Alexander-1476/,/stats/french/2005/Roanne,2005,french,Gary-Alexander-1476,Roanne
Cyril Akpomedah,Cholet,36,32.7,13.8,10.9,0.94,0.55,0.51,0.35,0.35,1.83,0.17,1.03,-1.73,0.6,2.1,1.6,/profile/Cyril-Akpomedah-37243/,/stats/french/2005/Cholet,2005,french,Cyril-Akpomedah-37243,Cholet
Tony Akins,Roanne,9,32.4,13.9,10.0,1.02,0.63,0.61,0.24,0.49,6.22,0.62,2.67,5.41,1.6,0.0,3.2,/profile/Tony-Akins-5595/,/stats/french/2005/Roanne,2005,french,Tony-Akins-5595,Roanne
Rob Feaster,Reims,19,32.2,21.0,15.8,1.04,0.61,0.58,0.21,0.31,2.84,0.18,1.06,-2.47,1.3,0.2,3.3,/profile/Rob-Feaster-38144/,/stats/french/2005/Reims,2005,french,Rob-Feaster-38144,Reims
Mire Chatman,Pau-Orthez,35,32.1,15.4,11.9,0.94,0.57,0.54,0.32,0.37,6.00,0.51,2.31,4.34,2.3,0.1,1.9,/profile/Mire-Chatman-5395/,/stats/french/2005/Pau-Orthez,2005,french,Mire-Chatman-5395,Pau-Orthez
Ryan Fletcher,Reims,15,32.0,18.0,14.2,0.90,0.56,0.51,0.31,0.04,1.40,0.10,0.40,-7.99,1.3,0.2,2.1,/profile/Ryan-Fletcher-37332/,/stats/french/2005/Reims,2005,french,Ryan-Fletcher-37332,Reims
Steeve Essart,Bourg,36,31.9,8.8,6.3,0.92,0.58,0.52,0.48,0.38,5.31,0.85,2.94,5.54,1.2,0.1,1.4,/profile/Steeve-Essart-37629/,/stats/french/2005/Bourg,2005,french,Steeve-Essart-37629,Bourg
Laurent Bernard,Hyeres-Toulon,33,31.8,14.0,9.9,0.99,0.58,0.53,0.48,0.32,1.94,0.20,1.03,-1.85,1.4,0.2,2.7,/profile/Laurent-Bernard-36874/,/stats/french/2005/Hyeres-Toulon,2005,french,Laurent-Bernard-36874,Hyeres-Toulon
Demba Mbengue,Clermont,33,31.7,10.9,9.5,0.84,0.51,0.50,0.29,0.16,1.48,0.16,0.70,-3.59,1.4,0.4,2.8,/profile/Demba-Mbengue-37811/,/stats/french/2005/Clermont,2005,french,Demba-Mbengue-37811,Clermont
Laurent Pluvy,Le Havre,33,31.6,8.8,7.2,0.82,0.53,0.47,0.31,0.62,5.42,0.75,2.32,4.03,1.5,0.0,2.6,/profile/Laurent-Pluvy-36878/,/stats/french/2005/Le%20Havre,2005,french,Laurent-Pluvy-36878,Le%20Havre
Anthony Stanford,Chalons-en-Champagne,20,31.5,7.6,7.1,0.80,0.48,0.44,0.26,0.57,3.00,0.43,2.00,1.57,2.2,0.5,2.3,/profile/Anthony-Stanford-37733/,/stats/french/2005/Chalons-en-Champagne,2005,french,Anthony-Stanford-37733,Chalons-en-Champagne
Babacar Cisse,Vichy,30,31.3,13.3,12.6,0.82,0.50,0.48,0.13,0.29,6.27,0.50,2.21,4.15,1.2,0.0,1.9,/profile/Babacar-Cisse-36591/,/stats/french/2005/Vichy,2005,french,Babacar-Cisse-36591,Vichy
Marc Brown,Reims,12,31.3,12.8,11.2,0.97,0.54,0.53,0.13,0.37,6.42,0.57,5.13,9.78,0.9,0.1,2.0,/profile/Marc-Brown-38021/,/stats/french/2005/Reims,2005,french,Marc-Brown-38021,Reims
Marcus Wilson,Gravelines,24,31.2,16.4,11.5,1.08,0.61,0.55,0.37,0.50,2.79,0.24,1.76,0.89,0.7,0.0,2.0,/profile/Marcus-Wilson-37474/,/stats/french/2005/Gravelines,2005,french,Marcus-Wilson-37474,Gravelines
Laurent Legname,Hyeres-Toulon,34,31.0,10.9,8.5,1.00,0.58,0.55,0.22,0.53,2.76,0.32,1.84,1.11,1.0,0.0,1.6,/profile/Laurent-Legname-36876/,/stats/french/2005/Hyeres-Toulon,2005,french,Laurent-Legname-36876,Hyeres-Toulon
Jimmal Ball,Cholet,35,30.6,13.3,10.9,0.92,0.53,0.49,0.31,0.25,4.57,0.42,2.46,3.96,1.7,0.1,2.0,/profile/Jimmal-Ball-37400/,/stats/french/2005/Cholet,2005,french,Jimmal-Ball-37400,Cholet
Jeff Greer,Strasbourg,39,30.5,12.2,9.5,0.95,0.57,0.54,0.28,0.49,2.31,0.24,1.13,-1.66,1.5,0.4,2.0,/profile/Jeff-Greer-5906/,/stats/french/2005/Strasbourg,2005,french,Jeff-Greer-5906,Strasbourg
LeRoy Hurd,Chalons-en-Champagne,7,30.4,10.0,11.6,0.66,0.40,0.36,0.21,0.27,1.71,0.15,0.75,-3.71,0.9,0.3,2.4,/profile/LeRoy-Hurd-5615/,/stats/french/2005/Chalons-en-Champagne,2005,french,LeRoy-Hurd-5615,Chalons-en-Champagne
Bernard King,Villeurbanne,19,30.4,13.7,10.6,0.94,0.57,0.53,0.31,0.49,5.00,0.47,2.11,3.15,1.0,0.3,3.1,/profile/Bernard-King-32428/,/stats/french/2005/Villeurbanne,2005,french,Bernard-King-32428,Villeurbanne
Thabo Sefolosha,Chalon,40,30.3,9.4,7.3,0.91,0.56,0.53,0.32,0.28,2.35,0.32,1.31,-0.79,1.5,1.0,2.7,/profile/Thabo-Sefolosha-280/,/stats/french/2005/Chalon,2005,french,Thabo-Sefolosha-280,Chalon
Darius Lane,Roanne,33,30.3,15.8,12.4,1.05,0.58,0.55,0.23,0.54,1.36,0.11,1.02,-1.35,1.7,0.1,2.5,/profile/Darius-Lane-34163/,/stats/french/2005/Roanne,2005,french,Darius-Lane-34163,Roanne
Mamoutou Diarra,Paris Basket Racing,24,30.2,10.3,9.2,0.87,0.50,0.47,0.30,0.47,2.08,0.23,1.52,0.05,1.2,0.1,1.7,/profile/Mamoutou-Diarra-5586/,/stats/french/2005/Paris%20Basket%20Racing,2005,french,Mamoutou-Diarra-5586,Paris%20Basket%20Racing
Harold Doyal,Chalons-en-Champagne,34,30.0,12.5,10.4,0.92,0.54,0.49,0.28,0.05,1.56,0.15,0.85,-2.58,0.8,0.2,2.4,/profile/Harold-Doyal-37905/,/stats/french/2005/Chalons-en-Champagne,2005,french,Harold-Doyal-37905,Chalons-en-Champagne
Jean-Philippe Tailleman,Reims,32,30.0,12.3,10.6,0.97,0.56,0.54,0.12,0.53,1.34,0.13,0.90,-2.03,1.0,0.1,2.0,/profile/Jean-Philippe-Tailleman-37950/,/stats/french/2005/Reims,2005,french,Jean-Philippe-Tailleman-37950,Reims
Curtis Bobb,Bourg,21,29.8,12.2,10.6,0.90,0.52,0.49,0.22,0.64,1.95,0.18,1.11,-1.58,1.5,0.2,2.2,/profile/Curtis-Bobb-37785/,/stats/french/2005/Bourg,2005,french,Curtis-Bobb-37785,Bourg
Cedric Ferchaud,Cholet,36,29.3,11.1,8.7,1.02,0.59,0.57,0.20,0.60,2.58,0.30,1.94,1.35,0.7,0.2,2.8,/profile/Cedric-Ferchaud-36613/,/stats/french/2005/Cholet,2005,french,Cedric-Ferchaud-36613,Cholet
Thomas Andrieux,Chalons-en-Champagne,33,29.3,11.8,10.3,0.91,0.52,0.49,0.22,0.57,2.30,0.22,1.49,-0.03,1.1,0.2,2.2,/profile/Thomas-Andrieux-37093/,/stats/french/2005/Chalons-en-Champagne,2005,french,Thomas-Andrieux-37093,Chalons-en-Champagne
David Melody,Clermont,33,29.2,10.3,9.4,0.87,0.50,0.47,0.19,0.39,2.76,0.29,1.82,1.11,1.3,0.1,1.8,/profile/David-Melody-37806/,/stats/french/2005/Clermont,2005,french,David-Melody-37806,Clermont
Artur Drozdov,Pau-Orthez,33,29.2,10.6,8.2,1.04,0.59,0.58,0.21,0.39,2.67,0.32,2.32,2.13,1.6,0.6,2.0,/profile/Artur-Drozdov-5118/,/stats/french/2005/Pau-Orthez,2005,french,Artur-Drozdov-5118,Pau-Orthez
John Best,Chalon,39,29.2,15.6,10.2,1.07,0.65,0.59,0.39,0.37,1.72,0.17,0.73,-4.25,0.9,0.1,3.1,/profile/John-Best-37403/,/stats/french/2005/Chalon,2005,french,John-Best-37403,Chalon
Kyle Milling,Hyeres-Toulon,35,29.1,6.6,5.0,0.83,0.55,0.57,0.41,0.00,1.26,0.25,0.70,-3.32,0.6,0.3,3.3,/profile/Kyle-Milling-36156/,/stats/french/2005/Hyeres-Toulon,2005,french,Kyle-Milling-36156,Hyeres-Toulon
Boniface Ndong,Dijon,34,29.0,14.6,11.6,0.92,0.55,0.52,0.33,0.01,1.35,0.12,0.55,-5.30,0.6,1.1,3.1,/profile/Boniface-Ndong-5121/,/stats/french/2005/Dijon,2005,french,Boniface-Ndong-5121,Dijon
Luc-Arthur Vebobe,Paris Basket Racing,36,28.9,11.1,8.3,0.91,0.55,0.53,0.51,0.19,1.42,0.17,0.81,-2.95,1.1,0.5,2.4,/profile/Luc-Arthur-Vebobe-34815/,/stats/french/2005/Paris%20Basket%20Racing,2005,french,Luc-Arthur-Vebobe-34815,Paris%20Basket%20Racing
Charles Gosa,Clermont,26,28.8,12.5,10.1,0.93,0.55,0.51,0.30,0.38,1.15,0.11,0.65,-3.48,1.3,0.6,1.9,/profile/Charles-Gosa-37771/,/stats/french/2005/Clermont,2005,french,Charles-Gosa-37771,Clermont
Andrzej Pluta,Chalons-en-Champagne,34,28.8,13.4,10.7,0.89,0.56,0.51,0.26,0.46,2.74,0.26,0.94,-3.74,0.8,0.0,3.3,/profile/Andrzej-Pluta-37179/,/stats/french/2005/Chalons-en-Champagne,2005,french,Andrzej-Pluta-37179,Chalons-en-Champagne
Jelani Gardner,Chalons-en-Champagne,4,28.8,8.5,9.0,0.68,0.44,0.42,0.17,0.25,5.00,0.56,1.82,2.01,1.5,0.0,2.3,/profile/Jelani-Gardner-37393/,/stats/french/2005/Chalons-en-Champagne,2005,french,Jelani-Gardner-37393,Chalons-en-Champagne
Dainius Adomaitis,Gravelines,32,28.5,10.0,6.8,1.08,0.64,0.60,0.33,0.45,1.38,0.20,1.02,-1.50,0.7,0.2,2.6,/profile/Dainius-Adomaitis-35847/,/stats/french/2005/Gravelines,2005,french,Dainius-Adomaitis-35847,Gravelines
Ondrej Starosta,Chalons-en-Champagne,34,28.4,12.1,7.6,1.01,0.66,0.65,0.49,0.00,1.06,0.14,0.41,-6.44,0.6,1.1,2.6,/profile/Ondrej-Starosta-36986/,/stats/french/2005/Chalons-en-Champagne,2005,french,Ondrej-Starosta-36986,Chalons-en-Champagne
Dusan Nedic,Hyeres-Toulon,12,28.0,12.8,12.2,0.84,0.49,0.46,0.17,0.18,1.58,0.13,0.76,-3.69,0.9,0.5,2.4,/profile/Dusan-Nedic-36688/,/stats/french/2005/Hyeres-Toulon,2005,french,Dusan-Nedic-36688,Hyeres-Toulon
Rico Hill,Dijon,18,28.0,11.5,10.8,0.83,0.50,0.46,0.16,0.22,2.78,0.26,1.25,-1.32,1.6,0.2,3.5,/profile/Rico-Hill-35587/,/stats/french/2005/Dijon,2005,french,Rico-Hill-35587,Dijon
Rahshon Turner,Le Mans,36,28.0,13.8,10.0,0.93,0.59,0.55,0.40,0.07,2.08,0.21,0.71,-5.52,1.0,0.4,3.1,/profile/Rahshon-Turner-37009/,/stats/french/2005/Le%20Mans,2005,french,Rahshon-Turner-37009,Le%20Mans
Ricardo Greer,Strasbourg,39,27.9,10.7,7.8,0.92,0.58,0.54,0.40,0.26,3.41,0.43,1.55,0.24,1.3,0.1,2.1,/profile/Ricardo-Greer-5370/,/stats/french/2005/Strasbourg,2005,french,Ricardo-Greer-5370,Strasbourg
John Linehan,Paris Basket Racing,31,27.5,8.1,7.2,0.79,0.49,0.42,0.34,0.29,4.39,0.61,2.31,3.93,2.7,0.0,3.3,/profile/John-Linehan-34271/,/stats/french/2005/Paris%20Basket%20Racing,2005,french,John-Linehan-34271,Paris%20Basket%20Racing
Tomislav Ruzic,Villeurbanne,38,27.5,11.2,8.6,1.03,0.59,0.56,0.24,0.07,1.29,0.15,1.09,-1.17,0.8,0.4,3.1,/profile/Tomislav-Ruzic-35625/,/stats/french/2005/Villeurbanne,2005,french,Tomislav-Ruzic-35625,Villeurbanne
Dwayne Archbold,Clermont,7,27.3,8.1,8.6,0.72,0.45,0.43,0.10,0.40,1.43,0.17,0.63,-4.91,1.6,0.3,2.3,/profile/Dwayne-Archbold-34159/,/stats/french/2005/Clermont,2005,french,Dwayne-Archbold-34159,Clermont
Shaun Fein,Reims,11,27.3,9.4,7.5,0.90,0.60,0.58,0.10,0.45,2.73,0.37,1.07,-2.69,0.6,0.0,1.9,/profile/Shaun-Fein-37620/,/stats/french/2005/Reims,2005,french,Shaun-Fein-37620,Reims
Danny Strong,Gravelines,11,27.1,13.9,10.9,1.04,0.60,0.58,0.16,0.58,1.45,0.13,0.89,-2.46,1.6,0.1,3.5,/profile/Danny-Strong-36651/,/stats/french/2005/Gravelines,2005,french,Danny-Strong-36651,Gravelines
Hollis Price,Le Mans,29,27.1,12.7,9.4,0.97,0.60,0.55,0.27,0.54,4.07,0.43,1.69,1.12,1.3,0.0,2.0,/profile/Hollis-Price-5202/,/stats/french/2005/Le%20Mans,2005,french,Hollis-Price-5202,Le%20Mans
Deron Hayes,Nancy,41,26.9,8.6,6.5,1.11,0.63,0.62,0.13,0.72,1.76,0.27,2.18,1.32,0.6,0.0,1.4,/profile/Deron-Hayes-36664/,/stats/french/2005/Nancy,2005,french,Deron-Hayes-36664,Nancy
Claude Marquis,Cholet,34,26.9,15.6,10.4,0.98,0.61,0.58,0.50,0.01,0.79,0.08,0.28,-8.70,0.6,0.4,2.6,/profile/Claude-Marquis-5480/,/stats/french/2005/Cholet,2005,french,Claude-Marquis-5480,Cholet
Floyd Miller,Le Havre,2,26.5,12.0,11.5,0.71,0.47,0.48,0.26,0.04,1.00,0.09,0.25,-12.49,1.0,0.0,3.0,/profile/Floyd-Miller-36726/,/stats/french/2005/Le%20Havre,2005,french,Floyd-Miller-36726,Le%20Havre
Ian Lockhart,Hyeres-Toulon,21,26.5,10.7,7.2,1.01,0.65,0.63,0.34,0.06,0.86,0.12,0.38,-6.33,1.3,0.1,3.5,/profile/Ian-Lockhart-3339/,/stats/french/2005/Hyeres-Toulon,2005,french,Ian-Lockhart-3339,Hyeres-Toulon
Chauncey Leslie,Vichy,19,26.4,11.6,9.4,0.89,0.54,0.51,0.29,0.39,2.84,0.30,1.26,-1.35,2.1,0.3,3.2,/profile/Chauncey-Leslie-33168/,/stats/french/2005/Vichy,2005,french,Chauncey-Leslie-33168,Vichy
Dan McClintock,Nancy,40,26.3,14.4,9.8,1.05,0.63,0.60,0.39,0.01,0.85,0.09,0.43,-5.20,0.5,1.2,2.9,/profile/Dan-Mcclintock-3489/,/stats/french/2005/Nancy,2005,french,Dan-Mcclintock-3489,Nancy
Sharif Fajardo,Strasbourg,38,26.3,13.6,10.2,0.96,0.57,0.51,0.40,0.21,0.92,0.09,0.47,-5.00,0.9,0.2,2.9,/profile/Sharif-Fajardo-37619/,/stats/french/2005/Strasbourg,2005,french,Sharif-Fajardo-37619,Strasbourg
Peter Lisicky,Paris Basket Racing,6,26.0,7.0,6.3,0.98,0.54,0.53,0.05,0.82,3.50,0.55,5.25,6.79,1.0,0.2,2.5,/profile/Peter-Lisicky-35582/,/stats/french/2005/Paris%20Basket%20Racing,2005,french,Peter-Lisicky-35582,Paris%20Basket%20Racing
Aymeric Jeanneau,Strasbourg,39,25.9,6.8,4.6,0.84,0.60,0.55,0.54,0.38,4.36,0.94,1.95,2.56,0.9,0.1,2.6,/profile/Aymeric-Jeanneau-36589/,/stats/french/2005/Strasbourg,2005,french,Aymeric-Jeanneau-36589,Strasbourg
Huseyin Besok,Villeurbanne,37,25.9,11.8,9.6,0.89,0.54,0.49,0.33,0.02,2.97,0.31,1.45,-0.28,0.6,0.8,3.3,/profile/Huseyin-Besok-36029/,/stats/french/2005/Villeurbanne,2005,french,Huseyin-Besok-36029,Villeurbanne
Laurent Foirest,Pau-Orthez,22,25.9,10.5,7.2,1.05,0.61,0.56,0.42,0.60,2.95,0.41,2.24,2.51,1.0,0.2,2.8,/profile/Laurent-Foirest-35519/,/stats/french/2005/Pau-Orthez,2005,french,Laurent-Foirest-35519,Pau-Orthez
Arthur Lee,Chalon,26,25.8,13.9,8.0,1.23,0.71,0.63,0.51,0.38,2.12,0.26,1.72,0.71,1.5,0.0,2.4,/profile/Arthur-Lee-5691/,/stats/french/2005/Chalon,2005,french,Arthur-Lee-5691,Chalon
Branko Sindjelic,Bourg,36,25.7,11.4,9.3,0.93,0.57,0.55,0.16,0.38,1.31,0.14,0.59,-5.38,0.5,0.1,2.6,/profile/Branko-Sindjelic-37220/,/stats/french/2005/Bourg,2005,french,Branko-Sindjelic-37220,Bourg
Stanley Jackson,Chalon,40,25.6,7.8,6.6,0.81,0.55,0.53,0.19,0.48,4.60,0.70,1.88,2.46,1.8,0.4,2.8,/profile/Stanley-Jackson-2949/,/stats/french/2005/Chalon,2005,french,Stanley-Jackson-2949,Chalon
Antoine Gillespie,Reims,21,25.6,9.9,8.6,0.88,0.53,0.50,0.20,0.52,2.48,0.29,1.37,-0.63,0.6,0.0,2.9,/profile/Antoine-Gillespie-37734/,/stats/french/2005/Reims,2005,french,Antoine-Gillespie-37734,Reims
Chris Garner,Paris Basket Racing,2,25.5,4.0,4.5,0.62,0.40,0.33,0.22,0.67,3.00,0.67,2.00,2.08,1.0,0.0,3.5,/profile/Chris-Garner-2518/,/stats/french/2005/Paris%20Basket%20Racing,2005,french,Chris-Garner-2518,Paris%20Basket%20Racing
Ido Kozikaro,Le Mans,2,25.0,8.5,7.5,0.76,0.47,0.47,0.47,0.00,0.50,0.07,0.25,-6.74,1.5,0.0,4.5,/profile/Ido-Kozikaro-37360/,/stats/french/2005/Le%20Mans,2005,french,Ido-Kozikaro-37360,Le%20Mans
Jason Siemon,Reims,14,25.0,13.4,8.8,1.12,0.65,0.64,0.38,0.01,1.14,0.13,0.73,-3.27,0.9,0.6,3.2,/profile/Jason-Siemon-37386/,/stats/french/2005/Reims,2005,french,Jason-Siemon-37386,Reims
Fabien Dubos,Gravelines,33,24.9,11.5,8.2,1.13,0.63,0.59,0.25,0.26,0.82,0.10,0.84,-1.71,0.4,0.2,3.1,/profile/Fabien-Dubos-36713/,/stats/french/2005/Gravelines,2005,french,Fabien-Dubos-36713,Gravelines
Bill Phillips,Paris Basket Racing,31,24.8,8.9,6.7,1.06,0.60,0.57,0.22,0.28,1.61,0.24,1.72,0.60,0.9,0.5,2.3,/profile/Bill-Phillips-34218/,/stats/french/2005/Paris%20Basket%20Racing,2005,french,Bill-Phillips-34218,Paris%20Basket%20Racing
Maxime Zianveni,Nancy,41,24.5,12.5,9.2,0.99,0.60,0.58,0.29,0.18,1.24,0.13,0.61,-4.82,1.2,0.6,3.0,/profile/Maxime-Zianveni-36935/,/stats/french/2005/Nancy,2005,french,Maxime-Zianveni-36935,Nancy
Meir Tapiro,Nancy,39,24.5,9.7,9.5,0.78,0.49,0.48,0.10,0.34,5.69,0.60,2.24,4.98,1.1,0.1,2.3,/profile/Meir-Tapiro-38047/,/stats/french/2005/Nancy,2005,french,Meir-Tapiro-38047,Nancy
Stephane Pelle,Villeurbanne,38,24.5,11.4,8.9,0.93,0.55,0.50,0.36,0.00,1.24,0.14,0.69,-3.92,0.9,0.7,2.2,/profile/Stephane-Pelle-33485/,/stats/french/2005/Villeurbanne,2005,french,Stephane-Pelle-33485,Villeurbanne
Charles Mandic,Dijon,34,24.4,10.0,7.1,1.05,0.60,0.55,0.37,0.64,1.85,0.26,1.75,0.72,0.8,0.1,2.7,/profile/Charles-Mandic-37773/,/stats/french/2005/Dijon,2005,french,Charles-Mandic-37773,Dijon
Amara Sy,Le Mans,35,24.3,10.0,7.3,0.89,0.56,0.50,0.49,0.19,1.60,0.22,0.76,-4.36,1.0,0.5,2.4,/profile/Amara-Sy-5559/,/stats/french/2005/Le%20Mans,2005,french,Amara-Sy-5559,Le%20Mans
Andre Owens,Gravelines,30,24.2,8.3,6.6,0.91,0.55,0.50,0.33,0.19,2.23,0.34,1.63,0.51,1.0,0.1,2.4,/profile/Andre-Owens-28814/,/stats/french/2005/Gravelines,2005,french,Andre-Owens-28814,Gravelines
Davor Marcelic,Pau-Orthez,37,24.1,9.9,7.5,1.06,0.61,0.59,0.17,0.62,1.97,0.26,1.66,0.52,0.6,0.2,1.8,/profile/Davor-Marcelic-35877/,/stats/french/2005/Pau-Orthez,2005,french,Davor-Marcelic-35877,Pau-Orthez
Ken Johnson,Bourg,36,24.1,11.0,8.0,1.01,0.61,0.59,0.29,0.01,0.72,0.09,0.41,-5.38,0.2,2.1,2.1,/profile/Ken-Johnson-3033/,/stats/french/2005/Bourg,2005,french,Ken-Johnson-3033,Bourg
Maurice Bailey,Nancy,41,24.1,9.1,7.1,0.87,0.55,0.50,0.38,0.43,2.83,0.40,1.38,-0.65,1.0,0.0,1.8,/profile/Maurice-Bailey-30820/,/stats/french/2005/Nancy,2005,french,Maurice-Bailey-30820,Nancy
Ali Bouziane,Paris Basket Racing,36,24.1,7.5,5.6,0.84,0.58,0.56,0.33,0.48,3.69,0.66,1.58,0.57,1.0,0.1,3.2,/profile/Ali-Bouziane-36573/,/stats/french/2005/Paris%20Basket%20Racing,2005,french,Ali-Bouziane-36573,Paris%20Basket%20Racing
Andrew Hunter,Bourg,36,24.0,6.9,6.2,0.78,0.49,0.49,0.31,0.21,1.19,0.19,0.70,-3.82,1.3,0.1,1.7,/profile/Andrew-Hunter-34222/,/stats/french/2005/Bourg,2005,french,Andrew-Hunter-34222,Bourg
John McCord,Strasbourg,38,23.9,12.1,7.9,1.10,0.63,0.61,0.47,0.04,1.39,0.18,1.13,-1.27,0.6,0.3,1.8,/profile/John-McCord-37955/,/stats/french/2005/Strasbourg,2005,french,John-McCord-37955,Strasbourg
Ludovic Chelle,Roanne,34,23.9,8.9,8.2,0.85,0.50,0.48,0.16,0.52,1.38,0.17,0.87,-2.70,0.7,0.0,1.4,/profile/Ludovic-Chelle-36890/,/stats/french/2005/Roanne,2005,french,Ludovic-Chelle-36890,Roanne
Thierry Rupert,Pau-Orthez,20,23.8,10.0,7.0,1.06,0.63,0.60,0.32,0.02,0.85,0.12,0.63,-3.27,0.7,0.9,2.5,/profile/Thierry-Rupert-37092/,/stats/french/2005/Pau-Orthez,2005,french,Thierry-Rupert-37092,Pau-Orthez
Chris Pearson,Vichy,34,23.6,7.8,5.6,1.02,0.62,0.61,0.26,0.00,0.53,0.09,0.40,-3.97,0.5,1.1,2.8,/profile/Chris-Pearson-35005/,/stats/french/2005/Vichy,2005,french,Chris-Pearson-35005,Vichy
Willem Laure,Chalon,40,23.4,10.8,7.1,1.14,0.65,0.59,0.40,0.42,0.88,0.12,0.88,-1.82,0.6,0.6,3.0,/profile/Willem-Laure-37127/,/stats/french/2005/Chalon,2005,french,Willem-Laure-37127,Chalon
Vincent Masingue,Nancy,35,23.1,8.9,5.7,1.00,0.64,0.66,0.48,0.00,1.26,0.22,0.71,-3.92,0.9,0.3,3.3,/profile/Vincent-Masingue-37118/,/stats/french/2005/Nancy,2005,french,Vincent-Masingue-37118,Nancy
Pascal Perrier-David,Dijon,12,22.9,4.6,4.3,0.70,0.47,0.39,0.33,0.31,4.08,0.96,2.58,4.97,0.7,0.0,2.2,/profile/Pascal-Perrier-David-36992/,/stats/french/2005/Dijon,2005,french,Pascal-Perrier-David-36992,Dijon
