Player,Team,G,MP,PTS,FGA,PTS_per_Play,TS_Pct,eFG_Pct,FT_Rate,Three_Pt_Rate,AST,AST_to_FGA_Ratio,AST_to_TO_Ratio,PPR,STL,BLK,PF,Player_Link,Team_Link,Season,League,DX_Player_ID,DX_Team_ID
Steve Goodrich,Darussafaka,1,39.0,14.0,14.0,0.68,0.43,0.36,0.36,0.21,3.00,0.21,0.75,-4.98,2.0,0.0,3.0,/profile/Steve-Goodrich-2581/,/stats/eurocup/2003/Darussafaka,2003,eurocup,Steve-Goodrich-2581,Darussafaka
Eddie Shannon,Ural Great Perm,12,37.7,17.9,10.3,1.06,0.68,0.61,0.62,0.33,3.33,0.32,1.00,-2.90,1.9,0.0,2.5,/profile/Eddie-Shannon-36694/,/stats/eurocup/2003/Ural%20Great%20Perm,2003,eurocup,Eddie-Shannon-36694,Ural%20Great%20Perm
Terrence Rencher,Bonn,10,36.9,13.7,8.9,0.95,0.63,0.60,0.51,0.21,3.90,0.44,1.18,-1.89,2.0,0.1,3.2,/profile/Terrence-Rencher-4068/,/stats/eurocup/2003/Bonn,2003,eurocup,Terrence-Rencher-4068,Bonn
Sasa Ocokoljic,Amsterdam,1,36.0,21.0,10.0,1.27,0.75,0.70,0.90,0.80,0.00,0.00,0.00,-5.36,1.0,0.0,5.0,/profile/Sasa-Ocokoljic-37048/,/stats/eurocup/2003/Amsterdam,2003,eurocup,Sasa-Ocokoljic-37048,Amsterdam
Joe Spinks,Amsterdam,10,35.2,19.0,17.7,0.86,0.49,0.47,0.21,0.38,1.30,0.07,0.54,-4.20,4.1,0.2,2.7,/profile/Joe-Spinks-36834/,/stats/eurocup/2003/Amsterdam,2003,eurocup,Joe-Spinks-36834,Amsterdam
Richie Frahm,Darussafaka,4,35.0,17.5,12.5,1.04,0.65,0.62,0.18,0.52,1.25,0.10,0.38,-6.70,1.8,0.3,1.8,/profile/Richie-Frahm-2465/,/stats/eurocup/2003/Darussafaka,2003,eurocup,Richie-Frahm-2465,Darussafaka
Jamie Arnold,Krka,16,34.4,20.3,13.6,1.06,0.63,0.57,0.39,0.20,1.19,0.09,0.41,-6.39,1.6,0.6,2.9,/profile/Jamie-Arnold-5460/,/stats/eurocup/2003/Krka,2003,eurocup,Jamie-Arnold-5460,Krka
Chris McGuthrie,Amsterdam,8,34.3,20.4,17.5,0.93,0.54,0.51,0.17,0.58,4.13,0.24,1.38,-0.70,1.8,0.0,2.0,/profile/Chris-McGuthrie-36617/,/stats/eurocup/2003/Amsterdam,2003,eurocup,Chris-McGuthrie-36617,Amsterdam
Boris Gorenc,Varese,13,34.2,17.6,12.8,0.94,0.57,0.53,0.48,0.22,1.92,0.15,0.68,-4.51,2.2,0.2,2.8,/profile/Boris-Gorenc-35773/,/stats/eurocup/2003/Varese,2003,eurocup,Boris-Gorenc-35773,Varese
Mladen Erjavec,Zadar,14,34.1,11.6,9.9,0.86,0.50,0.43,0.38,0.30,3.29,0.33,2.00,1.59,1.4,0.0,3.5,/profile/Mladen-Erjavec-36185/,/stats/eurocup/2003/Zadar,2003,eurocup,Mladen-Erjavec-36185,Zadar
David Thomas,Frankfurt,2,34.0,12.5,9.0,1.02,0.65,0.61,0.17,0.33,2.00,0.22,0.80,-3.52,1.5,0.0,3.0,/profile/David-Thomas-36656/,/stats/eurocup/2003/Frankfurt,2003,eurocup,David-Thomas-36656,Frankfurt
Jeffrey Bolton,Amsterdam,1,34.0,25.0,21.0,0.88,0.50,0.40,0.43,0.48,0.00,0.00,0.00,-8.52,1.0,0.0,1.0,/profile/Jeffrey-Bolton-36822/,/stats/eurocup/2003/Amsterdam,2003,eurocup,Jeffrey-Bolton-36822,Amsterdam
Acie Earl,Darussafaka,5,33.8,23.0,16.0,0.99,0.59,0.56,0.49,0.08,1.60,0.10,0.47,-6.69,2.0,1.2,3.0,/profile/Acie-Earl-2309/,/stats/eurocup/2003/Darussafaka,2003,eurocup,Acie-Earl-2309,Darussafaka
Marko Popovic,Zadar,11,33.7,19.5,13.5,1.05,0.61,0.56,0.43,0.54,3.18,0.24,1.35,-0.71,1.5,0.1,3.3,/profile/Marko-Popovic-5353/,/stats/eurocup/2003/Zadar,2003,eurocup,Marko-Popovic-5353,Zadar
Marcus Faison,Charleroi,12,33.7,14.6,11.9,0.89,0.54,0.49,0.31,0.41,2.08,0.17,0.78,-3.86,2.1,0.6,3.1,/profile/Marcus-Faison-5478/,/stats/eurocup/2003/Charleroi,2003,eurocup,Marcus-Faison-5478,Charleroi
Bradley Traina,Bonn,10,33.5,13.1,12.6,0.84,0.48,0.46,0.21,0.44,1.20,0.10,0.75,-2.37,1.6,0.8,2.9,/profile/Bradley-Traina-35776/,/stats/eurocup/2003/Bonn,2003,eurocup,Bradley-Traina-35776,Bonn
Kenyan Weaks,Lasko,12,33.4,17.6,14.2,0.94,0.57,0.53,0.22,0.30,1.75,0.12,0.58,-5.62,1.8,0.4,2.8,/profile/Kenyan-Weaks-36862/,/stats/eurocup/2003/Lasko,2003,eurocup,Kenyan-Weaks-36862,Lasko
Ivan Tomeljak,Amsterdam,9,32.9,7.8,6.3,0.80,0.54,0.50,0.33,0.37,3.67,0.58,1.57,0.33,1.8,0.0,1.7,/profile/Ivan-Tomeljak-36036/,/stats/eurocup/2003/Amsterdam,2003,eurocup,Ivan-Tomeljak-36036,Amsterdam
Ralph Biggs,Oostende,6,32.7,11.5,10.0,0.84,0.51,0.47,0.30,0.22,2.17,0.22,1.00,-2.15,2.0,0.3,3.8,/profile/Ralph-Biggs-36348/,/stats/eurocup/2003/Oostende,2003,eurocup,Ralph-Biggs-36348,Oostende
Aleksandar Capin,Krka,18,32.0,13.3,9.7,1.05,0.61,0.58,0.29,0.42,3.22,0.33,2.00,1.77,1.2,0.0,2.4,/profile/Aleksandar-Capin-5644/,/stats/eurocup/2003/Krka,2003,eurocup,Aleksandar-Capin-5644,Krka
Valentin Kubrakov,Ural Great Perm,12,31.9,13.4,9.0,1.13,0.64,0.59,0.36,0.54,1.50,0.17,1.20,-0.77,1.3,0.1,3.4,/profile/Valentin-Kubrakov-37110/,/stats/eurocup/2003/Ural%20Great%20Perm,2003,eurocup,Valentin-Kubrakov-37110,Ural%20Great%20Perm
K'Zell Wesson,Cholet,10,31.7,14.0,10.5,0.83,0.53,0.49,0.57,0.00,1.90,0.18,0.56,-6.57,0.9,0.2,2.9,/profile/K-Zell-Wesson-5583/,/stats/eurocup/2003/Cholet,2003,eurocup,K-Zell-Wesson-5583,Cholet
Laurent Pluvy,Chalon,9,31.6,9.9,7.3,0.98,0.59,0.55,0.32,0.71,2.22,0.30,1.43,-0.24,1.1,0.0,3.3,/profile/Laurent-Pluvy-36878/,/stats/eurocup/2003/Chalon,2003,eurocup,Laurent-Pluvy-36878,Chalon
Chris Anstey,Ural Great Perm,12,31.4,18.9,12.1,1.01,0.60,0.50,0.70,0.31,0.83,0.07,0.36,-5.56,1.3,1.8,3.7,/profile/Chris-Anstey-1518/,/stats/eurocup/2003/Ural%20Great%20Perm,2003,eurocup,Chris-Anstey-1518,Ural%20Great%20Perm
Slavko Duscak,Krka,18,31.3,14.2,9.8,0.99,0.60,0.51,0.49,0.44,1.61,0.16,0.76,-3.50,1.3,0.0,3.4,/profile/Slavko-Duscak-35659/,/stats/eurocup/2003/Krka,2003,eurocup,Slavko-Duscak-35659,Krka
Walter Hermann,Fuenlabrada,9,30.9,16.8,13.4,1.00,0.56,0.52,0.26,0.34,0.67,0.05,0.43,-3.48,1.0,0.1,1.4,/profile/Walter-Hermann-5191/,/stats/eurocup/2003/Fuenlabrada,2003,eurocup,Walter-Hermann-5191,Fuenlabrada
Christophe Beghin,Oostende,10,30.8,11.1,9.1,0.87,0.52,0.47,0.37,0.01,0.10,0.01,0.05,-6.10,1.1,0.6,3.9,/profile/Christophe-Beghin-35804/,/stats/eurocup/2003/Oostende,2003,eurocup,Christophe-Beghin-35804,Oostende
Michele Mian,Udine,12,30.7,9.7,6.8,1.15,0.66,0.64,0.16,0.38,1.00,0.15,1.00,-1.12,1.3,0.0,2.9,/profile/Michele-Mian-36242/,/stats/eurocup/2003/Udine,2003,eurocup,Michele-Mian-36242,Udine
Mikhail Mikhailov,Udine,8,30.5,13.4,10.3,0.97,0.57,0.57,0.34,0.02,0.88,0.09,0.50,-3.94,0.8,0.8,2.5,/profile/Mikhail-Mikhailov-36245/,/stats/eurocup/2003/Udine,2003,eurocup,Mikhail-Mikhailov-36245,Udine
Aleksander Nadjfeji,Bonn,10,30.5,17.4,12.4,0.99,0.60,0.57,0.38,0.13,2.30,0.19,0.79,-4.46,1.0,0.5,3.7,/profile/Aleksander-Nadjfeji-5540/,/stats/eurocup/2003/Bonn,2003,eurocup,Aleksander-Nadjfeji-5540,Bonn
Michael Hawkins,Oostende,4,30.5,9.0,7.0,0.73,0.56,0.52,0.36,0.64,3.25,0.46,0.81,-5.85,1.0,0.5,2.0,/profile/Michael-Hawkins-2766/,/stats/eurocup/2003/Oostende,2003,eurocup,Michael-Hawkins-2766,Oostende
Pascal Roller,Frankfurt,10,30.5,10.0,6.3,1.05,0.68,0.63,0.38,0.46,1.80,0.29,0.90,-2.69,0.6,0.0,2.9,/profile/Pascal-Roller-36316/,/stats/eurocup/2003/Frankfurt,2003,eurocup,Pascal-Roller-36316,Frankfurt
Terrance Roberson,Trieste,9,30.3,14.7,12.4,0.86,0.52,0.47,0.29,0.29,1.56,0.13,0.56,-5.53,1.3,0.1,2.6,/profile/Terrance-Roberson-4111/,/stats/eurocup/2003/Trieste,2003,eurocup,Terrance-Roberson-4111,Trieste
Vincent Jones,Darussafaka,6,30.3,13.3,11.3,0.96,0.54,0.51,0.21,0.07,0.17,0.01,0.13,-3.91,1.5,1.8,3.2,/profile/Vincent-Jones-37117/,/stats/eurocup/2003/Darussafaka,2003,eurocup,Vincent-Jones-37117,Darussafaka
Hrvoje Perincic,Zadar,13,30.3,10.6,8.9,1.02,0.57,0.56,0.10,0.56,0.54,0.06,0.54,-2.09,1.5,0.2,2.5,/profile/Hrvoje-Perincic-35496/,/stats/eurocup/2003/Zadar,2003,eurocup,Hrvoje-Perincic-35496,Zadar
Sasha Vujacic,Udine,11,30.1,12.2,8.8,1.03,0.60,0.55,0.33,0.54,2.64,0.30,1.71,0.73,1.3,0.1,3.0,/profile/Sasha-Vujacic-4724/,/stats/eurocup/2003/Udine,2003,eurocup,Sasha-Vujacic-4724,Udine
Reggie Freeman,FMP Belgrade,14,29.6,12.4,8.9,1.00,0.58,0.51,0.50,0.43,1.71,0.19,1.26,-0.76,1.4,0.5,3.1,/profile/Reggie-Freeman-36356/,/stats/eurocup/2003/FMP%20Belgrade,2003,eurocup,Reggie-Freeman-36356,FMP%20Belgrade
Marko Milic,Roseto,10,29.6,13.2,10.1,0.85,0.53,0.50,0.51,0.11,2.10,0.21,0.75,-4.89,2.6,0.0,2.9,/profile/Marko-Milic-3594/,/stats/eurocup/2003/Roseto,2003,eurocup,Marko-Milic-3594,Roseto
Zan Tabak,Joventut,12,29.6,11.4,9.3,0.82,0.51,0.51,0.43,0.00,1.50,0.16,0.58,-5.46,0.7,0.8,3.8,/profile/Zan-Tabak-4537/,/stats/eurocup/2003/Joventut,2003,eurocup,Zan-Tabak-4537,Joventut
Vladimir Bogojevic,Koln,12,29.5,7.8,6.4,0.73,0.54,0.51,0.29,0.44,3.67,0.57,1.13,-2.63,1.4,0.0,2.0,/profile/Vladimir-Bogojevic-37120/,/stats/eurocup/2003/Koln,2003,eurocup,Vladimir-Bogojevic-37120,Koln
Tony Dorsey,Oostende,10,29.2,12.0,9.5,0.88,0.51,0.48,0.52,0.11,1.90,0.20,1.12,-1.44,0.8,0.6,2.2,/profile/Tony-Dorsey-37099/,/stats/eurocup/2003/Oostende,2003,eurocup,Tony-Dorsey-37099,Oostende
Damir Mulaomerovic,Udine,5,29.2,17.0,11.2,1.17,0.65,0.60,0.38,0.55,3.20,0.29,2.67,3.30,1.0,0.0,2.8,/profile/Damir-Mulaomerovic-5585/,/stats/eurocup/2003/Udine,2003,eurocup,Damir-Mulaomerovic-5585,Udine
Ronald Ellis,Charleroi,12,29.2,11.3,9.8,0.93,0.55,0.53,0.12,0.48,1.58,0.16,0.90,-2.42,2.0,0.0,1.7,/profile/Ronald-Ellis-36388/,/stats/eurocup/2003/Charleroi,2003,eurocup,Ronald-Ellis-36388,Charleroi
Nathan Erdmann,Trieste,9,29.1,19.9,13.6,1.09,0.65,0.61,0.30,0.44,1.67,0.12,0.65,-4.78,2.2,0.2,2.4,/profile/Nathan-Erdmann-37519/,/stats/eurocup/2003/Trieste,2003,eurocup,Nathan-Erdmann-37519,Trieste
Teemu Rannikko,Roseto,10,29.1,11.3,7.0,1.08,0.67,0.61,0.49,0.70,1.90,0.27,1.06,-1.89,1.6,0.1,2.8,/profile/Teemu-Rannikko-5432/,/stats/eurocup/2003/Roseto,2003,eurocup,Teemu-Rannikko-5432,Roseto
Paul Shirley,Joventut,1,29.0,11.0,9.0,0.96,0.49,0.44,0.56,0.00,0.00,0.00,0.00,0.00,2.0,1.0,3.0,/profile/Paul-Shirley-4323/,/stats/eurocup/2003/Joventut,2003,eurocup,Paul-Shirley-4323,Joventut
Goran Nikolic,FMP Belgrade,14,29.0,13.8,9.6,1.05,0.62,0.56,0.36,0.02,1.64,0.17,0.96,-2.23,0.8,0.7,2.6,/profile/Goran-Nikolic-5593/,/stats/eurocup/2003/FMP%20Belgrade,2003,eurocup,Goran-Nikolic-5593,FMP%20Belgrade
Misan Nikagbatse,Udine,5,29.0,12.0,9.0,0.86,0.60,0.62,0.24,0.29,1.60,0.18,0.42,-9.72,1.4,0.2,2.6,/profile/Misan-Nikagbatse-36250/,/stats/eurocup/2003/Udine,2003,eurocup,Misan-Nikagbatse-36250,Udine
Robert Garrett,Frankfurt,10,28.8,11.9,9.5,0.90,0.53,0.47,0.40,0.40,0.90,0.09,0.50,-4.27,1.2,0.1,2.7,/profile/Robert-Garrett-37584/,/stats/eurocup/2003/Frankfurt,2003,eurocup,Robert-Garrett-37584,Frankfurt
Nikola Loncar,Estudiantes,16,28.8,10.7,9.4,0.95,0.52,0.51,0.18,0.54,1.56,0.17,1.56,0.14,1.1,0.3,1.6,/profile/Nikola-Loncar-36286/,/stats/eurocup/2003/Estudiantes,2003,eurocup,Nikola-Loncar-36286,Estudiantes
Scooter Barry,Cholet,10,28.7,13.7,9.5,0.98,0.63,0.61,0.35,0.28,5.30,0.56,1.89,2.50,0.6,0.0,2.0,/profile/Scooter-Barry-37052/,/stats/eurocup/2003/Cholet,2003,eurocup,Scooter-Barry-37052,Cholet
Sinisa Kelecevic,Trieste,12,28.7,13.2,11.6,0.95,0.54,0.53,0.13,0.24,1.75,0.15,1.17,-1.12,1.1,0.4,2.8,/profile/Sinisa-Kelecevic-37063/,/stats/eurocup/2003/Trieste,2003,eurocup,Sinisa-Kelecevic-37063,Trieste
Zoran Kukic,Koln,11,28.6,12.8,10.3,0.82,0.51,0.50,0.51,0.04,1.82,0.18,0.67,-5.11,1.6,0.5,3.2,/profile/Zoran-Kukic-37141/,/stats/eurocup/2003/Koln,2003,eurocup,Zoran-Kukic-37141,Koln
Maceo Baston,Joventut,9,28.5,16.1,9.0,1.14,0.70,0.65,0.63,0.02,0.89,0.10,0.38,-6.23,1.9,2.1,3.4,/profile/Maceo-Baston-1614/,/stats/eurocup/2003/Joventut,2003,eurocup,Maceo-Baston-1614,Joventut
Michael Meeks,Zadar,13,28.5,11.3,8.2,0.97,0.58,0.53,0.41,0.70,0.92,0.11,0.52,-4.01,0.9,0.1,3.2,/profile/Michael-Meeks-36238/,/stats/eurocup/2003/Zadar,2003,eurocup,Michael-Meeks-36238,Zadar
Ognjen Askrabic,FMP Belgrade,14,28.3,16.0,10.6,1.05,0.64,0.66,0.38,0.24,2.57,0.24,1.00,-3.17,1.4,1.4,2.2,/profile/Ognjen-Askrabic-5384/,/stats/eurocup/2003/FMP%20Belgrade,2003,eurocup,Ognjen-Askrabic-5384,FMP%20Belgrade
Rodney Monroe,Roseto,7,28.1,17.1,12.4,1.11,0.62,0.56,0.28,0.53,0.43,0.03,0.33,-3.67,1.7,0.4,2.4,/profile/Rodney-Monroe-3642/,/stats/eurocup/2003/Roseto,2003,eurocup,Rodney-Monroe-3642,Roseto
Frankie King,Gravelines,9,28.1,15.2,10.2,0.96,0.58,0.50,0.64,0.49,1.78,0.17,0.76,-4.01,1.1,0.0,3.1,/profile/Frankie-King-3158/,/stats/eurocup/2003/Gravelines,2003,eurocup,Frankie-King-3158,Gravelines
Michael Ruffin,Lleida,14,28.1,8.0,5.9,0.87,0.53,0.56,0.65,0.01,1.00,0.17,0.70,-2.63,1.8,1.9,2.9,/profile/Michael-Ruffin-4193/,/stats/eurocup/2003/Lleida,2003,eurocup,Michael-Ruffin-4193,Lleida
Nikola Vasic,Zadar,2,28.0,16.5,11.5,1.12,0.63,0.57,0.30,0.48,1.50,0.13,1.00,-1.77,2.0,0.0,1.5,/profile/Nikola-Vasic-36975/,/stats/eurocup/2003/Zadar,2003,eurocup,Nikola-Vasic-36975,Zadar
Greedy Daniels,Lasko,2,28.0,16.0,8.5,1.21,0.70,0.65,0.76,0.59,2.50,0.29,1.67,0.61,1.0,0.0,3.0,/profile/Greedy-Daniels-82583/,/stats/eurocup/2003/Lasko,2003,eurocup,Greedy-Daniels-82583,Lasko
Brandon Williams,Frankfurt,2,28.0,8.5,7.5,0.79,0.47,0.40,0.47,0.53,0.50,0.07,0.33,-4.27,0.5,0.0,3.0,/profile/Brandon-Williams-4879/,/stats/eurocup/2003/Frankfurt,2003,eurocup,Brandon-Williams-4879,Frankfurt
Corey Crowder,Chalon,10,28.0,7.8,5.2,1.01,0.63,0.61,0.42,0.63,1.90,0.37,1.36,-0.48,1.1,0.4,2.4,/profile/Corey-Crowder-2105/,/stats/eurocup/2003/Chalon,2003,eurocup,Corey-Crowder-2105,Chalon
Tony Stanley,Cholet,10,27.9,15.0,11.1,1.07,0.59,0.58,0.33,0.49,1.10,0.10,1.00,-1.28,1.3,0.1,2.3,/profile/Tony-Stanley-37100/,/stats/eurocup/2003/Cholet,2003,eurocup,Tony-Stanley-37100,Cholet
Brian Brown,Bonn,10,27.8,11.7,8.9,0.95,0.57,0.52,0.36,0.45,2.20,0.25,1.22,-1.19,1.1,0.0,2.7,/profile/Brian-Brown-34349/,/stats/eurocup/2003/Bonn,2003,eurocup,Brian-Brown-34349,Bonn
Travis Conlan,Frankfurt,9,27.8,6.8,5.1,0.66,0.52,0.48,0.65,0.37,3.67,0.72,1.06,-3.69,2.3,0.3,4.0,/profile/Travis-Andrew-conlan-37102/,/stats/eurocup/2003/Frankfurt,2003,eurocup,Travis-Andrew-conlan-37102,Frankfurt
A.J. Bramlett,Lleida,13,27.8,16.7,10.7,1.05,0.62,0.59,0.57,0.00,1.31,0.12,0.61,-4.48,0.5,0.5,3.4,/profile/A.j.-Bramlett-1777/,/stats/eurocup/2003/Lleida,2003,eurocup,A.j.-Bramlett-1777,Lleida
Juan Espil,Joventut,16,27.6,15.6,9.1,1.22,0.71,0.64,0.48,0.68,2.13,0.23,1.42,-0.31,0.7,0.1,3.4,/profile/Juan-Espil-36122/,/stats/eurocup/2003/Joventut,2003,eurocup,Juan-Espil-36122,Joventut
Andre Riddick,Charleroi,12,27.6,8.5,5.9,0.99,0.60,0.59,0.46,0.01,1.33,0.23,1.00,-1.64,1.3,2.3,3.4,/profile/Andre-Riddick-5576/,/stats/eurocup/2003/Charleroi,2003,eurocup,Andre-Riddick-5576,Charleroi
Diego Fajardo,Roseto,12,27.5,10.8,6.9,0.91,0.57,0.49,0.82,0.20,0.67,0.10,0.32,-6.16,1.8,0.3,3.2,/profile/Diego-Fajardo-6762/,/stats/eurocup/2003/Roseto,2003,eurocup,Diego-Fajardo-6762,Roseto
Mehmet Kahyaoglu,Darussafaka,8,27.5,7.4,6.1,0.78,0.48,0.43,0.55,0.37,2.00,0.33,1.23,-1.03,0.6,0.3,2.5,/profile/Mehmet-Kahyaoglu-36936/,/stats/eurocup/2003/Darussafaka,2003,eurocup,Mehmet-Kahyaoglu-36936,Darussafaka
Casey Calvary,Chalon,10,27.2,12.9,8.8,1.11,0.62,0.59,0.40,0.18,0.70,0.08,0.64,-2.34,0.6,0.8,3.0,/profile/Casey-Calvary-36612/,/stats/eurocup/2003/Chalon,2003,eurocup,Casey-Calvary-36612,Chalon
Dragan Dojcin,Lasko,11,27.2,8.0,4.6,1.01,0.64,0.61,0.78,0.04,0.82,0.18,0.56,-3.43,0.7,0.2,3.3,/profile/Dragan-Dojcin-36684/,/stats/eurocup/2003/Lasko,2003,eurocup,Dragan-Dojcin-36684,Lasko
Ivica Maric,Trieste,11,27.2,7.5,6.1,0.82,0.56,0.54,0.19,0.66,3.45,0.57,1.46,-0.21,1.4,0.0,2.9,/profile/Ivica-Maric-35505/,/stats/eurocup/2003/Trieste,2003,eurocup,Ivica-Maric-35505,Trieste
Jeff Stern,Udine,8,27.1,9.1,7.9,0.88,0.51,0.49,0.33,0.02,0.25,0.03,0.22,-3.64,0.3,0.8,2.6,/profile/Jeff-Stern-38417/,/stats/eurocup/2003/Udine,2003,eurocup,Jeff-Stern-38417,Udine
Zvonimir Ridl,Amsterdam,8,27.1,10.5,9.5,0.78,0.47,0.39,0.39,0.49,1.25,0.13,0.59,-4.60,2.1,0.0,2.6,/profile/Zvonimir-Ridl-42944/,/stats/eurocup/2003/Amsterdam,2003,eurocup,Zvonimir-Ridl-42944,Amsterdam
Alessandro De Pol,Varese,1,27.0,13.0,9.0,1.04,0.58,0.67,0.56,0.33,0.00,0.00,0.00,-3.65,2.0,0.0,4.0,/profile/Alessandro-De-Pol-35366/,/stats/eurocup/2003/Varese,2003,eurocup,Alessandro-De-Pol-35366,Varese
Danny Strong,Gravelines,12,26.9,16.8,12.6,1.08,0.60,0.58,0.25,0.31,2.08,0.17,1.47,-0.10,1.4,0.1,3.3,/profile/Danny-Strong-36651/,/stats/eurocup/2003/Gravelines,2003,eurocup,Danny-Strong-36651,Gravelines
Paolo Conti,Varese,9,26.8,12.9,9.8,0.97,0.58,0.54,0.32,0.02,0.89,0.09,0.47,-4.77,1.1,0.2,2.4,/profile/Paolo-Conti-36315/,/stats/eurocup/2003/Varese,2003,eurocup,Paolo-Conti-36315,Varese
Clint Harrison,Koln,12,26.7,11.8,8.0,1.17,0.67,0.64,0.23,0.66,1.17,0.15,1.00,-1.40,1.2,0.0,3.2,/profile/Clint-Harrison-36630/,/stats/eurocup/2003/Koln,2003,eurocup,Clint-Harrison-36630,Koln
Demetrius Alexander,Udine,9,26.7,18.8,12.0,1.18,0.69,0.66,0.30,0.29,0.89,0.07,0.42,-5.87,0.9,0.2,3.4,/profile/Demetrius-Alexander-5564/,/stats/eurocup/2003/Udine,2003,eurocup,Demetrius-Alexander-5564,Udine
Rusty Larue,Varese,6,26.5,13.3,9.8,1.12,0.64,0.60,0.15,0.66,1.33,0.14,1.00,-1.65,0.2,0.3,2.2,/profile/Rusty-Larue-3261/,/stats/eurocup/2003/Varese,2003,eurocup,Rusty-Larue-3261,Varese
Udonis Haslem,Chalon,10,26.5,13.5,7.4,1.03,0.66,0.62,0.85,0.00,1.30,0.18,0.52,-6.19,0.9,0.7,4.0,/profile/Udonis-Haslem-2754/,/stats/eurocup/2003/Chalon,2003,eurocup,Udonis-Haslem-2754,Chalon
Andrea Meneghin,Varese,9,26.4,7.6,7.1,0.80,0.49,0.44,0.20,0.59,1.33,0.19,0.86,-2.48,2.8,0.3,3.4,/profile/Andrea-Meneghin-35374/,/stats/eurocup/2003/Varese,2003,eurocup,Andrea-Meneghin-35374,Varese
Shawnelle Scott,Varese,9,26.4,12.4,9.0,0.93,0.57,0.59,0.47,0.15,0.56,0.06,0.24,-7.31,0.9,0.2,2.8,/profile/Shawnelle-Scott-4277/,/stats/eurocup/2003/Varese,2003,eurocup,Shawnelle-Scott-4277,Varese
Fabricio Oberto,Valencia,18,26.4,12.8,8.8,1.05,0.64,0.64,0.30,0.00,1.72,0.20,0.84,-3.57,1.0,1.3,3.2,/profile/Fabricio-Oberto-5187/,/stats/eurocup/2003/Valencia,2003,eurocup,Fabricio-Oberto-5187,Valencia
Ufuk Sarica,Darussafaka,6,26.1,10.5,8.8,0.77,0.48,0.39,0.55,0.47,1.67,0.19,0.71,-4.55,1.2,0.0,3.2,/profile/Ufuk-Sarica-37103/,/stats/eurocup/2003/Darussafaka,2003,eurocup,Ufuk-Sarica-37103,Darussafaka
Alberto Angulo,Lleida,10,26.0,13.0,9.2,0.98,0.58,0.50,0.48,0.22,1.70,0.18,0.89,-2.86,1.2,0.3,2.4,/profile/Alberto-Angulo-35363/,/stats/eurocup/2003/Lleida,2003,eurocup,Alberto-Angulo-35363,Lleida
Marko Maravic,Krka,18,26.0,10.1,5.6,1.11,0.66,0.60,0.82,0.23,0.72,0.13,0.59,-3.01,0.9,0.1,3.3,/profile/Marko-Maravic-36920/,/stats/eurocup/2003/Krka,2003,eurocup,Marko-Maravic-36920,Krka
Stevan Nadjfeji,Ural Great Perm,12,26.0,10.0,7.2,0.91,0.59,0.52,0.43,0.36,0.50,0.07,0.22,-7.25,0.8,0.3,3.3,/profile/Stevan-Nadjfeji-5589/,/stats/eurocup/2003/Ural%20Great%20Perm,2003,eurocup,Stevan-Nadjfeji-5589,Ural%20Great%20Perm
Dejan Tomasevic,Valencia,18,25.9,8.7,6.6,0.76,0.53,0.48,0.57,0.01,4.78,0.73,1.56,0.52,1.2,0.3,1.8,/profile/Dejan-Tomasevic-5591/,/stats/eurocup/2003/Valencia,2003,eurocup,Dejan-Tomasevic-5591,Valencia
Javier Solana,Fuenlabrada,9,25.7,12.9,7.7,1.11,0.67,0.62,0.57,0.51,2.11,0.28,1.19,-1.39,1.4,0.2,3.3,/profile/Javier-Solana-36814/,/stats/eurocup/2003/Fuenlabrada,2003,eurocup,Javier-Solana-36814,Fuenlabrada
Ivan Zoroski,FMP Belgrade,14,25.6,11.6,6.6,1.10,0.66,0.63,0.71,0.43,1.43,0.22,0.95,-2.23,1.4,0.0,3.0,/profile/Ivan-Zoroski-5547/,/stats/eurocup/2003/FMP%20Belgrade,2003,eurocup,Ivan-Zoroski-5547,FMP%20Belgrade
Leonid Yailo,Darussafaka,5,25.5,8.6,6.8,0.91,0.52,0.47,0.50,0.26,2.20,0.32,2.20,1.78,0.6,0.2,3.0,/profile/Leonid-Yailo-36882/,/stats/eurocup/2003/Darussafaka,2003,eurocup,Leonid-Yailo-36882,Darussafaka
Alton Mason,Oostende,5,25.4,11.4,9.8,0.83,0.50,0.43,0.39,0.39,1.40,0.14,0.70,-4.08,2.2,0.2,3.6,/profile/Alton-Mason-36574/,/stats/eurocup/2003/Oostende,2003,eurocup,Alton-Mason-36574,Oostende
Chandler Thompson,Udine,5,25.4,12.0,9.0,0.95,0.58,0.51,0.36,0.47,1.20,0.13,0.60,-4.87,1.4,0.4,1.4,/profile/Chandler-Thompson-35796/,/stats/eurocup/2003/Udine,2003,eurocup,Chandler-Thompson-35796,Udine
Jaume Comas,Lleida,11,25.4,10.6,5.7,1.01,0.67,0.56,0.87,0.21,2.73,0.48,1.20,-1.74,1.3,0.1,3.1,/profile/Jaume-Comas-36077/,/stats/eurocup/2003/Lleida,2003,eurocup,Jaume-Comas-36077,Lleida
Ermal Kuqo,Lasko,12,25.3,8.9,8.3,0.83,0.50,0.49,0.15,0.11,1.42,0.17,0.77,-3.61,0.5,0.3,3.1,/profile/Ermal-Kuqo-5431/,/stats/eurocup/2003/Lasko,2003,eurocup,Ermal-Kuqo-5431,Lasko
