Player,Team,G,MP,PTS,FG_2P,FG_2PA,FG_2P_Pct,FG_3P,FGA_3P,FG_3P_Pct,FT,FTA,FT_Pct,OREB,DREB,REB,AST,STL,BLK,TO,PF,Player_Link,Team_Link,Season,League,DX_Player_ID,DX_Team_ID
Vincent Yarbrough,Reggio Calabria,26,36.3,17.0,2.9,5.4,53.1%,3.2,8.1,39.1%,1.7,2.6,64.1%,1.9,4.7,6.6,2.2,2.4,0.7,3.6,3.1,/profile/Vincent-Yarbrough-5000/,/stats/italian/2006/Reggio%20Calabria,2006,italian,Vincent-Yarbrough-5000,Reggio%20Calabria
Daniele Cavaliero,Roseto,19,33.6,17.0,2.1,4.9,43.4%,3.2,7.7,42.0%,2.9,4.0,72.6%,0.8,1.3,2.1,3.9,2.3,0.0,3.5,3.9,/profile/Daniele-Cavaliero-35858/,/stats/italian/2006/Roseto,2006,italian,Daniele-Cavaliero-35858,Roseto
Jacob Jaacks,Udine,33,25.6,16.9,6.3,9.6,65.4%,0.6,2.0,29.5%,2.5,4.9,52.4%,3.8,7.9,11.8,1.1,2.8,0.7,4.1,5.5,/profile/Jacob-Jaacks-36807/,/stats/italian/2006/Udine,2006,italian,Jacob-Jaacks-36807,Udine
Joey Beard,Reggio Emilia,30,26.1,16.8,6.9,10.9,63.5%,0.0,0.1,0.0%,3.0,5.2,58.4%,3.7,6.7,10.3,1.6,2.7,0.2,3.2,5.3,/profile/Joey-Beard-36099/,/stats/italian/2006/Reggio%20Emilia,2006,italian,Joey-Beard-36099,Reggio%20Emilia
Glenn Sekunda,Udine,36,26.5,16.8,4.3,9.1,47.5%,1.7,5.0,34.4%,2.9,3.8,78.3%,2.0,5.8,7.9,1.4,1.7,0.3,3.2,3.9,/profile/Glenn-Sekunda-36008/,/stats/italian/2006/Udine,2006,italian,Glenn-Sekunda-36008,Udine
Kristaps Janicenoks,Capo D'Orlando,34,29.8,16.8,3.3,6.3,52.2%,2.2,6.1,35.9%,3.7,5.0,74.0%,0.9,2.9,3.7,1.8,2.4,0.1,2.5,3.5,/profile/Kristaps-Janicenoks-37988/,/stats/italian/2006/Capo%20D%27Orlando,2006,italian,Kristaps-Janicenoks-37988,Capo%20D%27Orlando
Leandro Garcia-Morales,Reggio Calabria,10,14.7,16.7,3.2,6.4,50.0%,2.1,6.4,33.3%,4.0,4.8,83.3%,1.6,3.7,5.3,2.9,4.0,0.0,5.0,7.2,/profile/Leandro-Garcia-Morales-30625/,/stats/italian/2006/Reggio%20Calabria,2006,italian,Leandro-Garcia-Morales-30625,Reggio%20Calabria
Marcus Goree,Treviso,46,30.7,16.7,5.7,10.5,53.9%,0.8,2.1,36.6%,3.1,4.6,67.5%,3.6,7.4,11.0,1.7,1.9,1.5,2.2,3.3,/profile/Marcus-Goree-5417/,/stats/italian/2006/Treviso,2006,italian,Marcus-Goree-5417,Treviso
Marlon Garnett,Varese,32,31.7,16.7,3.2,6.2,52.3%,2.9,7.4,39.7%,1.4,1.8,77.8%,0.2,1.6,1.9,1.5,1.2,0.1,2.7,1.6,/profile/Marlon-Garnett-2521/,/stats/italian/2006/Varese,2006,italian,Marlon-Garnett-2521,Varese
Benjamin Ortner,Reggio Emilia,32,20.8,16.7,6.2,11.4,54.8%,0.3,0.7,41.7%,3.3,4.9,66.7%,2.3,5.3,7.6,1.4,2.2,1.9,3.9,5.6,/profile/Benjamin-Ortner-5933/,/stats/italian/2006/Reggio%20Emilia,2006,italian,Benjamin-Ortner-5933,Reggio%20Emilia
Jean-Marc Kraidy,Reggio Calabria,7,18.6,16.5,6.0,10.8,55.6%,0.3,2.1,14.3%,3.6,4.8,75.0%,1.5,9.6,11.1,1.5,4.8,1.2,4.2,5.1,/profile/Jean-Marc-Kraidy-37391/,/stats/italian/2006/Reggio%20Calabria,2006,italian,Jean-Marc-Kraidy-37391,Reggio%20Calabria
Uros Slokar,Treviso,45,12.2,16.5,4.5,8.1,55.6%,1.3,2.5,51.5%,3.7,5.6,65.3%,3.2,7.1,10.3,1.0,3.1,1.1,3.6,8.2,/profile/Uros-Slokar-46/,/stats/italian/2006/Treviso,2006,italian,Uros-Slokar-46,Treviso
Christian Di Giuliomaria,Udine,37,22.5,16.4,4.6,9.1,50.3%,0.9,2.6,36.4%,4.4,7.8,56.6%,3.2,6.0,9.3,1.1,2.8,2.0,3.5,6.0,/profile/Christian-Di-Giuliomaria-35803/,/stats/italian/2006/Udine,2006,italian,Christian-Di-Giuliomaria-35803,Udine
Michel Morandais,Napoli,42,30.9,16.4,2.9,6.5,44.6%,2.5,6.4,39.5%,2.9,3.7,79.0%,0.7,5.8,6.5,1.7,1.9,0.8,2.9,3.3,/profile/Michel-Morandais-5550/,/stats/italian/2006/Napoli,2006,italian,Michel-Morandais-5550,Napoli
Antonio Porta,Livorno,34,29.4,16.3,4.3,8.0,53.7%,1.0,4.1,25.2%,4.6,5.7,79.9%,0.5,4.3,4.9,5.8,2.1,0.1,4.5,3.1,/profile/Antonio-Porta-36584/,/stats/italian/2006/Livorno,2006,italian,Antonio-Porta-36584,Livorno
Tony Binetti,Fortitudo Bologna,5,5.0,16.3,1.6,4.9,33.3%,3.3,3.3,100.0%,3.3,3.3,100.0%,0.0,9.8,9.8,1.6,1.6,0.0,3.3,4.9,/profile/Tony-Binetti-38607/,/stats/italian/2006/Fortitudo%20Bologna,2006,italian,Tony-Binetti-38607,Fortitudo%20Bologna
Pierfilippo Rossi,Varese,2,2.5,16.3,8.1,8.1,100.0%,0.0,16.3,0.0%,0.0,0.0,0.0%,0.0,0.0,0.0,8.1,0.0,0.0,0.0,8.1,/profile/Pierfilippo-Rossi-38536/,/stats/italian/2006/Varese,2006,italian,Pierfilippo-Rossi-38536,Varese
Danilo Fevola,Napoli,10,2.7,16.2,1.5,13.3,11.1%,4.4,4.4,100.0%,0.0,0.0,0.0%,1.5,1.5,3.0,0.0,0.0,0.0,1.5,7.4,/profile/Danilo-Fevola-36647/,/stats/italian/2006/Napoli,2006,italian,Danilo-Fevola-36647,Napoli
Guilherme Giovannoni,Treviso,11,6.5,16.2,3.5,9.9,35.3%,2.3,6.4,36.4%,2.3,2.3,100.0%,1.7,3.5,5.2,2.9,1.2,0.0,7.5,6.4,/profile/Guilherme-Giovannoni-36014/,/stats/italian/2006/Treviso,2006,italian,Guilherme-Giovannoni-36014,Treviso
Vladimir Boisa,Siena,30,20.9,16.2,4.5,8.5,53.4%,1.2,4.0,31.1%,3.4,5.1,67.1%,3.2,4.2,7.4,1.6,1.5,0.2,2.5,5.9,/profile/Vladimir-Boisa-5910/,/stats/italian/2006/Siena,2006,italian,Vladimir-Boisa-5910,Siena
Duane Woodward,Siena,19,23.8,16.2,3.7,8.5,43.2%,1.9,4.4,42.9%,3.1,5.1,61.4%,1.4,2.8,4.2,3.2,3.5,0.1,2.9,3.9,/profile/Duane-Woodward-37830/,/stats/italian/2006/Siena,2006,italian,Duane-Woodward-37830,Siena
Marko Tusek,Roma,32,27.7,16.1,3.3,6.4,52.1%,2.2,6.6,33.1%,2.8,3.8,75.6%,2.2,5.4,7.5,1.1,2.2,0.0,2.2,3.8,/profile/Marko-Tusek-5458/,/stats/italian/2006/Roma,2006,italian,Marko-Tusek-5458,Roma
Vlado Ilievski,Roma,41,26.8,16.1,3.4,6.7,50.5%,2.2,6.0,36.2%,2.8,3.8,72.1%,0.4,2.3,2.7,3.9,3.4,0.2,3.1,3.4,/profile/Vlado-Ilievski-5536/,/stats/italian/2006/Roma,2006,italian,Vlado-Ilievski-5536,Roma
Dusan Mladjan,Udine,11,3.5,16.0,5.0,9.0,55.6%,2.0,7.0,28.6%,0.0,2.0,0.0%,0.0,4.0,4.0,1.0,1.0,0.0,3.0,9.0,/profile/Dusan-Mladjan-5092/,/stats/italian/2006/Udine,2006,italian,Dusan-Mladjan-5092,Udine
Luca Garri,Biella,35,27.2,16.0,4.4,8.4,52.2%,1.7,4.5,38.0%,2.0,3.0,67.6%,2.8,6.1,8.9,1.3,2.9,0.9,3.6,4.3,/profile/Luca-Garri-36176/,/stats/italian/2006/Biella,2006,italian,Luca-Garri-36176,Biella
Tommaso Fantoni,Livorno,34,17.6,15.8,5.7,10.6,54.4%,0.3,1.5,22.7%,3.3,5.3,63.3%,3.1,4.9,8.0,1.4,1.9,0.8,2.9,4.2,/profile/Tommaso-Fantoni-37098/,/stats/italian/2006/Livorno,2006,italian,Tommaso-Fantoni-37098,Livorno
Brandon Armstrong,Roseto,7,28.6,15.7,4.8,11.2,42.6%,1.9,7.9,23.7%,0.6,0.8,75.0%,1.2,3.3,4.6,1.7,1.7,0.0,2.7,4.6,/profile/Brandon-Armstrong-1532/,/stats/italian/2006/Roseto,2006,italian,Brandon-Armstrong-1532,Roseto
Travis Watson,Fortitudo Bologna,46,20.3,15.7,5.4,9.1,58.9%,0.1,0.4,30.0%,4.6,6.8,67.3%,6.7,8.8,15.5,1.4,3.8,0.6,3.4,7.2,/profile/Travis-Watson-5354/,/stats/italian/2006/Fortitudo%20Bologna,2006,italian,Travis-Watson-5354,Fortitudo%20Bologna
Joseph Blair,Milano,37,29.3,15.6,6.1,9.6,63.4%,0.0,0.1,33.3%,3.4,6.4,53.2%,4.3,7.3,11.6,1.3,2.3,0.7,3.0,3.1,/profile/Joseph-Blair-5625/,/stats/italian/2006/Milano,2006,italian,Joseph-Blair-5625,Milano
Thabo Sefolosha,Biella,34,30.2,15.3,4.5,8.7,51.1%,1.3,3.5,38.2%,2.4,3.7,64.6%,3.0,6.3,9.3,3.2,2.6,0.7,3.4,4.0,/profile/Thabo-Sefolosha-280/,/stats/italian/2006/Biella,2006,italian,Thabo-Sefolosha-280,Biella
Phill Jones,Cantu,31,25.5,15.3,2.0,5.6,35.5%,3.1,7.8,39.6%,2.1,2.7,79.2%,0.8,3.4,4.2,1.5,2.3,0.2,2.3,3.8,/profile/Phill-Jones-36999/,/stats/italian/2006/Cantu,2006,italian,Phill-Jones-36999,Cantu
Vincent Esposito,Capo D'Orlando,12,22.7,15.2,2.3,5.1,45.7%,2.3,6.8,34.0%,3.6,4.1,89.3%,0.1,1.5,1.6,1.9,0.4,0.0,2.5,3.9,/profile/Vincent-Esposito-2376/,/stats/italian/2006/Capo%20D%27Orlando,2006,italian,Vincent-Esposito-2376,Capo%20D%27Orlando
Willie Taylor,Avellino,9,15.0,15.2,4.3,10.9,39.5%,1.4,4.3,33.3%,2.3,2.6,88.9%,1.4,5.5,6.9,2.0,1.7,0.0,2.6,6.3,/profile/Willie-Taylor-32287/,/stats/italian/2006/Avellino,2006,italian,Willie-Taylor-32287,Avellino
Roberto Chiacig,Siena,36,14.5,15.1,5.1,10.5,48.9%,0.0,0.0,0.0%,4.9,7.5,64.9%,4.1,5.9,10.0,0.9,2.8,0.5,3.4,5.3,/profile/Roberto-Chiacig-36374/,/stats/italian/2006/Siena,2006,italian,Roberto-Chiacig-36374,Siena
Stefano Mancinelli,Fortitudo Bologna,43,19.4,14.9,4.6,8.4,55.0%,1.5,5.7,25.9%,1.4,2.3,59.6%,2.4,3.8,6.3,2.6,2.4,0.2,2.7,3.8,/profile/Stefano-Mancinelli-116/,/stats/italian/2006/Fortitudo%20Bologna,2006,italian,Stefano-Mancinelli-116,Fortitudo%20Bologna
Pervis Pasco,Teramo,34,29.0,14.9,5.7,9.7,59.2%,0.0,0.1,0.0%,3.4,7.5,46.0%,5.2,8.3,13.4,1.0,3.0,1.4,2.2,4.7,/profile/Pervis-Pasco-5609/,/stats/italian/2006/Teramo,2006,italian,Pervis-Pasco-5609,Teramo
Carl English,Virtus Bologna,25,19.9,14.9,1.9,5.5,34.3%,3.3,8.2,40.0%,1.3,2.5,53.1%,0.9,5.0,5.8,2.6,3.0,0.1,3.4,5.8,/profile/Carl-English-5371/,/stats/italian/2006/Virtus%20Bologna,2006,italian,Carl-English-5371,Virtus%20Bologna
Alessandro De Pol,Varese,34,18.1,14.8,3.4,7.1,48.6%,1.6,4.3,36.9%,3.1,4.6,67.1%,2.1,6.3,8.3,0.9,2.8,0.5,2.6,5.2,/profile/Alessandro-De-Pol-35366/,/stats/italian/2006/Varese,2006,italian,Alessandro-De-Pol-35366,Varese
Marko Milic,Virtus Bologna,33,22.9,14.8,5.9,11.1,53.0%,0.0,0.4,0.0%,3.0,5.0,60.8%,4.9,8.2,13.1,2.4,2.2,0.2,2.9,4.2,/profile/Marko-Milic-3594/,/stats/italian/2006/Virtus%20Bologna,2006,italian,Marko-Milic-3594,Virtus%20Bologna
Goran Jurak,Cantu,33,23.9,14.7,4.6,7.6,60.7%,1.0,2.9,35.1%,2.5,4.5,55.1%,2.6,4.9,7.6,1.9,4.6,0.5,3.9,6.1,/profile/Goran-Jurak-35959/,/stats/italian/2006/Cantu,2006,italian,Goran-Jurak-35959,Cantu
Terrance Roberson,Reggio Emilia,17,21.6,14.7,3.2,7.5,42.6%,2.1,7.2,28.8%,2.1,2.7,76.0%,0.5,3.4,4.0,2.4,1.2,0.2,4.2,4.4,/profile/Terrance-Roberson-4111/,/stats/italian/2006/Reggio%20Emilia,2006,italian,Terrance-Roberson-4111,Reggio%20Emilia
Nate Johnson,Cantu,11,22.5,14.7,4.5,7.7,58.3%,0.8,4.2,19.2%,3.2,3.6,90.9%,0.3,3.2,3.6,3.7,4.5,0.2,3.7,5.3,/profile/Nate-Johnson-31069/,/stats/italian/2006/Cantu,2006,italian,Nate-Johnson-31069,Cantu
Daniel Farabello,Varese,34,19.4,14.6,2.5,3.8,64.5%,2.6,6.8,38.2%,1.9,2.2,88.6%,1.0,4.2,5.2,4.1,4.9,0.1,4.2,5.7,/profile/Daniel-Farabello-37256/,/stats/italian/2006/Varese,2006,italian,Daniel-Farabello-37256,Varese
Herve Toure,Avellino,24,15.7,14.5,3.6,6.8,53.0%,1.5,5.6,27.8%,2.7,4.0,66.7%,4.3,7.7,12.0,1.5,1.6,2.2,4.0,3.9,/profile/Herve-Toure-5459/,/stats/italian/2006/Avellino,2006,italian,Herve-Toure-5459,Avellino
Jacopo Giachetti,Roma,38,17.7,14.5,4.0,7.3,55.4%,0.9,2.0,44.1%,3.7,4.8,77.5%,0.5,2.2,2.7,2.9,2.0,0.1,3.2,5.6,/profile/Jacopo-Giachetti-5887/,/stats/italian/2006/Roma,2006,italian,Jacopo-Giachetti-5887,Roma
Nikos Vetoulas,Udine,37,19.2,14.5,1.5,3.1,50.0%,2.7,7.5,36.5%,3.1,3.8,82.6%,1.1,4.6,5.7,4.9,3.4,0.2,4.0,5.2,/profile/Nikos-Vetoulas-35568/,/stats/italian/2006/Udine,2006,italian,Nikos-Vetoulas-35568,Udine
J.R. Bremer,Biella,22,21.2,14.4,1.3,3.9,32.6%,2.7,8.3,33.0%,3.6,5.5,65.6%,0.3,2.9,3.3,4.5,1.9,0.2,3.2,2.5,/profile/J.R.-Bremer-1788/,/stats/italian/2006/Biella,2006,italian,J.R.-Bremer-1788,Biella
Silvio Gigena,Udine,22,17.5,14.4,3.8,6.4,60.3%,1.8,4.6,40.0%,1.2,1.6,75.0%,2.7,5.8,8.5,0.4,1.4,0.1,1.4,3.4,/profile/Silvio-Gigena-36436/,/stats/italian/2006/Udine,2006,italian,Silvio-Gigena-36436,Udine
Matteo Malaventura,Roseto,34,32.7,14.4,2.9,5.5,52.0%,2.2,7.5,29.9%,1.9,2.2,86.4%,1.4,2.6,4.1,2.3,1.8,0.0,1.5,2.8,/profile/Matteo-Malaventura-36225/,/stats/italian/2006/Roseto,2006,italian,Matteo-Malaventura-36225,Roseto
Valerio Spinelli,Napoli,42,16.0,14.3,2.5,4.4,57.3%,2.0,5.8,33.7%,3.4,4.6,74.0%,1.0,2.0,3.0,5.5,1.9,0.0,3.9,2.9,/profile/Valerio-Spinelli-38222/,/stats/italian/2006/Napoli,2006,italian,Valerio-Spinelli-38222,Napoli
Marco Carra,Reggio Emilia,28,20.8,14.3,2.8,5.9,48.2%,1.9,5.1,38.4%,2.8,3.3,83.3%,0.6,2.3,2.8,2.4,2.1,0.0,2.4,5.3,/profile/Marco-Carra-38467/,/stats/italian/2006/Reggio%20Emilia,2006,italian,Marco-Carra-38467,Reggio%20Emilia
Davorin Dalipagic,Napoli,13,5.4,14.2,2.8,8.0,35.7%,1.1,5.1,22.2%,5.1,6.3,81.8%,4.6,6.3,10.8,0.0,1.1,0.0,4.6,9.1,/profile/Davorin-Dalipagic-37809/,/stats/italian/2006/Napoli,2006,italian,Davorin-Dalipagic-37809,Napoli
James Collins,Cantu,16,25.9,14.2,3.7,7.5,48.7%,1.7,5.7,30.5%,1.6,2.0,81.0%,1.2,3.2,4.4,2.9,3.1,0.5,2.7,4.7,/profile/James-Collins-2027/,/stats/italian/2006/Cantu,2006,italian,James-Collins-2027,Cantu
Tomas Van Den Spiegel,Roma,11,17.1,14.2,6.0,9.3,65.1%,0.0,0.0,0.0%,2.2,3.9,55.6%,5.4,5.6,11.0,0.4,2.6,2.8,4.5,8.8,/profile/Tomas-Van-Den-Spiegel-5362/,/stats/italian/2006/Roma,2006,italian,Tomas-Van-Den-Spiegel-5362,Roma
Marco Costantino,Reggio Calabria,2,5.5,14.2,0.0,0.0,0.0%,3.5,3.5,100.0%,3.5,7.1,50.0%,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,/profile/Marco-Costantino-38468/,/stats/italian/2006/Reggio%20Calabria,2006,italian,Marco-Costantino-38468,Reggio%20Calabria
Alex Righetti,Roma,27,16.2,14.1,1.9,5.0,38.9%,2.9,8.2,34.8%,1.7,2.4,69.2%,0.9,3.1,4.1,0.8,2.7,0.0,2.3,5.2,/profile/Alex-Righetti-6571/,/stats/italian/2006/Roma,2006,italian,Alex-Righetti-6571,Roma
Gregor Hafnar,Varese,33,28.6,14.1,2.7,5.5,49.2%,1.9,5.2,36.4%,3.0,3.6,83.3%,0.6,3.7,4.3,1.9,2.8,0.2,2.4,4.9,/profile/Gregor-Hafnar-36013/,/stats/italian/2006/Varese,2006,italian,Gregor-Hafnar-36013,Varese
Mike Bernard,Teramo,23,17.2,14.1,5.6,11.8,47.5%,0.0,0.1,0.0%,2.9,4.0,70.7%,3.6,6.2,9.8,0.5,1.6,0.8,2.9,6.2,/profile/Mike-Bernard-34135/,/stats/italian/2006/Teramo,2006,italian,Mike-Bernard-34135,Teramo
Jay Larranaga,Napoli,42,21.7,14.0,1.2,2.1,57.1%,3.1,7.2,43.3%,2.2,2.5,91.1%,0.8,4.0,4.8,0.7,1.7,0.2,1.6,4.6,/profile/Jay-Larranaga-36815/,/stats/italian/2006/Napoli,2006,italian,Jay-Larranaga-36815,Napoli
Giacomo Galanda,Milano,38,22.6,14.0,2.7,4.8,56.3%,2.3,5.8,39.0%,1.7,2.2,78.7%,2.3,5.3,7.6,1.6,2.1,0.5,3.1,5.9,/profile/Giacomo-Galanda-35468/,/stats/italian/2006/Milano,2006,italian,Giacomo-Galanda-35468,Milano
Phillip Ramelli,Capo D'Orlando,28,9.7,13.9,4.1,6.4,63.6%,1.2,3.5,33.3%,2.3,2.5,94.1%,2.5,2.3,4.8,0.3,1.3,0.0,2.5,6.4,/profile/Phillip-Ramelli-30809/,/stats/italian/2006/Capo%20D%27Orlando,2006,italian,Phillip-Ramelli-30809,Capo%20D%27Orlando
Jeremy Veal,Virtus Bologna,4,30.0,13.9,3.2,4.2,76.9%,1.9,5.5,35.3%,1.6,1.9,83.3%,0.6,2.9,3.6,2.6,1.9,0.0,1.6,5.2,/profile/Jeremy-Veal-36086/,/stats/italian/2006/Virtus%20Bologna,2006,italian,Jeremy-Veal-36086,Virtus%20Bologna
Marco Allegretti,Varese,27,10.9,13.9,2.6,4.6,57.6%,0.8,3.5,24.0%,6.1,6.7,91.7%,1.0,4.4,5.4,1.1,1.2,0.6,2.5,3.6,/profile/Marco-Allegretti-36907/,/stats/italian/2006/Varese,2006,italian,Marco-Allegretti-36907,Varese
Angelo Gigli,Reggio Emilia,32,29.5,13.9,4.2,6.2,68.3%,1.2,3.3,37.2%,1.7,2.8,60.6%,3.4,5.2,8.6,1.2,2.3,1.5,2.5,4.1,/profile/Angelo-Gigli-102/,/stats/italian/2006/Reggio%20Emilia,2006,italian,Angelo-Gigli-102,Reggio%20Emilia
Alessandro Frosini,Biella,36,21.0,13.9,5.8,9.6,60.2%,0.0,0.1,0.0%,2.3,3.4,68.8%,3.7,5.2,8.9,1.0,1.9,1.4,2.2,4.3,/profile/Alessandro-Frosini-35367/,/stats/italian/2006/Biella,2006,italian,Alessandro-Frosini-35367,Biella
Giovanni Rugolo,Reggio Calabria,18,9.3,13.8,2.6,4.7,55.0%,2.6,6.3,40.7%,0.9,1.4,66.7%,1.6,2.8,4.4,0.9,1.6,0.0,2.8,4.4,/profile/Giovanni-Rugolo-37894/,/stats/italian/2006/Reggio%20Calabria,2006,italian,Giovanni-Rugolo-37894,Reggio%20Calabria
Benjamin Eze,Siena,30,14.3,13.8,5.7,10.8,52.2%,0.0,0.0,0.0%,2.5,5.6,44.1%,4.6,7.5,12.1,0.3,3.1,2.7,3.7,6.0,/profile/Benjamin-Eze-5364/,/stats/italian/2006/Siena,2006,italian,Benjamin-Eze-5364,Siena
Brandon Hunter,Napoli,16,12.9,13.7,5.6,9.3,60.4%,0.0,0.0,0.0%,2.5,7.2,35.1%,4.8,8.1,13.0,0.2,1.4,1.5,2.9,7.9,/profile/Brandon-Hunter-2909/,/stats/italian/2006/Napoli,2006,italian,Brandon-Hunter-2909,Napoli
Rolando Howell,Varese,34,28.2,13.6,5.6,10.1,54.8%,0.0,0.0,0.0%,2.5,5.3,46.8%,3.8,6.3,10.1,1.3,3.5,1.2,2.6,4.3,/profile/Rolando-Howell-30749/,/stats/italian/2006/Varese,2006,italian,Rolando-Howell-30749,Varese
Kiwane Garris,Fortitudo Bologna,47,27.6,13.5,1.5,3.6,41.7%,2.5,5.5,44.9%,3.1,3.9,79.2%,0.5,2.8,3.4,3.8,2.3,0.0,2.0,4.0,/profile/Kiwane-Garris-2528/,/stats/italian/2006/Fortitudo%20Bologna,2006,italian,Kiwane-Garris-2528,Fortitudo%20Bologna
Hugo Sconochini,Roma,30,14.1,13.5,3.4,6.9,48.6%,1.5,3.6,42.1%,2.2,3.5,62.2%,1.3,4.6,5.9,3.5,3.9,0.3,3.2,6.1,/profile/Hugo-Sconochini-35497/,/stats/italian/2006/Roma,2006,italian,Hugo-Sconochini-35497,Roma
Nikolaos Zisis,Treviso,33,29.0,13.3,3.5,6.0,59.0%,0.9,3.2,27.0%,3.7,5.0,72.7%,0.7,3.3,4.0,5.0,1.8,0.0,2.8,4.5,/profile/Nikolaos-Zisis-117/,/stats/italian/2006/Treviso,2006,italian,Nikolaos-Zisis-117,Treviso
Periklis Dorkofikis,Avellino,32,24.7,13.2,3.7,6.3,58.6%,1.1,4.0,28.4%,2.5,3.4,72.9%,1.5,5.2,6.7,1.5,2.2,0.3,3.1,3.9,/profile/Periklis-Dorkofikis-35579/,/stats/italian/2006/Avellino,2006,italian,Periklis-Dorkofikis-35579,Avellino
Virginijus Praskevicius,Capo D'Orlando,22,28.4,13.2,2.3,5.1,46.3%,2.4,6.8,35.5%,1.3,2.0,67.7%,1.3,3.7,5.0,1.7,1.7,0.3,1.6,3.5,/profile/Virginijus-Praskevicius-36522/,/stats/italian/2006/Capo%20D%27Orlando,2006,italian,Virginijus-Praskevicius-36522,Capo%20D%27Orlando
Daniele Cavaliero,Milano,13,8.8,13.1,1.8,4.6,38.5%,2.1,5.3,40.0%,3.2,4.2,75.0%,0.7,3.2,3.9,4.2,3.9,0.0,3.5,5.7,/profile/Daniele-Cavaliero-35858/,/stats/italian/2006/Milano,2006,italian,Daniele-Cavaliero-35858,Milano
Alessandro Cittadini,Napoli,42,21.4,12.9,4.5,7.0,63.9%,0.6,1.5,41.2%,2.1,2.7,75.8%,3.4,5.8,9.1,0.4,2.4,1.1,2.5,6.3,/profile/Alessandro-Cittadini-36563/,/stats/italian/2006/Napoli,2006,italian,Alessandro-Cittadini-36563,Napoli
Alessandro Abbio,Livorno,32,22.1,12.9,2.4,3.6,68.3%,1.7,5.1,33.0%,2.9,4.0,73.2%,0.8,3.4,4.2,1.8,2.0,0.1,2.7,4.4,/profile/Alessandro-Abbio-35365/,/stats/italian/2006/Livorno,2006,italian,Alessandro-Abbio-35365,Livorno
Sven Schultze,Milano,37,9.8,12.8,3.0,5.4,55.1%,2.0,5.0,40.0%,0.9,1.3,66.7%,1.8,4.4,6.2,1.8,1.2,0.4,3.9,9.2,/profile/Sven-Schultze-5582/,/stats/italian/2006/Milano,2006,italian,Sven-Schultze-5582,Milano
Jon Stefansson,Napoli,39,25.5,12.8,2.6,4.6,56.5%,1.9,5.0,37.9%,1.9,2.5,77.4%,0.6,2.5,3.2,1.6,2.3,0.1,2.3,5.1,/profile/Jon-Stefansson-5920/,/stats/italian/2006/Napoli,2006,italian,Jon-Stefansson-5920,Napoli
Donzell Rush,Reggio Calabria,11,24.2,12.8,4.8,8.8,55.0%,0.0,0.0,0.0%,3.1,5.1,60.0%,3.7,4.8,8.5,1.0,2.3,0.3,2.1,4.5,/profile/Donzell-Rush-38340/,/stats/italian/2006/Reggio%20Calabria,2006,italian,Donzell-Rush-38340,Reggio%20Calabria
Giorgio Boscagin,Reggio Emilia,31,21.9,12.8,2.4,5.9,41.0%,1.6,4.7,34.2%,3.1,3.6,85.2%,0.5,3.0,3.6,1.1,1.9,0.2,2.4,5.9,/profile/Giorgio-Boscagin-35472/,/stats/italian/2006/Reggio%20Emilia,2006,italian,Giorgio-Boscagin-35472,Reggio%20Emilia
Federico Bolzonella,Varese,21,8.7,12.7,3.4,7.6,44.1%,1.3,4.5,30.0%,2.0,2.7,75.0%,0.4,2.0,2.5,2.0,0.7,0.0,1.6,4.7,/profile/Federico-Bolzonella-37312/,/stats/italian/2006/Varese,2006,italian,Federico-Bolzonella-37312,Varese
Oluoma Nnamaka,Capo D'Orlando,34,23.6,12.7,4.5,7.1,62.8%,0.0,0.1,33.3%,3.6,5.5,64.3%,4.4,4.9,9.4,1.3,3.4,0.8,1.9,5.5,/profile/Oluoma-Nnamaka-34598/,/stats/italian/2006/Capo%20D%27Orlando,2006,italian,Oluoma-Nnamaka-34598,Capo%20D%27Orlando
Doremus Bennerman,Cantu,11,24.5,12.7,2.2,4.5,50.0%,2.1,4.6,45.2%,1.9,2.2,86.7%,0.1,1.6,1.8,2.7,0.4,0.0,2.7,3.0,/profile/Doremus-Bennerman-36682/,/stats/italian/2006/Cantu,2006,italian,Doremus-Bennerman-36682,Cantu
Bill Phillips,Livorno,34,25.5,12.6,2.1,3.8,54.2%,2.1,5.5,37.8%,2.3,3.4,68.5%,2.6,6.6,9.2,1.1,1.2,0.7,2.4,3.8,/profile/Bill-Phillips-34218/,/stats/italian/2006/Livorno,2006,italian,Bill-Phillips-34218,Livorno
Nicolas Mazzarino,Cantu,34,23.7,12.5,1.8,3.8,48.1%,2.3,6.1,38.5%,1.8,2.1,88.1%,0.3,1.7,2.0,2.6,2.6,0.0,2.6,2.9,/profile/Nicolas-Mazzarino-5929/,/stats/italian/2006/Cantu,2006,italian,Nicolas-Mazzarino-5929,Cantu
Davide Lamma,Cantu,23,22.0,12.4,3.3,5.7,58.3%,1.6,5.6,28.2%,1.0,1.4,72.2%,0.6,2.8,3.4,3.5,4.0,0.0,4.0,4.0,/profile/Davide-Lamma-36659/,/stats/italian/2006/Cantu,2006,italian,Davide-Lamma-36659,Cantu
Roberto Casoli,Roseto,34,17.8,12.4,3.6,7.9,46.1%,0.8,3.4,24.5%,2.7,4.3,61.9%,2.4,5.8,8.2,1.0,2.3,0.2,3.4,6.8,/profile/Roberto-Casoli-36373/,/stats/italian/2006/Roseto,2006,italian,Roberto-Casoli-36373,Roseto
