RSCI_Rank,Player,Draft_Pick,Draft_Year,NBA_EWA,Player_Link,Rank_Year,DX_Player_ID
128,"			
												Leland Anderson
											","
											"," 
											",-,/profile/Leland-Anderson-32678/,1999,Leland-Anderson-32678
129,"			
												Tyrone Hayes
											","
											"," 
											",-,/profile/Tyrone-Hayes-31391/,1999,Tyrone-Hayes-31391
130,"			
												Leonard Stokes
											","
											"," 
											",-,/profile/Leonard-Stokes-33525/,1999,Leonard-Stokes-33525
131,"			
												Andre Williams
											","
											"," 
											",-,/profile/Andre-Williams-32752/,1999,Andre-Williams-32752
131,"			
												Quentin Buchanan
											","
											"," 
											",-,/profile/Quentin-Buchanan-33121/,1999,Quentin-Buchanan-33121
131,"			
												Alonzo Lane
											","
											"," 
											",-,/profile/Alonzo-Lane-33696/,1999,Alonzo-Lane-33696
134,"			
												Troyce Haynesworth
											","
											"," 
											",-,/profile/Troyce-Haynesworth-53429/,1999,Troyce-Haynesworth-53429
135,"			
												Edward Scott
											","
											"," 
											",-,/profile/Edward-Scott-33514/,1999,Edward-Scott-33514
136,"			
												Terrance Meade
											","
											"," 
											",-,/profile/Terrance-Meade-33742/,1999,Terrance-Meade-33742
137,"			
												Kenny Booker
											","
											"," 
											",-,/profile/Kenny-Booker-53430/,1999,Kenny-Booker-53430
138,"			
												Mark Jarrell-Wright
											","
											"," 
											",-,/profile/Mark-Jarrell-Wright-31505/,1999,Mark-Jarrell-Wright-31505
138,"			
												Fridge Holman
											","
											"," 
											",-,/profile/Fridge-Holman-32134/,1999,Fridge-Holman-32134
140,"			
												Nick Jacobson
											","
											"," 
											",-,/profile/Nick-Jacobson-5596/,1999,Nick-Jacobson-5596
141,"			
												Marques Williams
											","
											"," 
											",-,/profile/Marques-Williams-53432/,1999,Marques-Williams-53432
142,"			
												Wendell Greenleaf
											","
											"," 
											",-,/profile/Wendell-Greenleaf-35209/,1999,Wendell-Greenleaf-35209
142,"			
												Rodney Tucker
											","
											"," 
											",-,/profile/Rodney-Tucker-31880/,1999,Rodney-Tucker-31880
142,"			
												Joseph Ward
											","
											"," 
											",-,/profile/Joseph-Ward-53433/,1999,Joseph-Ward-53433
142,"			
												Shawn Redhage
											","
											"," 
											",-,/profile/Shawn-Redhage-33721/,1999,Shawn-Redhage-33721
146,"			
												Kent Williams
											","
											"," 
											",-,/profile/Kent-Williams-32531/,1999,Kent-Williams-32531
147,"			
												David Young
											","
													41
											"," 
												2004
											",-,/profile/David-Young-5301/,1999,David-Young-5301
147,"			
												Antonio Meeking
											","
											"," 
											",-,/profile/Antonio-Meeking-5608/,1999,Antonio-Meeking-5608
149,"			
												Trey Sanders
											","
											"," 
											",-,/profile/Trey-Sanders-53434/,1999,Trey-Sanders-53434
150,"			
												Justin Hamilton
											","
											"," 
											",-,/profile/Justin-Hamilton-5421/,1999,Justin-Hamilton-5421
150,"			
												Chris Ogden
											","
											"," 
											",-,/profile/Chris-Ogden-32387/,1999,Chris-Ogden-32387
150,"			
												Jason Carter
											","
											"," 
											",-,/profile/Jason-Carter-31424/,1999,Jason-Carter-31424
150,"			
												Andy Slocum
											","
											"," 
											",-,/profile/Andy-Slocum-30627/,1999,Andy-Slocum-30627
154,"			
												Miguel Caballero
											","
											"," 
											",-,/profile/Miguel-Caballero-53435/,1999,Miguel-Caballero-53435
155,"			
												Derek Smith
											","
											"," 
											",-,/profile/Derek-Smith-93298/,1999,Derek-Smith-93298
155,"			
												Micah Brand
											","
											"," 
											",-,/profile/Micah-Brand-32982/,1999,Micah-Brand-32982
157,"			
												Josh Kroenke
											","
											"," 
											",-,/profile/Josh-Kroenke-31119/,1999,Josh-Kroenke-31119
158,"			
												Carlton Aaron
											","
											"," 
											",-,/profile/Carlton-Aaron-30444/,1999,Carlton-Aaron-30444
159,"			
												Rick Jones
											","
											"," 
											",-,/profile/Rick-Jones-31081/,1999,Rick-Jones-31081
160,"			
												Jeff Newton
											","
											"," 
											",-,/profile/Jeff-Newton-33178/,1999,Jeff-Newton-33178
161,"			
												Bingo Merriex
											","
											"," 
											",-,/profile/Bingo-Merriex-32468/,1999,Bingo-Merriex-32468
162,"			
												Anthony Dobbins
											","
											"," 
											",-,/profile/Anthony-Dobbins-38287/,1999,Anthony-Dobbins-38287
162,"			
												Terrence Woods
											","
											"," 
											",-,/profile/Terrence-Woods-31533/,1999,Terrence-Woods-31533
164,"			
												Aaron Abrams
											","
											"," 
											",-,/profile/Aaron-Abrams-53436/,1999,Aaron-Abrams-53436
164,"			
												Thomas Jackson
											","
											"," 
											",-,/profile/Thomas-Jackson-35148/,1999,Thomas-Jackson-35148
166,"			
												Charles Tatum
											","
											"," 
											",-,/profile/Charles-Tatum-31894/,1999,Charles-Tatum-31894
166,"			
												Trello Galloway
											","
											"," 
											",-,/profile/Trello-Galloway-31464/,1999,Trello-Galloway-31464
166,"			
												Willie McCloud
											","
											"," 
											",-,/profile/Willie-McCloud-53437/,1999,Willie-McCloud-53437
1,"			
												Zach Randolph
											","
													19
											"," 
												2001
											",8.43,/profile/Zach-Randolph-4028/,2000,Zach-Randolph-4028
2,"			
												Eddie Griffin
											","
													7
											"," 
												2001
											",2.35,/profile/Eddie-Griffin-2645/,2000,Eddie-Griffin-2645
3,"			
												Darius Miles
											","
													3
											"," 
												2000
											",2.29,/profile/Darius-Miles-3592/,2000,Darius-Miles-3592
4,"			
												Gerald Wallace
											","
													25
											"," 
												2001
											",4.27,/profile/Gerald-Wallace-4748/,2000,Gerald-Wallace-4748
5,"			
												Jason Parker
											","
											"," 
											",-,/profile/Jason-Parker-31995/,2000,Jason-Parker-31995
